player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
DeAndre Carter,WR,LAC,2,17,3,0,0.010088191258723154,0.019231975535946078,0.0120468708019891,0.0986183840921292,0.08912498304872207,0.12006550289486276,0.12622562151108577,0,0.01551070341351365,NA
Mike Williams,WR,LAC,2,16,2,0,0,0,0,0.21381784685123786,0.19168959822400292,0.23285275240729017,0.20760368173915655,0,0.00270647060928084,NA
Gerald Everett,TE,LAC,2,15,3,0,0.0038372255235238142,0.004845724294304033,0.003802669602988608,0.15868081969955017,0.17144996644544058,0.17875374078652226,0.17617486015964218,0,0.01422119045733402,NA
Austin Ekeler,RB,LAC,2,16,18,0,0.39122262234525385,0.3898655477039234,0.4122906626347222,0.16235546015428848,0.17810331484609804,0.15801883119706897,0.15890056328494032,0,0.00648817048003005,NA
Jalen Guyton,WR,LAC,2,16,0,0,0.008328213281946452,0.008999895933403255,0.007774283235390065,0.0766125357264367,0.07050289039946687,0.08728096771744476,0.07504036462761417,0,0.00653679666182912,NA
Joshua Kelley,RB,LAC,2,10,6,0,0.10982409921771814,0.14433429438634796,0.09086531108484336,0.026939729119368334,0.03209045049154721,0.024075367684352474,0.01791690823880323,0,0.01038295050798297,NA
Joshua Palmer,WR,LAC,2,17,4,0,0.011106699447428205,0.01651881651715043,0.008384399839543859,0.09179372256789764,0.09161178303432953,0.0748907549438824,0.08121368687218573,0,0.00270647060928084,NA
Tre McKitty,TE,LAC,2,11,3,1,0,0,0,0.04263830408883734,0.04367146814552079,0.03426813205744344,0.026437854440749795,0,0.00270647060928084,NA
Zander Horvath,RB,LAC,2,0,3,0,0.06431680452283942,0.05959652764863968,0.06579873126933443,0.050825500697877925,0.05343398329247239,0.042730114510693674,0.07394718077952733,0,0.00649552946227403,NA
Travis Kelce,TE,KC,2,16,8,0,0.0036127718983732073,0.0013770612823917857,0.013666714662527089,0.25807356118494795,0.2694862829899299,0.2927287964070857,0.27550593113566624,0,0.00585786762032698,NA
James Winchester,TE,KC,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Michael Burton,RB,KC,2,16,0,0,0.014451087593492845,0.010291120024792877,0.020931314448484343,0.004940864401915663,0.0067439168819298295,0.006431624802351745,0.00448414008795851,0,0.00270647060928084,NA
JuJu Smith Schuster,WR,KC,2,0,6,2,0,0,0,0.04022349528354481,0.03981764112412469,0.04247858044369127,0.024303470922742137,0.21,0.007,NA
Justin Watson,WR,KC,2,0,0,0,0,0,0,0.0050279369104430935,0.0015197572948139097,0.00100580695604636,0.0021871135545418335,0.21,0.007,Q
Marquez Valdes Scantling,WR,KC,2,11,5,0,0.01551876702027149,0,0.0029916908174460045,0.165863088966693,0.1392347001205909,0.17052678433919558,0.15255187462923495,0,0.00270647060928084,NA
Mecole Hardman,WR,KC,2,17,3,0,0.013820000263016802,0.016374867806469465,0.01050346062320157,0.15356159842844766,0.15511166307162158,0.15120591806616665,0.14280450273907597,0,0.01370864925851832,Q
Jody Fortson,TE,KC,2,0,1,0,0,0,0,0.0050279369104430935,0.006129687755749469,0.0014416566369997816,0.017781895960108304,0.21,0.007,NA
Clyde Edwards Helaire,RB,KC,2,10,10,0,0.4233294945736709,0.4217352753823377,0.3408164832432945,0.0731697819289389,0.08687228347914776,0.06278375517358271,0.10104213845351682,0,0.00701413558840865,NA
Noah Gray,TE,KC,2,16,1,0,0,0,0,0.024776574206248073,0.02354835137053303,0.014878071683260208,0.021994947851913308,0,0.00270647060928084,NA
Skyy Moore,WR,KC,2,0,1,0,0,0,0,0.16956611169116784,0.1719053387092195,0.17152147184791,0.16844249062438818,0,0.00649552946227403,NA
Isiah Pacheco,RB,KC,2,0,12,1,0.3373625182590727,0.3480830928539146,0.4729620067528897,0.042253877988190226,0.04257166543955924,0.04043109102842274,0.042031083952086656,0,0.00649552946227403,NA
Jerick McKinnon,RB,KC,2,13,7,0,0.08290943738575113,0.09144012117310939,0.04705969477700045,0.057515172099019685,0.057058711762780163,0.044566442615287326,0.04687041008876704,0,0.00270647060928084,NA
Sony Michel,RB,LAC,2,17,7,0,0.3080955652432601,0.28414627548221705,0.3109541058121078,0.05082778211581632,0.04838433238326386,0.030304336224510824,0.03827578459885394,0,0.00400813459210424,NA
Daurice Fountain,WR,KC,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Richard Rodgers,TE,LAC,2,3,0,0,0,0,0,0.02688991488656005,0.02993722968913566,0.01675949957592822,0.01826349374744102,0,0.00270647060928084,NA
Robert Woods,WR,TEN,2,9,1,0,0.018280896677534048,0.024532328422483013,0.04388327707353197,0.1863135039029842,0.17788432166202856,0.18995895864022946,0.1876944918665684,0,0.00270647060928084,NA
Geoff Swaim,TE,TEN,2,16,3,0,0,0,0,0.08793145678585823,0.09600652457058917,0.06982074498470907,0.09141734484676542,0,0.00270647060928084,NA
Derrick Henry,RB,TEN,2,8,21,1,0.7577480774834341,0.7738930452078956,0.7031211607985928,0.07043416918205114,0.07970788645417254,0.07552671561600732,0.06118293695718231,0,0.00333412908007657,NA
Austin Hooper,TE,TEN,2,16,1,0,0,0,0,0.11401705790181124,0.11099831424617865,0.09797986793760148,0.11693341652089509,0,0.00270647060928084,NA
Nick Westbrook Ikhine,WR,TEN,2,16,1,0,0,0,0,0.10458131551912171,0.10048275881704943,0.12441646322154186,0.12557681720146613,0,0.01038295050798297,NA
