"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Baltimore Ravens",BAL,"vs. CLE","5 out of 5 stars","A+","11.6"
"2","Tampa Bay Buccaneers",TB,"vs. NO","4 out of 5 stars","A","8.1"
"3","Denver Broncos",DEN,"vs. KC","1 out of 5 stars","A","7.6"
"4","Green Bay Packers",GB,"vs. CHI","4 out of 5 stars","A","7.5"
"5","Los Angeles Chargers",LAC,"at LV","5 out of 5 stars","A-","7.5"
"6","Philadelphia Eagles",PHI,"vs. NYG","5 out of 5 stars","B+","7.3"
"7","Atlanta Falcons",ATL,"vs. CAR","4 out of 5 stars","B+","7.2"
"8","Miami Dolphins",MIA,"at NYJ","3 out of 5 stars","B","7.1"
"9","Buffalo Bills",BUF,"at NE","5 out of 5 stars","B","7.1"
"10","Seattle Seahawks",SEA,"at LAR","2 out of 5 stars","B-","7.0"
"11","Washington Commanders",WAS,"at DAL","4 out of 5 stars","B-","7.0"
"12","Tennessee Titans",TEN,"vs. HOU","4 out of 5 stars","C+","6.8"
"13","Indianapolis Colts",IND,"vs. JAC","4 out of 5 stars","C+","6.8"
"14","Houston Texans",HOU,"at TEN","5 out of 5 stars","C","6.8"
"15","Pittsburgh Steelers",PIT,"vs. CIN","3 out of 5 stars","C","6.5"
"16","Detroit Lions",DET,"vs. MIN","3 out of 5 stars","C-","6.4"
"17","Los Angeles Rams",LAR,"vs. SEA","4 out of 5 stars","C-","6.3"
"18","Arizona Cardinals",ARI,"vs. SF","2 out of 5 stars","D+","6.3"
"19","Cincinnati Bengals",CIN,"at PIT","4 out of 5 stars","D+","6.2"
"20","New York Jets",NYJ,"vs. MIA","4 out of 5 stars","D","6.2"
"21","Minnesota Vikings",MIN,"at DET","1 out of 5 stars","D","6.0"
"22","Kansas City Chiefs",KC,"at DEN","2 out of 5 stars","D-","6.0"
"23","Jacksonville Jaguars",JAC,"at IND","3 out of 5 stars","D-","5.9"
"24","New England Patriots",NE,"vs. BUF","1 out of 5 stars","D-","5.8"
"25","San Francisco 49ers",SF,"at ARI","3 out of 5 stars","F","5.5"
"26","New York Giants",NYG,"at PHI","2 out of 5 stars","F","5.4"
"27","New Orleans Saints",NO,"at TB","2 out of 5 stars","F","5.3"
"28","Dallas Cowboys",DAL,"vs. WAS","1 out of 5 stars","F","5.3"
"29","Las Vegas Raiders",LV,"vs. LAC","2 out of 5 stars","F","5.2"
"30","Carolina Panthers",CAR,"at ATL","3 out of 5 stars","F","5.0"
"31","Chicago Bears",CHI,"at GB","1 out of 5 stars","F","4.8"
"32","Cleveland Browns",CLE,"at BAL","1 out of 5 stars","F","4.3"
