player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Kyle Juszczyk,RB,SF,2,2,13,0,0.006572494599069027,0.0025332060565894043,0.005143314564855889,0.03480622026555157,0.030572778458280468,0.02792893502354356,0.03239199930714585,0,0.01235763434505466,NA
Christian McCaffrey,RB,SF,2,2,241,3,0.5956142739728394,0.6284599833282961,0.6039501390895101,0.19898724550243543,0.20678454728792614,0.15877324997570563,0.1754429330989842,0,0.00750102016407052,NA
George Kittle,TE,SF,2,2,47,0,0.0016423888267023273,0.0015200905085872636,0.0017665073912996162,0.20583074477318983,0.20583850930134207,0.20317581601297607,0.19429185748415864,0,0.01329231570208394,NA
Ray Ray McCloud,WR,SF,2,2,11,1,0.0014676865932683222,0.0034226451846739634,0.0026623308551616772,0.040703515022986074,0.04130564166819103,0.049579228957658907,0.03887583031384077,0,0.01586319951594974,Q
Ross Dwelley,TE,SF,2,1,1,0,0,0,0,0.005436987250129852,0.005339424203189624,0.005048570661405721,0.005248187152283229,0,0.01285280087804466,NA
Deebo Samuel,WR,SF,2,2,60,1,0.09219069630174909,0.08151113451553768,0.16007068092029209,0.18170738597602637,0.18640940566065853,0.1946972033670506,0.1563648354021566,0,0.01580754780699903,NA
Brandon Aiyuk,WR,SF,2,2,45,0,1.1194414876980674e-5,2.1343716907302273e-5,1.8316961816996052e-5,0.2082046496547082,0.2031669229093968,0.256827411113939,0.29088779695060224,0,0.0128617361081796,NA
Charlie Woerner,TE,SF,2,1,1,0,0,0,0,0.00653069644584691,0.008444740255136314,0.008016626456157213,0.004268001762606364,0,0.01291738781713031,NA
Jauan Jennings,WR,SF,2,2,14,0,0,0,0,0.08205528428452952,0.07481018076562937,0.06883327447592348,0.07145542126303844,0,0.01383054019446438,NA
Elijah Mitchell,RB,SF,2,2,45,0,0.18489489992255956,0.18195434321004225,0.12747004701726966,0.01901359829135273,0.020254707392230835,0.009339030407783713,0.014011088478467005,0,0.01188399679175989,NA
Tyrion Davis Price,RB,SF,1,2,6,0,0.002139136357906404,0.002551892177951649,0.002664214413481359,4.6565261884759306e-4,4.6837550265211946e-4,4.697397221014573e-4,4.676597519915866e-4,0,0.01218540250749293,NA
Jordan Mason,RB,SF,1,2,22,0,0.008402362763716347,0.010482469977065857,0.01111317491507189,0.003798548315181173,0.0036606331069499293,0.0033954126541716435,0.0036367479916684163,0,0.01199164169023597,Q
