player,team,py_games_played,games_played,pas_att_rat,cmp_rat,pas_yds_rat,pas_tds_rat,int_rat
Jared Goff,DET,17,4,34.02210623490306,23.76137231150074,263.88448448497513,1.4698372032254672,-0.13289948955437603
Kirk Cousins,MIN,17,4,38.84187101275726,26.4551907193854,295.6617909635482,1.9355700997245047,-0.10027457481544422
Justin Herbert,LAC,17,4,39.299125319845686,28.16637322541139,289.1235334610724,1.6334157800622466,-0.2564065739958178
Patrick Mahomes,KC,17,4,38.175756769898875,25.668594766200524,292.4623305918499,1.922843779479069,-0.15280086568042284
Dak Prescott,DAL,12,4,35.199434155339176,24.862593912743954,258.2098827199243,1.6154846403171121,-0.08577836571680611
Mac Jones,NE,14,4,35.15154908188147,22.970196263352577,234.10858438031391,1.313873462449242,0.23864557228388264
Trevor Lawrence,JAC,17,4,35.360317051587394,23.892239803537006,244.45832617441067,1.183155630852835,0.0963278183412543
Geno Smith,SEA,17,4,32.88097336879335,23.11399510239371,241.49073432657892,1.4808567834687556,-0.10761439727399771
Brock Purdy,SF,6,4,24.816549508127892,15.927912350199726,221.46909499206177,1.2398500409918682,0.009569582503346205
Baker Mayfield,TB,12,4,28.504738911126825,18.983967886576263,207.2848929107359,1.3382845616937713,0.09881173199144092
Desmond Ridder,ATL,4,4,24.559913803236253,13.742191287448671,168.75573709852011,0.8918026738641318,0.24204890553604003
Russell Wilson,DEN,15,4,31.459731214004186,21.015833822265662,247.53604402776182,1.632020498068417,-0.11874357769962485
Kenny Pickett,PIT,12,4,29.142824593738627,17.296562523021187,199.1124515474419,0.9788382940295602,0.49406386304842065
Joshua Dobbs,ARI,2,4,25.59671962085292,15.3007725945741,183.9596013696395,0.9984031718303823,0.12768523937989687
Josh Allen,BUF,16,4,36.11605382403764,24.89876900143844,274.6971795338473,1.9289255098022247,0.06843647644513665
Joe Burrow,CIN,16,4,37.07329427713437,24.113836337893385,242.10655018487,1.4810681742617904,-0.1188015979548645
Jalen Hurts,PHI,15,4,30.979704774386917,20.77657138697539,241.41149005418058,1.2884255721140532,-0.004532291060575719
Sam Howell,WAS,1,4,25.8248858098348,14.947422920019932,195.46088011022582,0.9961088599707365,0.4490141216903035
Daniel Jones,NYG,16,4,32.1744855811116,23.312263825347824,214.8765824764226,0.9841029287705723,0.30314651121837466
Justin Fields,CHI,15,4,24.95058690835557,15.51862190809884,187.91296254843988,1.262505776531464,0.40494838722908033
Derek Carr,NO,15,4,35.916986942342156,23.330791092946342,249.83868595674974,1.2545561834229566,0.14608004922778445
Tua Tagovailoa,MIA,13,4,33.37592704742377,23.081587718741034,304.5392569762789,1.7276444368110593,0.03646411653197664
Zach Wilson,NYJ,9,4,27.444589167977924,15.256815251655798,183.99686184915495,1.0012548705162785,0.3825165691761743
Ryan Tannehill,TEN,12,4,28.346905639021728,18.893143821007946,221.77063418874286,1.0750622084283852,0.27248450554764886
Lamar Jackson,BAL,11,4,27.630978777399534,19.438443513459784,214.93610562388903,1.280838741538464,0.04625968231502865
Jordan Love,GB,1,4,31.92925843241154,18.422180885216534,228.5801576256417,1.481112426065733,0.34328328780682144
Matthew Stafford,LAR,9,4,37.95793441973524,25.505286122335413,291.58917614835696,1.4251105611316341,0.271926239341204
C J Stroud,HOU,0,4,36.17706627693728,22.182949792960567,273.5177857895292,1.268460274946721,0.5547102749467209
Bryce Young,CAR,0,3,35.30146260371605,22.433575733615104,216.33774093447377,1.1120864201984477,0.8383364201984478
Anthony Richardson,IND,0,3,33.21575443538378,19.82390886874492,228.2262820445447,1.244241444909614,0.8092414449096142
Bailey Zappe,NE,4,1,23.657825030181183,13.148758866411017,186.34210530911784,1.0798042614981762,0.4156724474950162
Drew Lock,SEA,0,1,30.380150049648993,18.391748662394434,222.5784706377899,1.0298905014054496,0.4256264989818442
Aidan O Connell,LV,0,1,31.809354458743783,19.82429379827709,205.66234704515153,1.1032054109101128,0.9057054109101127
Dorian Thompson Robinson,CLE,0,1,30.938228558987323,18.614379928719416,182.79413225404642,1.1152371756156436,1.1227371756156437
Deshaun Watson,CLE,6,3,26.731258350101204,14.893152850106569,187.18934647291184,1.1072132140883235,0.34458715613259633
Jimmy Garoppolo,LV,10,3,30.40328772123769,21.019445075363723,251.8695841071497,1.4819052976660825,0.3700958449329064
Gardner Minshew,IND,2,2,30.80104457101617,20.74433479389488,229.3860319147946,1.4848979444208277,0.27793008115304263
Andy Dalton,CAR,14,1,36.87227679731164,24.173567984332447,260.51178478350886,1.4126919157340132,0.32558351765920873
Blaine Gabbert,KC,1,1,22.797849770526557,11.91143903251491,164.99717091691437,1.04711658175359,0.6119703570847268
Mike White,MIA,4,1,38.969153418416944,25.63538539811745,291.08730385512376,1.473160802366239,0.7879392261501161
Jameis Winston,NO,3,1,29.72427719379781,18.51381309654079,219.6623722939146,1.5515914962799755,0.2559207859747149
Tom Brady,NA,17,0,42.553993267548066,29.576812595417227,289.5995956388244,1.6904418434780537,0.06014104825470931
Sam Darnold,SF,6,0,30.390495604102178,19.07692608689486,219.4145446092112,1.179256667100467,0.4527442820516855
Davis Mills,HOU,15,0,34.98443520125871,22.984145120280843,240.3348198656849,1.3553088752940383,0.3675605869042651
Aaron Rodgers,NYJ,17,0,31.72634599513904,21.111257801075865,229.8100062930885,1.6343351723780484,-0.0060173636435977
Skylar Thompson,MIA,5,0,25.34819493485844,13.012774851176918,165.18731082719833,0.9820185670129696,0.4372349329611987
Sam Ehlinger,IND,4,0,23.984630538824938,13.36946424270442,170.00366728386507,1.0492508417495108,0.45653414683406823
Jarrett Stidham,DEN,3,0,26.024926589538808,14.401945549312376,200.7389364952166,1.1196493434151362,0.4802199376226071
David Blough,ARI,2,0,25.517141132595484,14.265441569537382,190.26004134787664,1.0897495612041666,0.4738118438913592
Trace McSorley,NE,4,0,26.013479204074653,13.60915101737108,183.05442123397285,1.0228628359327148,0.5373962077590331
Anthony Brown,BAL,2,0,24.818631920420003,12.551176428920778,182.8863822718298,1.0313154193339615,0.4822778869698434
Nick Mullens,MIN,2,0,30.17768314550176,20.241360380644743,178.97003846933725,1.1957902083895675,0.4652276763265756
Joe Flacco,NA,4,0,38.64107240706842,24.532455078044705,273.85444559388344,1.7880668438929204,0.3967445482272848
Tim Boyle,NYJ,1,0,29.39112259681639,18.7144795455252,181.73618612686744,1.1794941196576711,0.715835806886137
Nathan Peterman,CHI,1,0,24.262601320394552,12.922064175691592,178.13051673540963,1.0887632033570678,0.4533724759966272
Davis Webb,NA,1,0,26.13612003316996,14.159065074963497,180.42119061647367,1.079104080979136,0.4470940464509716
Tyler Huntley,BAL,5,0,34.45385684278338,23.292462517838448,210.76454362951443,1.0088003425927123,0.4408815951869234
Jeff Driskel,ARI,4,0,21.59005182748796,11.341294116767424,161.1134041477435,1.0630938491239523,0.4366338663333376
Carson Wentz,NA,8,0,33.895746632517074,21.704932651796913,230.54341057692815,1.476856679535208,0.2716148531594772
Nick Foles,NA,2,0,32.866807842283336,22.14605427975708,229.5666186509534,1.1716720093113704,0.5286979057492769
Teddy Bridgewater,DET,3,0,32.439203249064015,21.68720391325206,247.94465421210475,1.394305774170005,0.37028590332755745
C J Beathard,JAC,1,0,23.84987206600405,12.59153916063724,173.96446653224913,1.0602780081337553,0.48799651086618
