team,def_rus_att_rat,def_rus_yds_rat,def_rus_tds_rat,def_pas_att_rat,def_cmp_rat,def_pas_yds_rat,def_pas_tds_rat,def_int_rat
SF,26.107603262837962,85.32842768217905,0.8515263075258047,34.50322438003397,23.11896802348557,220.0386757987849,1.3639478075667828,0.7782645039652478
TB,25.12336479446288,106.22124183035723,0.72697326606196,38.135349699600106,24.041520144028993,224.2383566494709,1.4951100005738165,1.009601275790921
CIN,25.51117969125816,101.86860212740532,0.7992509374351429,39.485161933985324,24.30963834682318,250.63061050842884,1.3776203341308766,0.7087185507381607
NE,27.023249929202347,110.50592035020031,0.6125491989020156,36.071393505447574,23.122720076176076,238.1567251900151,1.5969555210661248,1.4259766571476704
NO,30.232280849428207,128.57017704513817,0.9228984701944085,34.48981413730983,21.187531788945027,208.03911708456172,1.2298493660771983,0.762789812066592
MIN,27.434880114616323,124.38397776858358,1.038754846790685,38.414889551600425,26.04048803900221,286.3438907443026,1.3615752131066399,1.060109480583245
BAL,22.43780347141918,84.98301737662516,0.7850054900683434,40.73183976989418,27.69228087175025,285.372430792664,1.6322147149802135,0.7173793552901518
PIT,28.809961803905985,123.95515764065213,0.6965919201520862,36.12470714428987,22.577617004383477,252.59088874722568,1.719086767007403,1.1821630644548484
WAS,24.879994445897726,109.29330627779977,0.7263946526867537,35.15485377528946,21.88694286993357,240.37162776350903,1.8152037199354403,0.5858580275227897
LAC,27.36185988586667,146.3363350704054,0.9546231794491957,31.655128882224055,20.068679109299556,214.52098699083237,1.623514556288852,0.8817840901852076
GB,27.478886614171632,135.8238635436999,0.9149053731254189,29.841247101038,20.792942506276397,205.79339025310765,1.4368741954073982,1.1029867789006076
DET,30.907509649022668,156.1571690351589,1.3711931958922619,36.089262821976575,23.38140363606597,276.4602618367797,1.5648173857200667,0.6637118553538199
IND,30.646521391667754,120.34632045306226,0.9465855149016175,32.55718186359346,22.57497108417085,221.31044144321598,1.6369433197125687,0.9480159697610727
HOU,35.387569901746694,176.49298662910397,1.2147349557745721,35.33513806954776,23.125935957587366,244.29034680249214,1.2730097759542032,1.1273627268150048
TEN,23.872560774578297,90.59372041689275,0.7346443571298547,37.35645180642982,24.78278944378047,268.21592227914874,1.7489939102126724,1.0257281563614105
LV,28.830226593328085,120.93721579798975,1.0421118040716795,35.432256519617354,24.763290790315285,246.5713355416448,1.6392943753132865,0.23314968269777567
DEN,25.961063952740705,110.3623883450709,0.7242820533398798,35.4307512781072,23.567937006829478,204.7021517747273,1.3332255749802908,0.7480855090862931
SEA,32.32621771378687,147.61113421819093,1.075578718267502,34.86537014737267,23.177142745743144,247.83765042154786,1.4834984317561764,0.6539769557335179
KC,24.9046033646564,111.28980320208878,0.790762072707738,38.46770783649365,25.828644904364538,236.2063744646554,1.8422888579369316,0.7781805961860533
NYJ,30.393801862385313,126.1290597696175,0.9989334821420008,33.565819534365836,21.639708223772278,210.21285055395617,1.4266585038763933,0.5345057433106605
CHI,34.00846460388752,162.26731498777258,1.3109903461026122,28.510973823586003,19.399920333932158,203.78259831047512,1.2785232710439924,0.6415001905006974
BUF,24.69016712339366,99.7267160228609,0.8129807016022994,36.072824496264616,23.392728372169394,209.3411071213073,1.2312854006510783,1.4165530855653539
CAR,31.31445530388827,131.10756607527833,0.9796610553883501,35.40727740427332,23.5374952832321,226.32869121092608,1.514928930350127,0.4825000482125335
PHI,26.00727734587394,121.3552001093672,1.061114321034674,35.996173437378886,22.592338151751097,209.27608407556642,1.4879959160250726,0.9895111044683496
MIA,25.23362884999187,104.66104404335151,0.9042473322634912,36.82511551633909,25.043107365760676,249.44062951699266,1.5617003346535234,0.6958299772403204
NYG,28.311133276617813,142.70088895556304,0.8306208702189515,35.767620423967834,22.144887123945065,232.5512274873446,1.4741909189153983,0.6317374073382961
CLE,28.140093352111936,128.10227874929632,1.1927175623787343,31.53810646308464,20.02151736866395,207.20896109284055,1.425679664211792,0.6780416638643402
LAR,27.4997263641686,111.91241396072076,0.8400309443719934,33.49205003576187,23.636596413863916,237.23389480601034,1.5068430238168293,1.275437020793084
ARI,26.832777079563435,121.95832461060431,1.0249016949651055,36.37851912551884,25.891903201775055,252.01126221019197,1.8887233578584068,0.6364666101783
ATL,29.953706415487588,137.66561893788034,0.9858007040935869,36.27930071999398,25.162353352051294,264.7576434722666,1.659799425144607,0.6065775057908647
JAC,28.270432074242553,113.69721858732684,0.8847000961368979,37.04963610178769,24.621485565207198,254.5983644933724,1.6649924333487942,0.7467040867996466
DAL,29.05697268034635,128.52935653235997,0.6659854004196372,32.778310241311644,20.790112132409416,202.86043141643714,1.3185530428794077,1.5348443521755977
