"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"vs. SEA","4 out of 5 stars","A+","16.0"
"2","Mark Andrews",BAL,"vs. ATL","3 out of 5 stars","A","10.9"
"3","T.J. Hockenson",MIN,"vs. NYG","4 out of 5 stars","A","10.8"
"4","George Kittle",SF,"vs. WAS","1 out of 5 stars","A","10.3"
"5","Dalton Schultz",DAL,"vs. PHI","3 out of 5 stars","B+","9.7"
"6","Darren Waller",LV,"at PIT","3 out of 5 stars","B","9.6"
"7","Dallas Goedert",PHI,"at DAL","2 out of 5 stars","B","9.4"
"8","Evan Engram",JAC,"at NYJ","3 out of 5 stars","B","8.8"
"9","Pat Freiermuth",PIT,"vs. LV","5 out of 5 stars","B-","8.7"
"10","Taysom Hill",NO,"at CLE","3 out of 5 stars","C+","8.4"
"11","David Njoku",CLE,"vs. NO","1 out of 5 stars","C","7.1"
"12","Dawson Knox",BUF,"at CHI","3 out of 5 stars","C","6.8"
"13","Gerald Everett",LAC,"at IND","3 out of 5 stars","C","6.6"
"14","Greg Dulcich",DEN,"at LAR","3 out of 5 stars","C","6.2"
"15","Cole Kmet",CHI,"vs. BUF","2 out of 5 stars","C-","6.2"
"16","Noah Fant",SEA,"at KC","4 out of 5 stars","D+","6.1"
"17","Chigoziem Okonkwo",TEN,"vs. HOU","3 out of 5 stars","D","5.7"
"18","Juwan Johnson",NO,"at CLE","3 out of 5 stars","D","5.6"
"19","Tyler Higbee",LAR,"vs. DEN","2 out of 5 stars","D","5.5"
"20","Hunter Henry",NE,"vs. CIN","2 out of 5 stars","D","5.3"
"21","Jordan Akins",HOU,"at TEN","3 out of 5 stars","D-","5.3"
"22","Daniel Bellinger",NYG,"at MIN","4 out of 5 stars","D-","5.3"
"23","Tyler Conklin",NYJ,"vs. JAC","4 out of 5 stars","F","4.8"
"24","Cade Otton",TB,"at ARI","4 out of 5 stars","F","4.7"
"25","Robert Tonyan",GB,"at MIA","4 out of 5 stars","F","4.6"
"26","Austin Hooper",TEN,"vs. HOU","3 out of 5 stars","F","4.3"
"27","Trey McBride",ARI,"vs. TB","3 out of 5 stars","F","4.3"
"28","Logan Thomas",WAS,"at SF","3 out of 5 stars","F","4.3"
"29","Will Dissly",SEA,"at KC","4 out of 5 stars","F","4.2"
"30","Cameron Brate",TB,"at ARI","4 out of 5 stars","F","3.9"
"31","Jelani Woods",IND,"vs. LAC","3 out of 5 stars","F","3.8"
"32","Mike Gesicki",MIA,"vs. GB","4 out of 5 stars","F","3.7"
"33","Noah Gray",KC,"vs. SEA","4 out of 5 stars","F","3.7"
"34","Brock Wright",DET,"at CAR","3 out of 5 stars","F","3.4"
"35","Foster Moreau",LV,"at PIT","3 out of 5 stars","F","3.4"
"36","Kylen Granson",IND,"vs. LAC","3 out of 5 stars","F","3.3"
"37","Isaiah Likely",BAL,"vs. ATL","3 out of 5 stars","F","3.3"
"38","Jonnu Smith",NE,"vs. CIN","2 out of 5 stars","F","3.2"
"39","Tommy Tremble",CAR,"vs. DET","4 out of 5 stars","F","3.2"
"40","Mitchell Wilcox",CIN,"at NE","4 out of 5 stars","F","3.1"
"41","C.J. Uzomah",NYJ,"vs. JAC","4 out of 5 stars","F","3.0"
"42","MyCole Pruitt",ATL,"at BAL","4 out of 5 stars","F","3.0"
"43","Mo Alie-Cox",IND,"vs. LAC","3 out of 5 stars","F","3.0"
"44","Donald Parham Jr.",LAC,"at IND","3 out of 5 stars","F","2.9"
"45","Teagan Quitoriano",HOU,"at TEN","3 out of 5 stars","F","2.8"
"46","Ian Thomas",CAR,"vs. DET","4 out of 5 stars","F","2.7"
"47","Harrison Bryant",CLE,"vs. NO","1 out of 5 stars","F","2.7"
"48","Anthony Firkser",ATL,"at BAL","4 out of 5 stars","F","2.6"
"49","Colby Parkinson",SEA,"at KC","4 out of 5 stars","F","2.6"
"50","Adam Trautman",NO,"at CLE","3 out of 5 stars","F","2.6"
"51","Zach Gentry",PIT,"vs. LV","5 out of 5 stars","F","2.6"
"52","Durham Smythe",MIA,"vs. GB","4 out of 5 stars","F","2.6"
"53","Eric Saubert",DEN,"at LAR","3 out of 5 stars","F","2.5"
"54","Brevin Jordan",HOU,"at TEN","3 out of 5 stars","F","2.5"
"55","Josh Oliver",BAL,"vs. ATL","3 out of 5 stars","F","2.5"
"56","Jack Stoll",PHI,"at DAL","2 out of 5 stars","F","2.3"
"57","James Mitchell",DET,"at CAR","3 out of 5 stars","F","2.3"
"58","Eric Tomlinson",DEN,"at LAR","3 out of 5 stars","F","2.3"
"59","Shane Zylstra",DET,"at CAR","3 out of 5 stars","F","2.2"
"60","Peyton Hendershot",DAL,"vs. PHI","3 out of 5 stars","F","2.1"
"61","John Bates",WAS,"at SF","3 out of 5 stars","F","2.0"
"62","Grant Calcaterra",PHI,"at DAL","2 out of 5 stars","F","2.0"
"63","Nick Vannett",NYG,"at MIN","4 out of 5 stars","F","2.0"
"64","Johnny Mundt",MIN,"vs. NYG","4 out of 5 stars","F","1.9"
"65","Stephen Sullivan",CAR,"vs. DET","4 out of 5 stars","F","1.9"
"66","Quintin Morris",BUF,"at CHI","3 out of 5 stars","F","1.7"
"67","Dan Arnold",JAC,"at NYJ","3 out of 5 stars","F","1.7"
"68","Josiah Deguara",GB,"at MIA","4 out of 5 stars","F","1.7"
"69","Brycen Hopkins",LAR,"vs. DEN","2 out of 5 stars","F","1.7"
"70","Parker Hesse",ATL,"at BAL","4 out of 5 stars","F","1.7"
"71","Connor Heyward",PIT,"vs. LV","5 out of 5 stars","F","1.7"
"72","Ko Kieft",TB,"at ARI","4 out of 5 stars","F","1.6"
"73","Marcedes Lewis",GB,"at MIA","4 out of 5 stars","F","1.6"
"74","Ryan Griffin",CHI,"vs. BUF","2 out of 5 stars","F","1.6"
"75","Stephen Anderson",ARI,"vs. TB","3 out of 5 stars","F","1.5"
"76","Jake Ferguson",DAL,"vs. PHI","3 out of 5 stars","F","1.5"
"77","Geoff Swaim",TEN,"vs. HOU","3 out of 5 stars","F","1.5"
"78","Tre' McKitty",LAC,"at IND","3 out of 5 stars","F","1.4"
"79","Chris Myarick",NYG,"at MIN","4 out of 5 stars","F","1.4"
"80","Maxx Williams",ARI,"vs. TB","3 out of 5 stars","F","1.3"
"81","Chris Manhertz",JAC,"at NYJ","3 out of 5 stars","F","1.3"
"82","Tyler Kroft",SF,"vs. WAS","1 out of 5 stars","F","1.3"
"83","Devin Asiasi",CIN,"at NE","4 out of 5 stars","F","1.3"
"84","Pharaoh Brown",CLE,"vs. NO","1 out of 5 stars","F","1.3"
"85","Cole Turner",WAS,"at SF","3 out of 5 stars","F","1.1"
"86","Ross Dwelley",SF,"vs. WAS","1 out of 5 stars","F","1.1"
"87","Sean McKeon",DAL,"vs. PHI","3 out of 5 stars","F","1.1"
"88","Luke Farrell",JAC,"at NYJ","3 out of 5 stars","F","1.0"
