Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,31,1,0,0,0,100.0,Sun,3,3,2022-09-25,45-053,TAM,,GNB,L 12-14,31,42,11,73.8,271,1,0,0,2.4,0.0,98.4,3,20,6.67,6.5,6.93,6.02,8.7,46.7,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,27,1,0,0,0,100.0,Sun,3,3,2022-09-25,38-297,GNB,@,TAM,W 14-12,27,35,8,77.1,255,2,1,0,5.7,2.9,103.9,1,7,2.78,7.3,7.14,6.75,9.4,50.0,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Joe Flacco,28,0,0,0,3,100.0,Sun,3,3,2022-09-25,37-252,NYJ,,CIN,L 12-27,28,52,24,53.8,285,0,2,0,0.0,3.8,53.8,4,33,7.14,5.5,3.75,2.89,10.2,39.3,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,3,0,0,0,0,78,100.0,0,0.0,0,0.0,QB,FlacJo00
4,Matt Ryan,27,3,0,0,2,100.0,Sun,3,3,2022-09-25,37-131,IND,,KAN,W 20-17,27,37,10,73.0,222,2,0,0,5.4,0.0,105.9,5,45,11.90,6.0,7.08,5.17,8.2,47.6,3,4,1.3,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,71,100.0,0,0.0,0,0.0,QB,RyanMa00
5,Matthew Stafford,18,3,0,0,0,100.0,Sun,3,3,2022-09-25,34-230,LAR,@,ARI,W 20-12,18,25,7,72.0,249,0,0,0,0.0,0.0,103.6,1,10,3.85,10.0,9.96,9.19,13.8,53.8,3,2,0.7,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,100.0,0,0.0,0,0.0,QB,StafMa00
6,Ryan Tannehill,19,4,0,1,1,100.0,Sun,3,3,2022-09-25,34-060,TEN,,LVR,W 24-22,19,27,8,70.4,264,1,1,0,3.7,3.7,98.4,1,12,3.57,9.8,8.85,8.11,13.9,57.1,4,2,0.5,1,1,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,1,0,0,0,0,58,100.0,0,0.0,0,0.0,QB,TannRy00
7,A.J. Green,0,0,2,0,0,33.7,Sun,3,3,2022-09-25,34-056,ARI,,LAR,L 12-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,28,33.7,0,0.0,0,0.0,WR,GreeA.00
8,Kirk Cousins,24,1,0,0,0,100.0,Sun,3,3,2022-09-25,34-037,MIN,,DET,W 28-24,24,41,17,58.5,260,2,0,0,4.9,0.0,93.5,1,10,2.38,6.3,7.32,6.90,10.8,45.2,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0,QB,CousKi00
9,Russell Wilson,20,6,0,0,0,100.0,Sun,3,3,2022-09-25,33-300,DEN,,SFO,W 11-10,20,33,13,60.6,184,0,0,0,0.0,0.0,75.8,4,24,10.81,5.6,5.58,4.32,9.2,27.0,6,17,2.8,0,1,16.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,1,0,0,0,74,100.0,0,0.0,0,0.0,QB,WilsRu00
10,Cole Beasley,0,0,4,0,0,13.8,Sun,3,3,2022-09-25,33-152,TAM,,GNB,L 12-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,12,4.0,0,75.0,3.0,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,13.8,0,0.0,3,12.0,WR,BeasCo00
