rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
12,Marcedes Lewis,3,Sun,6,6,2022-10-16,38-150,GNB,NA,NYJ,L 10-27,27,37,0,0,3,10.3,TE,LewiMa00
29,Matthew Slater,22,Sun,6,6,2022-10-16,37-037,NWE,@,CLE,W 38-15,2,2.9,0,0,22,75.9,WR,SlatMa00
49,Taiwan Jones,8,Sun,6,6,2022-10-16,34-082,BUF,@,KAN,W 24-20,0,0,0,0,8,34.8,RB,JoneTa00
82,Ryan Griffin,5,Thu,6,6,2022-10-13,32-275,CHI,NA,WAS,L 7-12,3,4.2,0,0,5,25,TE,GrifRy00
113,Adam Thielen,1,Sun,6,6,2022-10-16,32-055,MIN,@,MIA,W 24-16,45,86.5,0,0,1,3.2,WR,ThieAd00
114,Taysom Hill,6,Sun,6,6,2022-10-16,32-054,NOR,NA,CIN,L 26-30,15,20.8,0,0,6,20.7,TE/QB,HillTa00
145,Kyle Juszczyk,3,Sun,6,6,2022-10-16,31-176,SFO,@,ATL,L 14-28,32,53.3,0,0,3,13.6,FB,JuszKy00
201,Michael Burton,12,Sun,6,6,2022-10-16,30-257,KAN,NA,BUF,L 20-24,3,4.5,0,0,12,52.2,RB,BurtMi00
268,Keith Smith,16,Sun,6,6,2022-10-16,30-191,ATL,NA,SFO,W 28-14,28,48.3,0,0,16,72.7,WR,SmitKe03
270,Raheem Mostert,4,Sun,6,6,2022-10-16,30-190,MIA,NA,MIN,L 16-24,48,61.5,0,0,4,12.9,RB,MostRa00
271,Chris Manhertz,10,Sun,6,6,2022-10-16,30-189,JAX,@,IND,L 27-34,36,57.1,0,0,10,40,TE,ManhCh00
278,Eric Tomlinson,4,Mon,6,6,2022-10-17,30-178,DEN,@,LAC,L 16-19 (OT),16,27.6,0,0,4,13.3,TE,TomlEr01
289,Jerick McKinnon,5,Sun,6,6,2022-10-16,30-166,KAN,NA,BUF,L 20-24,29,43.3,0,0,5,21.7,RB,McKiJe00
309,Kevin White,7,Sun,6,6,2022-10-16,30-113,NOR,NA,CIN,L 26-30,12,16.7,0,0,7,24.1,WR,WhitKe00
339,Tyler Lockett,1,Sun,6,6,2022-10-16,30-018,SEA,NA,ARI,W 19-9,55,80.9,0,0,1,3.8,WR,LockTy00
346,Willie Snead,6,Sun,6,6,2022-10-16,29-364,SFO,@,ATL,L 14-28,5,8.3,0,0,6,27.3,WR,SneaWi00
357,Derek Watt,20,Sun,6,6,2022-10-16,29-343,PIT,NA,TAM,W 20-18,3,4.7,0,0,20,71.4,FB,WattDe00
399,C.J. Uzomah,7,Sun,6,6,2022-10-16,29-275,NYJ,@,GNB,W 27-10,43,78.2,0,0,7,24.1,TE,UzomC.00
411,Stephen Anderson,18,Sun,6,6,2022-10-16,29-259,ARI,@,SEA,L 9-19,0,0,0,0,18,69.2,TE,AndeSt01
419,Nick Boyle,5,Sun,6,6,2022-10-16,29-241,BAL,@,NYG,L 20-24,5,8.5,0,0,5,19.2,TE,BoylNi00
452,DeAndre Carter,11,Mon,6,6,2022-10-17,29-190,LAC,NA,DEN,W 19-16 (OT),68,73.1,0,0,11,36.7,WR,CartDe02
475,Malcolm Brown,7,Sun,6,6,2022-10-16,29-154,LAR,NA,CAR,W 24-10,16,24.6,0,0,7,26.9,RB,BrowMa03
525,C.J. Ham,25,Sun,6,6,2022-10-16,29-086,MIN,@,MIA,W 24-16,18,34.6,0,0,25,80.6,FB,HamxC.00
558,Hayden Hurst,4,Sun,6,6,2022-10-16,29-053,CIN,@,NOR,W 30-26,40,70.2,0,0,4,13.8,TE,HursHa00
565,J.P. Holtz,6,Sun,6,6,2022-10-16,29-049,NOR,NA,CIN,L 26-30,23,31.9,0,0,6,20.7,TE,HoltJ.01
581,Mo Alie-Cox,4,Sun,6,6,2022-10-16,29-027,IND,NA,JAX,W 34-27,28,34.6,0,0,4,16,TE,AlieMo00
626,Jacob Hollister,11,Sun,6,6,2022-10-16,28-332,MIN,@,MIA,W 24-16,0,0,0,0,11,35.5,TE,HollJa03
