Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,35,3,0,0,0,100.0,Sun,5,5,2022-10-09,45-067,TAM,,ATL,W 21-15,35,52,17,67.3,351,1,0,0,1.9,0.0,92.7,0,0,0.00,6.8,7.13,7.13,10.0,55.8,3,-3,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,79,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,25,0,0,0,1,100.0,Sun,5,5,2022-10-09,38-311,GNB,,NYG,L 22-27,25,39,14,64.1,222,2,0,0,5.1,0.0,96.3,2,15,4.88,5.7,6.72,6.02,8.9,48.8,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,63,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Marcedes Lewis,0,0,1,1,0,50.8,Sun,5,5,2022-10-09,38-143,GNB,,NYG,L 22-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,2,2.0,1,100.0,2.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,32,50.8,0,0.0,4,15.4,TE,LewiMa00
4,Matt Ryan,26,1,0,0,2,100.0,Thu,5,5,2022-10-06,37-142,IND,@,DEN,W 12-9 (OT),26,41,15,63.4,251,0,2,0,0.0,4.9,60.1,6,51,12.77,6.1,3.93,2.34,9.7,40.4,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,1,0,0,0,79,100.0,0,0.0,0,0.0,QB,RyanMa00
5,Andy Dalton,16,7,0,0,0,88.3,Sun,5,5,2022-10-09,34-345,NOR,,SEA,W 39-32,16,24,8,66.7,187,1,1,0,4.2,4.2,86.6,1,6,4.00,7.8,6.75,6.24,11.7,44.0,7,4,0.6,0,1,28.6,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,68,88.3,0,0.0,0,0.0,QB,DaltAn00
6,Matthew Stafford,28,0,0,0,2,100.0,Sun,5,5,2022-10-09,34-244,LAR,,DAL,L 10-22,28,42,14,66.7,308,1,1,0,2.4,2.4,86.2,5,35,10.64,7.3,6.74,5.28,11.0,38.3,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,65,100.0,0,0.0,0,0.0,QB,StafMa00
7,Case Keenum,2,2,0,0,0,14.3,Sun,5,5,2022-10-09,34-234,BUF,,PIT,W 38-3,2,5,3,40.0,8,0,0,0,0.0,0.0,47.9,0,0,0.00,1.6,1.60,1.60,4.0,0.0,2,-2,-1.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,14.3,0,0.0,0,0.0,QB,KeenCa00
8,Taiwan Jones,0,0,0,0,0,0.0,Sun,5,5,2022-10-09,34-075,BUF,,PIT,W 38-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,18,72.0,RB,JoneTa00
9,Ryan Tannehill,15,3,0,0,0,100.0,Sun,5,5,2022-10-09,34-074,TEN,@,WAS,W 21-17,15,25,10,60.0,181,1,0,0,4.0,0.0,95.6,5,45,16.67,7.2,8.04,5.20,12.1,33.3,3,3,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,TannRy00
10,A.J. Green,0,0,5,0,0,72.5,Sun,5,5,2022-10-09,34-070,ARI,,PHI,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,20,6.7,0,60.0,4.0,2,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,72.5,0,0.0,0,0.0,WR,GreeA.00
