Rk,Player,Off%,Att,Att,Tgt,2PM,Fmb,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
73,Robert Tonyan,39.7,0,0,2,0,0,Sun,2,2,2022-09-18,28-141,GNB,,CHI,W 27-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,2,11,5.5,0,100.0,5.5,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,27,39.7,0,0.0,0,0.0,TE,TonyRo00
74,Eric Saubert,36.1,0,0,2,0,0,Sun,2,2,2022-09-18,28-140,DEN,,HOU,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,22,22.0,1,50.0,11.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,26,36.1,0,0.0,22,84.6,TE,SaubEr00
75,Pharaoh Brown,71.4,0,0,5,0,0,Sun,2,2,2022-09-18,28-137,HOU,@,DEN,L 9-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,24,8.0,0,60.0,4.8,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,45,71.4,0,0.0,3,11.5,TE,BrowPh01
76,Dare Ogunbowale,1.6,0,0,0,0,0,Sun,2,2,2022-09-18,28-137,HOU,@,DEN,L 9-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1.6,0,0.0,18,69.2,RB,OgunDa00
77,Patrick Ricard,62.7,0,1,0,0,0,Sun,2,2,2022-09-18,28-114,BAL,,MIA,L 38-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,5,5.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,62.7,0,0.0,7,23.3,FB,RicaPa00
78,Amari Cooper,80.6,0,0,10,0,0,Sun,2,2,2022-09-18,28-093,CLE,,NYJ,L 30-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,9,101,11.2,1,90.0,10.1,8,80.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,54,80.6,0,0.0,1,3.3,WR,CoopAm00
79,Gerald Everett,66.7,0,0,10,0,0,Thu,2,2,2022-09-15,28-082,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,71,11.8,0,60.0,7.1,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,66.7,0,0.0,0,0.0,TE,EverGe00
80,Kalif Raymond,9.8,0,0,0,0,0,Sun,2,2,2022-09-18,28-041,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,9.8,0,0.0,8,25.0,WR,RaymKa00
81,Mitchell Trubisky,100.0,33,1,0,0,0,Sun,2,2,2022-09-18,28-029,PIT,,NWE,L 14-17,21,33,12,63.6,168,1,1,0,3.0,3.0,73.8,3,16,8.33,5.1,4.33,3.53,8.0,44.4,1,7,7.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0,QB,TrubMi00
82,Evan Engram,69.0,0,0,8,0,0,Sun,2,2,2022-09-18,28-016,JAX,,IND,W 24-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,7,46,6.6,0,87.5,5.8,3,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,49,69.0,0,0.0,0,0.0,TE,EngrEv00
83,Demarcus Robinson,39.0,0,0,2,0,0,Sun,2,2,2022-09-18,27-362,BAL,,MIA,L 38-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,12,12.0,1,50.0,6.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,23,39.0,0,0.0,0,0.0,WR,RobiDe01
84,Mike Williams,88.0,0,0,10,0,0,Thu,2,2,2022-09-15,27-346,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,8,113,14.1,1,80.0,11.3,4,70.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,66,88.0,0,0.0,0,0.0,WR,WillMi07
85,Marquez Valdes-Scantling,78.9,0,0,7,0,0,Thu,2,2,2022-09-15,27-340,KAN,,LAC,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,7,2,13,6.5,0,28.6,1.9,,14.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,45,78.9,0,0.0,0,0.0,WR,ValdMa00
86,Jared Goff,100.0,34,2,0,0,0,Sun,2,2,2022-09-18,27-339,DET,,WAS,W 36-27,20,34,14,58.8,256,4,0,0,11.8,0.0,121.7,3,22,8.11,7.5,9.88,8.49,12.8,43.2,2,-2,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0,QB,GoffJa00
87,Austin Hooper,50.0,0,0,5,0,0,Mon,2,2,2022-09-19,27-325,TEN,@,BUF,L 7-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,1,19,19.0,0,20.0,3.8,1,20.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,28,50.0,0,0.0,0,0.0,TE,HoopAu00
88,River Cracraft,22.5,0,0,2,0,0,Sun,2,2,2022-09-18,27-321,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,2,2.0,1,50.0,1.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,16,22.5,0,0.0,0,0.0,WR,CracRi00
89,Tanner Hudson,37.0,0,0,3,0,0,Sun,2,2,2022-09-18,27-310,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,22,11.0,0,66.7,7.3,2,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,27,37.0,0,0.0,5,16.7,TE,HudsTa00
90,Tyler Boyd,81.4,0,0,2,1,0,Sun,2,2,2022-09-18,27-307,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,2,17,8.5,0,100.0,8.5,,50.0,0,0,0,,0,0,,1,0,2,0,0,0,0,0,57,81.4,0,0.0,0,0.0,WR,BoydTy00
91,O.J. Howard,28.6,0,0,1,0,0,Sun,2,2,2022-09-18,27-303,HOU,@,DEN,L 9-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,7,7.0,0,100.0,7.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,28.6,0,0.0,0,0.0,TE,HowaO.00
92,Johnny Mundt,45.9,0,0,3,0,0,Mon,2,2,2022-09-19,27-300,MIN,@,PHI,L 7-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,28,14.0,0,66.7,9.3,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,28,45.9,0,0.0,4,19.0,TE,MundJo00
93,Aaron Jones,58.8,0,15,3,0,0,Sun,2,2,2022-09-18,27-290,GNB,,CHI,W 27-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,132,8.8,1,7,80.0,3,3,38,12.7,1,100.0,12.7,3,100.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,40,58.8,0,0.0,0,0.0,RB,JoneAa00
94,Hunter Henry,50.0,0,0,1,0,0,Sun,2,2,2022-09-18,27-285,NWE,@,PIT,W 17-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,34,50.0,0,0.0,3,13.6,TE,HenrHu00
95,Zach Pascal,42.5,0,0,2,0,0,Mon,2,2,2022-09-19,27-275,PHI,,MIN,W 24-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,14,7.0,0,100.0,7.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,42.5,0,0.0,11,52.4,WR,PascZa00
96,Dallas Goedert,83.6,0,0,6,0,0,Mon,2,2,2022-09-19,27-259,PHI,,MIN,W 24-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,82,16.4,0,83.3,13.7,4,83.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,83.6,0,0.0,0,0.0,TE,GoedDa00
97,KhaDarel Hodge,19.7,0,0,3,0,0,Sun,2,2,2022-09-18,27-258,ATL,@,LAR,L 27-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,57,28.5,0,66.7,19.0,2,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,12,19.7,1,1.6,13,56.5,WR,HodgKh00
98,Corey Davis,78.6,0,0,4,0,0,Sun,2,2,2022-09-18,27-250,NYJ,@,CLE,W 31-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,83,41.5,1,50.0,20.8,2,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,55,78.6,0,0.0,0,0.0,WR,DaviCo03
99,Leonard Fournette,86.6,0,24,4,0,0,Sun,2,2,2022-09-18,27-243,TAM,@,NOR,W 20-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,24,65,2.7,0,1,33.3,4,2,9,4.5,0,50.0,2.3,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0,RB,FourLe00
100,Ross Dwelley,36.8,0,0,1,0,0,Sun,2,2,2022-09-18,27-235,SFO,,SEA,W 27-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,38,38.0,1,100.0,38.0,1,100.0,1,0,0,,0,0,,0,0,6,0,2,0,0,0,28,36.8,0,0.0,21,91.3,TE,DwelRo00
101,Josh Reynolds,72.1,0,0,3,0,0,Sun,2,2,2022-09-18,27-214,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,38,12.7,1,100.0,12.7,3,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,44,72.1,0,0.0,1,3.1,WR,ReynJo00
102,Sony Michel,12.0,0,4,1,0,0,Thu,2,2,2022-09-15,27-210,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,13,3.3,0,,50.0,1,1,6,6.0,0,100.0,6.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,12.0,0,0.0,0,0.0,RB,MichSo00
103,Matt Breida,15.1,0,1,1,0,0,Sun,2,2,2022-09-18,27-202,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-4,-4.0,0,,0.0,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,15.1,0,0.0,15,50.0,RB,BreiMa00
104,Dan Arnold,22.5,0,0,1,0,0,Sun,2,2,2022-09-18,27-187,JAX,,IND,W 24-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,8,8.0,0,100.0,8.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,22.5,0,0.0,6,30.0,TE,ArnoDa00
105,Zay Jones,67.6,0,0,4,0,0,Sun,2,2,2022-09-18,27-172,JAX,,IND,W 24-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,23,7.7,0,75.0,5.8,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,67.6,0,0.0,0,0.0,WR,JoneZa00
106,Jamal Agnew,9.9,0,2,1,0,0,Sun,2,2,2022-09-18,27-168,JAX,,IND,W 24-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,1,0.5,0,,0.0,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,9.9,0,0.0,6,30.0,WR,AgneJa00
107,Jamaal Williams,34.4,0,12,1,0,0,Sun,2,2,2022-09-18,27-168,DET,,WAS,W 36-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,12,53,4.4,0,2,50.0,1,1,7,7.0,0,100.0,7.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,34.4,0,0.0,0,0.0,RB,WillJa06
108,Justin Watson,24.6,0,0,2,0,0,Thu,2,2,2022-09-15,27-164,KAN,,LAC,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,50,25.0,1,100.0,25.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,14,24.6,0,0.0,10,31.3,WR,WatsJu01
109,Isaiah McKenzie,45.6,0,0,3,0,0,Mon,2,2,2022-09-19,27-163,BUF,,TEN,W 41-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,37,18.5,0,66.7,12.3,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,45.6,0,0.0,2,7.4,WR,McKeIs00
110,Baker Mayfield,100.0,29,6,0,0,1,Sun,2,2,2022-09-18,27-157,CAR,@,NYG,L 16-19,14,29,15,48.3,145,1,0,0,3.4,0.0,74.6,2,16,6.45,5.0,5.69,4.81,10.4,32.3,6,35,5.8,0,2,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,58,100.0,0,0.0,0,0.0,QB,MayfBa00
111,Darrel Williams,46.0,0,8,3,0,0,Sun,2,2,2022-09-18,27-156,ARI,@,LVR,W 29-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,8,59,7.4,1,4,75.0,3,2,3,1.5,0,66.7,1.0,0,0.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,40,46.0,0,0.0,12,57.1,RB,WillDa10
112,Boston Scott,20.5,0,4,1,0,0,Mon,2,2,2022-09-19,27-145,PHI,,MIN,W 24-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,19,4.8,0,1,25.0,1,1,2,2.0,0,100.0,2.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,15,20.5,0,0.0,4,19.0,RB,ScotBo02
113,James Conner,20.7,0,7,4,0,0,Sun,2,2,2022-09-18,27-136,ARI,@,LVR,W 29-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,7,25,3.6,0,1,71.4,4,2,26,13.0,0,50.0,6.5,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,20.7,0,0.0,0,0.0,RB,ConnJa00
114,Austin Ekeler,62.7,0,14,10,0,0,Thu,2,2,2022-09-15,27-121,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,39,2.8,0,4,57.1,10,9,55,6.1,0,90.0,5.5,2,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,62.7,0,0.0,0,0.0,RB,EkelAu00
115,Parker Hesse,65.6,0,0,1,0,0,Sun,2,2,2022-09-18,27-115,ATL,@,LAR,L 27-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,5,5.0,0,100.0,5.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,65.6,0,0.0,11,47.8,TE,HessPa00
116,Ezekiel Elliott,67.2,0,15,2,0,0,Sun,2,2,2022-09-18,27-058,DAL,,CIN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,53,3.5,0,3,46.7,2,1,-4,-4.0,0,50.0,-2.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,41,67.2,0,0.0,0,0.0,RB,ElliEz00
117,Tyler Conklin,100.0,0,0,9,0,1,Sun,2,2,2022-09-18,27-050,NYJ,@,CLE,W 31-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,40,6.7,0,66.7,4.4,1,33.3,0,0,0,,0,0,,0,0,0,1,0,0,0,0,70,100.0,0,0.0,5,16.7,TE,ConkTy00
118,Kendrick Bourne,35.3,0,0,3,0,0,Sun,2,2,2022-09-18,27-045,NWE,@,PIT,W 17-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,16,8.0,0,66.7,5.3,2,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,24,35.3,0,0.0,0,0.0,WR,BourKe00
119,Kareem Hunt,46.3,0,13,2,0,0,Sun,2,2,2022-09-18,27-043,CLE,,NYJ,L 30-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,13,58,4.5,0,4,53.8,2,2,16,8.0,0,100.0,8.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,46.3,0,0.0,0,0.0,RB,HuntKa00
120,Dalvin Cook,68.9,0,6,6,0,0,Mon,2,2,2022-09-19,27-040,MIN,@,PHI,L 7-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,6,17,2.8,0,1,33.3,6,4,19,4.8,0,66.7,3.2,2,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,42,68.9,0,0.0,0,0.0,RB,CookDa01
121,Durham Smythe,49.3,0,0,1,0,0,Sun,2,2,2022-09-18,27-040,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,5,5.0,0,100.0,5.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,35,49.3,0,0.0,16,53.3,TE,SmytDu00
122,Jonnu Smith,57.4,0,0,3,0,0,Sun,2,2,2022-09-18,27-027,NWE,@,PIT,W 17-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,3,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,39,57.4,0,0.0,4,18.2,TE,SmitJo01
123,Richie James,42.5,0,0,6,0,0,Sun,2,2,2022-09-18,27-013,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,51,10.2,0,83.3,8.5,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,42.5,0,0.0,5,16.7,WR,JameRi00
124,Mark Andrews,83.1,0,1,11,0,0,Sun,2,2,2022-09-18,27-012,BAL,,MIA,L 38-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,1,100.0,11,9,104,11.6,1,81.8,9.5,6,72.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,49,83.1,0,0.0,0,0.0,TE,AndrMa00
125,Brandon Powell,9.5,0,1,1,0,0,Sun,2,2,2022-09-18,27-006,LAR,,ATL,W 31-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-26,-26.0,0,,0.0,1,1,6,6.0,0,100.0,6.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,9.5,0,0.0,11,47.8,WR,PoweBr00
126,Terry McLaurin,89.2,0,1,8,0,0,Sun,2,2,2022-09-18,27-003,WAS,@,DET,L 27-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,7,7.0,0,1,100.0,8,4,75,18.8,0,50.0,9.4,3,37.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,66,89.2,0,0.0,0,0.0,WR,McLaTe00
127,Samaje Perine,20.0,0,1,1,0,0,Sun,2,2,2022-09-18,27-002,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,2,2.0,0,,0.0,1,1,8,8.0,0,100.0,8.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,20.0,0,0.0,18,69.2,RB,PeriSa00
128,Patrick Mahomes,100.0,35,2,0,0,0,Thu,2,2,2022-09-15,26-363,KAN,,LAC,W 27-24,24,35,11,68.6,235,2,0,0,5.7,0.0,106.2,1,9,2.78,6.7,7.86,7.39,9.8,41.7,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0,QB,MahoPa00
129,Mike Gesicki,62.0,0,0,4,0,0,Sun,2,2,2022-09-18,26-350,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,4,41,10.3,1,100.0,10.3,2,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,44,62.0,0,0.0,0,0.0,TE,GesiMi00
130,Braxton Berrios,22.9,0,2,0,0,0,Sun,2,2,2022-09-18,26-347,NYJ,@,CLE,W 31-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,22,11.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,22.9,0,0.0,9,30.0,WR,BerrBr00
131,Chris Myarick,31.5,0,0,0,0,0,Sun,2,2,2022-09-18,26-347,NYG,,CAR,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,31.5,0,0.0,16,53.3,FB,MyarCh00
132,Courtland Sutton,91.7,0,1,11,0,0,Sun,2,2,2022-09-18,26-343,DEN,,HOU,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,5,5.0,0,0,100.0,11,7,122,17.4,0,63.6,11.1,6,54.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,66,91.7,0,0.0,0,0.0,WR,SuttCo00
133,Dante Pettis,56.1,0,0,0,0,0,Sun,2,2,2022-09-18,26-330,CHI,@,GNB,L 10-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,56.1,0,0.0,2,9.1,WR,PettDa00
134,Jeff Wilson,48.7,0,18,2,0,0,Sun,2,2,2022-09-18,26-306,SFO,,SEA,W 27-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,18,84,4.7,0,4,61.1,2,2,19,9.5,0,100.0,9.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,48.7,0,0.0,0,0.0,RB,WilsJe01
135,Cedrick Wilson Jr.,31.0,0,0,1,0,0,Sun,2,2,2022-09-18,26-302,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,31.0,0,0.0,0,0.0,WR,WilsCe01
136,Jody Fortson,10.5,0,0,1,0,0,Thu,2,2,2022-09-15,26-282,KAN,,LAC,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,10.5,0,0.0,15,46.9,TE,FortJo01
137,Allen Lazard,80.9,0,0,3,0,0,Sun,2,2,2022-09-18,26-281,GNB,,CHI,W 27-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,13,6.5,1,66.7,4.3,2,66.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,55,80.9,0,0.0,0,0.0,WR,LazaAl00
138,Hunter Renfrow,68.7,0,0,10,0,2,Sun,2,2,2022-09-18,26-271,LVR,,ARI,L 23-29 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,7,59,8.4,0,70.0,5.9,3,50.0,0,0,0,,0,0,,0,0,0,2,0,0,0,0,46,68.7,0,0.0,3,14.3,WR,RenfHu00
139,Nick Chubb,53.7,0,17,3,0,0,Sun,2,2,2022-09-18,26-265,CLE,,NYJ,L 30-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,17,87,5.1,3,5,52.9,3,3,26,8.7,0,100.0,8.7,1,100.0,3,0,0,,0,0,,0,0,18,0,0,0,0,0,36,53.7,0,0.0,0,0.0,RB,ChubNi00
140,Noah Brown,85.2,0,0,5,0,0,Sun,2,2,2022-09-18,26-255,DAL,,CIN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,91,18.2,1,100.0,18.2,5,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,52,85.2,0,0.0,5,19.2,WR,BrowNo00
141,Cam Sims,10.8,0,0,2,0,0,Sun,2,2,2022-09-18,26-255,WAS,@,DET,L 27-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,10.8,0,0.0,21,65.6,WR,SimsCa00
142,Deebo Samuel,77.6,0,4,6,0,1,Sun,2,2,2022-09-18,26-246,SFO,,SEA,W 27-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,53,13.3,0,1,25.0,6,5,44,8.8,0,83.3,7.3,2,66.7,0,0,0,,0,0,,0,0,0,1,1,0,0,0,59,77.6,0,0.0,0,0.0,WR,SamuDe00
143,Russell Gage,65.7,0,0,6,0,0,Sun,2,2,2022-09-18,26-239,TAM,@,NOR,W 20-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,28,5.6,0,83.3,4.7,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,65.7,0,0.0,1,3.8,WR,GageRu00
144,Rashaad Penny,40.8,0,6,0,0,0,Sun,2,2,2022-09-18,26-228,SEA,@,SFO,L 7-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,6,15,2.5,0,,50.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,40.8,0,0.0,0,0.0,RB,PennRa00
145,Trent Sherfield,35.2,0,0,2,0,0,Sun,2,2,2022-09-18,26-205,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,9,4.5,0,100.0,4.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,25,35.2,0,0.0,18,60.0,WR,SherTr00
146,Chase Edmonds,50.7,0,5,3,0,0,Sun,2,2,2022-09-18,26-158,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,33,6.6,0,2,60.0,3,1,8,8.0,0,33.3,2.7,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,36,50.7,0,0.0,0,0.0,RB,EdmoCh00
147,Drew Sample,14.3,0,0,1,0,0,Sun,2,2,2022-09-18,26-155,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,-4,-4.0,0,100.0,-4.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,14.3,0,0.0,3,11.5,TE,SampDr00
