Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,13,0,0,0,0,56.4,Sun,17,18,2023-01-08,45-158,TAM,@,ATL,L 17-30,13,17,4,76.5,84,1,0,0,5.9,0.0,106.0,0,0,0.00,4.9,6.12,6.12,6.5,52.9,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,56.4,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,17,3,0,0,0,100.0,Sun,17,18,2023-01-08,39-037,GNB,,DET,L 16-20,17,27,10,63.0,205,1,1,0,3.7,3.7,83.1,2,17,6.90,7.6,6.67,5.62,12.1,48.3,3,10,3.3,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Joe Flacco,18,0,0,0,0,100.0,Sun,17,18,2023-01-08,37-357,NYJ,@,MIA,L 6-11,18,33,15,54.5,149,0,0,0,0.0,0.0,66.4,0,0,0.00,4.5,4.52,4.52,8.3,33.3,0,0,,0,0,,0,0,-3,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0,QB,FlacJo00
4,Chad Henne,0,2,0,0,0,11.9,Sat,17,18,2023-01-07,37-189,KAN,@,LVR,W 31-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,-2,-1.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,11.9,0,0.0,0,0.0,QB,HennCh01
5,Matthew Slater,0,0,0,0,0,0.0,Sun,17,18,2023-01-08,37-121,NWE,@,BUF,L 23-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,23,88.5,WR,SlatMa00
6,Chase Daniel,5,1,0,0,0,19.1,Sun,17,18,2023-01-08,36-093,LAC,@,DEN,L 28-31,5,7,2,71.4,25,1,0,0,14.3,0.0,116.1,0,0,0.00,3.6,6.43,6.43,5.0,57.1,1,4,4.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,19.1,0,0.0,0,0.0,QB,DaniCh00
7,Andy Dalton,15,1,0,0,0,85.0,Sun,17,18,2023-01-08,35-071,NOR,,CAR,L 7-10,15,25,10,60.0,171,1,0,0,4.0,0.0,93.9,1,10,3.85,6.8,7.64,6.96,11.4,46.2,1,2,2.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,51,85.0,0,0.0,0,0.0,QB,DaltAn00
8,Andre Roberts,0,0,0,0,1,0.0,Sun,17,18,2023-01-08,34-364,CAR,@,NOR,W 10-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,0,0.0,5,25.0,WR,RobeAn00
9,Taiwan Jones,0,0,0,0,1,0.0,Sun,16,18,2023-01-08,34-166,BUF,,NWE,W 35-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,0,0.0,21,80.8,RB,JoneTa00
10,A.J. Green,0,0,5,1,0,63.5,Sun,17,18,2023-01-08,34-161,ARI,@,SFO,L 13-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,91,30.3,1,60.0,18.2,2,40.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,33,63.5,0,0.0,0,0.0,WR,GreeA.00
