Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,39,0,0,0,1,100.0,Sun,4,4,2022-10-02,45-060,TAM,,KAN,L 31-41,39,52,13,75.0,385,3,0,0,5.8,0.0,114.7,1,12,1.89,7.4,8.56,8.17,9.9,60.4,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,21,1,0,0,0,100.0,Sun,4,4,2022-10-02,38-304,GNB,,NWE,W 27-24 (OT),21,35,14,60.0,251,2,1,1,5.7,2.9,89.1,1,7,2.78,7.2,7.03,6.64,12.0,44.4,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Matt Ryan,27,2,0,0,2,100.0,Sun,4,4,2022-10-02,37-138,IND,,TEN,L 17-24,27,37,10,73.0,356,2,1,0,5.4,2.7,109.7,3,29,7.50,9.6,9.49,8.05,13.2,55.0,2,-4,-2.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,66,100.0,0,0.0,0,0.0,QB,RyanMa00
4,Matthew Slater,0,0,0,0,0,0.0,Sun,4,4,2022-10-02,37-023,NWE,@,GNB,L 24-27 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,28,87.5,WR,SlatMa00
5,Brian Hoyer,5,0,0,0,0,25.9,Sun,4,4,2022-10-02,36-354,NWE,@,GNB,L 24-27 (OT),5,6,1,83.3,37,0,0,0,0.0,0.0,92.4,1,8,14.29,6.2,6.17,4.14,7.4,42.9,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,15,25.9,0,0.0,0,0.0,QB,HoyeBr00
6,Andy Dalton,20,1,0,0,1,95.0,Sun,4,4,2022-10-02,34-338,NOR,,MIN,L 25-28,20,28,8,71.4,236,1,0,0,3.6,0.0,108.6,2,9,6.67,8.4,9.14,8.23,11.8,50.0,1,3,3.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,57,95.0,0,0.0,0,0.0,QB,DaltAn00
7,Matthew Stafford,32,2,0,0,1,100.0,Mon,4,4,2022-10-03,34-238,LAR,@,SFO,L 9-24,32,48,16,66.7,254,0,1,1,0.0,2.1,71.0,7,54,12.73,5.3,4.35,2.82,7.9,50.9,2,6,3.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,74,100.0,0,0.0,0,0.0,QB,StafMa00
8,Ryan Tannehill,17,5,0,0,0,100.0,Sun,4,4,2022-10-02,34-067,TEN,@,IND,W 24-17,17,21,4,81.0,137,2,0,0,9.5,0.0,125.6,3,21,12.50,6.5,8.43,6.50,8.1,54.2,5,9,1.8,0,1,20.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0,QB,TannRy00
9,Kirk Cousins,25,0,0,0,0,100.0,Sun,4,4,2022-10-02,34-044,MIN,@,NOR,W 28-25,25,38,13,65.8,273,1,1,0,2.6,2.6,84.6,3,23,7.32,7.2,6.53,5.49,10.9,41.5,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0,QB,CousKi00
10,Russell Wilson,17,4,1,1,0,100.0,Sun,4,4,2022-10-02,33-307,DEN,@,LVR,L 23-32,17,25,8,68.0,237,2,0,0,8.0,0.0,124.9,3,23,10.71,9.5,11.08,9.07,13.9,28.6,4,29,7.3,1,2,75.0,1,1,1,1.0,0,100.0,1.0,0,0.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,53,100.0,0,0.0,0,0.0,QB,WilsRu00
11,Julio Jones,0,0,2,0,0,28.1,Sun,4,4,2022-10-02,33-241,TAM,,KAN,L 31-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,7,7.0,0,50.0,3.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,28.1,0,0.0,0,0.0,WR,JoneJu02
12,Cole Beasley,0,0,1,0,0,6.3,Sun,4,4,2022-10-02,33-159,TAM,,KAN,L 31-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,5,5.0,0,100.0,5.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,6.3,0,0.0,8,26.7,WR,BeasCo00
13,Tyrod Taylor,1,3,0,0,1,18.5,Sun,4,4,2022-10-02,33-060,NYG,,CHI,W 20-12,1,3,2,33.3,11,0,1,0,0.0,33.3,5.6,0,0,0.00,3.7,-11.33,-11.33,11.0,33.3,3,30,10.0,0,3,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,12,18.5,0,0.0,0,0.0,QB,TaylTy00
14,Travis Kelce,0,0,10,1,0,81.3,Sun,4,4,2022-10-02,32-362,KAN,@,TAM,W 41-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,9,92,10.2,1,90.0,9.2,8,90.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,65,81.3,0,0.0,0,0.0,TE,KelcTr00
15,Mark Ingram,0,10,3,0,0,48.3,Sun,4,4,2022-10-02,32-285,NOR,,MIN,L 25-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,30,3.0,0,1,40.0,3,3,13,4.3,0,100.0,4.3,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,48.3,0,0.0,0,0.0,RB,IngrMa01
16,Latavius Murray,0,11,1,1,0,43.3,Sun,4,4,2022-10-02,32-257,NOR,,MIN,L 25-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,57,5.2,1,4,81.8,1,1,8,8.0,0,100.0,8.0,0,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,26,43.3,0,0.0,0,0.0,RB,MurrLa00
17,Brandon Bolden,0,0,1,0,0,6.7,Sun,4,4,2022-10-02,32-249,LVR,,DEN,W 32-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,-1,-1.0,0,100.0,-1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,6.7,0,0.0,20,62.5,RB,BoldBr00
18,Marvin Jones,0,0,1,0,0,91.5,Sun,4,4,2022-10-02,32-204,JAX,@,PHI,L 21-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,43,91.5,0,0.0,0,0.0,WR,JoneMa02
19,Rex Burkhead,0,0,5,1,0,31.6,Sun,4,4,2022-10-02,32-092,HOU,,LAC,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,39,7.8,1,100.0,7.8,3,60.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,18,31.6,0,0.0,2,6.9,RB,BurkRe00
20,Randall Cobb,0,0,4,0,1,34.2,Sun,4,4,2022-10-02,32-041,GNB,,NWE,W 27-24 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,42,14.0,0,75.0,10.5,2,75.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,25,34.2,0,0.0,0,0.0,WR,CobbRa00
21,Adam Thielen,0,0,9,0,0,97.2,Sun,4,4,2022-10-02,32-041,MIN,@,NOR,W 28-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,8,72,9.0,0,88.9,8.0,5,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,70,97.2,0,0.0,0,0.0,WR,ThieAd00
22,Taysom Hill,0,5,0,1,0,20.0,Sun,4,4,2022-10-02,32-040,NOR,,MIN,L 25-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,21,4.2,1,3,60.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,12,20.0,0,0.0,8,25.8,TE/QB,HillTa00
23,Geno Smith,23,7,0,1,0,100.0,Sun,4,4,2022-10-02,31-357,SEA,@,DET,W 48-45,23,30,7,76.7,320,2,0,0,6.7,0.0,132.6,0,0,0.00,10.7,12.00,12.00,13.9,70.0,7,49,7.0,1,4,57.1,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,70,100.0,0,0.0,0,0.0,QB,SmitGe00
24,Zach Ertz,0,0,6,1,0,81.6,Sun,4,4,2022-10-02,31-326,ARI,@,CAR,W 26-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,6,47,7.8,1,100.0,7.8,2,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,62,81.6,0,0.0,1,4.3,TE,ErtzZa00
25,Marquise Goodwin,0,0,0,0,0,41.4,Sun,4,4,2022-10-02,31-317,SEA,@,DET,W 48-45,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,41.4,0,0.0,1,3.0,WR,GoodMa00
26,Cordarrelle Patterson,0,9,0,1,0,29.1,Sun,4,4,2022-10-02,31-199,ATL,,CLE,W 23-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,38,4.2,1,2,55.6,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,16,29.1,0,0.0,0,0.0,RB,PattCo00
27,Derek Carr,21,7,0,0,0,100.0,Sun,4,4,2022-10-02,31-188,LVR,,DEN,W 32-23,21,34,13,61.8,188,0,0,0,0.0,0.0,76.6,2,15,5.56,5.5,5.53,4.81,9.0,47.2,7,40,5.7,0,5,71.4,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0,QB,CarrDe02
28,Kyle Juszczyk,0,1,1,0,0,64.0,Mon,4,4,2022-10-03,31-163,SFO,,LAR,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,9,9.0,0,1,100.0,1,1,35,35.0,0,100.0,35.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,32,64.0,0,0.0,6,24.0,FB,JuszKy00
29,Logan Thomas,0,0,6,0,0,74.3,Sun,4,4,2022-10-02,31-093,WAS,@,DAL,L 10-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,19,3.8,0,83.3,3.2,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,74.3,0,0.0,0,0.0,TE,ThomLo00
30,Cameron Brate,0,0,8,0,0,34.4,Sun,4,4,2022-10-02,31-091,TAM,,KAN,L 31-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,32,8.0,0,50.0,4.0,3,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,34.4,0,0.0,0,0.0,TE,BratCa00
31,Jimmy Garoppolo,16,1,0,0,0,100.0,Mon,4,4,2022-10-03,30-335,SFO,,LAR,W 24-9,16,27,11,59.3,239,1,0,0,3.7,0.0,100.7,0,0,0.00,8.9,9.59,9.59,14.9,44.4,1,3,3.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,100.0,0,0.0,0,0.0,QB,GaroJi00
32,Keith Smith,0,0,1,0,0,27.3,Sun,4,4,2022-10-02,30-177,ATL,,CLE,W 23-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,15,27.3,0,0.0,17,65.4,WR,SmitKe03
33,Chris Manhertz,0,0,1,0,0,29.8,Sun,4,4,2022-10-02,30-175,JAX,@,PHI,L 21-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,0,0.0,0,100.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,29.8,0,0.0,9,37.5,TE,ManhCh00
34,Robert Woods,0,0,4,1,0,75.9,Sun,4,4,2022-10-02,30-175,TEN,@,IND,W 24-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,4,30,7.5,1,100.0,7.5,4,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,41,75.9,0,0.0,2,8.7,WR,WoodRo02
35,Raheem Mostert,0,15,3,0,0,71.9,Thu,4,4,2022-09-29,30-173,MIA,@,CIN,L 15-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,69,4.6,0,2,46.7,3,2,12,6.0,0,66.7,4.0,0,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,71.9,0,0.0,6,21.4,RB,MostRa00
36,Jordan Akins,0,0,2,0,0,35.1,Sun,4,4,2022-10-02,30-166,HOU,,LAC,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,33,16.5,0,100.0,16.5,1,50.0,0,0,0,,0,0,,0,0,0,0,1,-2,0,0,20,35.1,0,0.0,6,20.7,TE,AkinJo00
37,Jerick McKinnon,0,2,1,0,0,22.5,Sun,4,4,2022-10-02,30-152,KAN,@,TAM,W 41-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,-1,-0.5,0,,0.0,1,1,1,1.0,0,100.0,1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,22.5,0,0.0,6,20.0,RB,McKiJe00
38,Darren Waller,0,0,5,0,0,80.0,Sun,4,4,2022-10-02,30-019,LVR,,DEN,W 32-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,24,8.0,0,60.0,4.8,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,60,80.0,0,0.0,0,0.0,TE,WallDa01
39,Tyler Lockett,0,0,8,0,1,78.6,Sun,4,4,2022-10-02,30-004,SEA,@,DET,W 48-45,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,91,15.2,0,75.0,11.4,3,75.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,55,78.6,0,0.0,4,12.1,WR,LockTy00
40,Teddy Bridgewater,14,1,0,0,0,60.9,Thu,4,4,2022-09-29,29-323,MIA,@,CIN,L 15-27,14,23,9,60.9,193,1,1,0,4.3,4.3,84.1,0,0,0.00,8.4,7.30,7.30,13.8,43.5,1,11,11.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,39,60.9,0,0.0,0,0.0,QB,BridTe00
41,Jarvis Landry,0,0,2,0,0,63.3,Sun,4,4,2022-10-02,29-308,NOR,,MIN,L 25-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,2,7,3.5,0,100.0,3.5,,50.0,0,0,0,,0,0,,1,0,2,0,0,0,0,0,38,63.3,0,0.0,0,0.0,WR,LandJa00
42,Jacoby Brissett,21,5,0,1,0,100.0,Sun,4,4,2022-10-02,29-295,CLE,@,ATL,L 20-23,21,35,14,60.0,234,0,1,0,0.0,2.9,68.0,1,8,2.78,6.7,5.40,5.03,11.1,41.7,5,16,3.2,1,4,80.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,73,100.0,0,0.0,0,0.0,QB,BrisJa00
43,Davante Adams,0,1,13,0,0,94.7,Sun,4,4,2022-10-02,29-282,LVR,,DEN,W 32-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,4,4.0,0,0,0.0,13,9,101,11.2,0,69.2,7.8,4,61.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,94.7,0,0.0,0,0.0,WR,AdamDa01
44,Carson Wentz,25,1,0,0,0,100.0,Sun,4,4,2022-10-02,29-276,WAS,@,DAL,L 10-25,25,42,17,59.5,170,1,2,0,2.4,4.8,56.6,2,15,4.55,4.0,2.38,1.93,6.8,31.8,1,5,5.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0,QB,WentCa00
45,Tyler Higbee,0,0,14,0,0,93.2,Mon,4,4,2022-10-03,29-275,LAR,@,SFO,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,14,10,73,7.3,0,71.4,5.2,4,64.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,69,93.2,0,0.0,3,12.0,TE,HigbTy00
46,Phillip Dorsett,0,0,2,0,0,19.3,Sun,4,4,2022-10-02,29-270,HOU,,LAC,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,19.3,0,0.0,0,0.0,WR,DorsPh00
47,C.J. Uzomah,0,0,0,0,0,44.3,Sun,4,4,2022-10-02,29-261,NYJ,@,PIT,W 24-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,44.3,0,0.0,13,50.0,TE,UzomC.00
48,DeVante Parker,0,0,2,1,0,96.6,Sun,4,4,2022-10-02,29-255,NWE,@,GNB,L 24-27 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,24,12.0,1,100.0,12.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,56,96.6,0,0.0,0,0.0,WR,ParkDe01
