Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,36,0,0,0,0,100.0,Sun,9,9,2022-11-06,45-095,TAM,,LAR,W 16-13,36,58,22,62.1,280,1,0,0,1.7,0.0,79.7,1,8,1.69,4.8,5.17,4.95,7.8,45.8,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,84,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,23,4,0,0,0,100.0,Sun,9,9,2022-11-06,38-339,GNB,@,DET,L 9-15,23,43,20,53.5,291,1,3,0,2.3,7.0,53.5,1,8,2.27,6.8,4.09,3.82,12.7,38.6,4,40,10.0,0,2,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Marcedes Lewis,0,0,1,0,0,43.2,Sun,9,9,2022-11-06,38-171,GNB,@,DET,L 9-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,19,19.0,0,100.0,19.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,32,43.2,0,0.0,1,7.7,TE,LewiMa00
4,Matthew Slater,0,0,0,0,0,0.0,Sun,9,9,2022-11-06,37-058,NWE,,IND,W 26-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,27,81.8,WR,SlatMa00
5,DeSean Jackson,0,0,2,0,0,16.2,Mon,9,9,2022-11-07,35-341,BAL,@,NOR,W 27-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,16,16.0,0,50.0,8.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,16.2,0,0.0,0,0.0,WR,JackDe00
6,Andy Dalton,19,2,0,0,0,90.2,Mon,9,9,2022-11-07,35-009,NOR,,BAL,L 13-27,19,29,10,65.5,210,1,1,0,3.4,3.4,84.0,4,28,12.12,7.2,6.38,4.76,11.1,45.5,2,5,2.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,90.2,0,0.0,0,0.0,QB,DaltAn00
7,Matthew Stafford,13,2,0,0,1,100.0,Sun,8,9,2022-11-06,34-272,LAR,@,TAM,L 13-16,13,27,14,48.1,165,1,0,0,3.7,0.0,80.0,4,27,12.90,6.1,6.85,5.10,12.7,25.8,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,0,0,0,57,100.0,0,0.0,0,0.0,QB,StafMa00
8,Kirk Cousins,22,2,0,0,0,98.5,Sun,8,9,2022-11-06,34-079,MIN,@,WAS,W 20-17,22,40,18,55.0,265,2,1,0,5.0,2.5,81.8,2,17,4.76,6.6,6.50,5.79,12.0,33.3,2,-2,-1.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0,QB,CousKi00
9,Julio Jones,0,0,5,0,0,35.7,Sun,9,9,2022-11-06,33-276,TAM,,LAR,W 16-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,28,14.0,0,40.0,5.6,2,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,30,35.7,0,0.0,0,0.0,WR,JoneJu02
10,Travis Kelce,0,0,17,0,0,83.0,Sun,8,9,2022-11-06,33-032,KAN,,TEN,W 20-17 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,17,10,106,10.6,0,58.8,6.2,7,47.1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,83,83.0,0,0.0,0,0.0,TE,KelcTr00
11,Brandon Bolden,0,1,0,0,0,6.8,Sun,8,9,2022-11-06,32-284,LVR,@,JAX,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,5,5.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,6.8,0,0.0,17,63.0,RB,BoldBr00
12,Marvin Jones,0,0,6,0,0,56.5,Sun,9,9,2022-11-06,32-239,JAX,,LVR,W 27-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,48,9.6,0,83.3,8.0,3,83.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0,WR,JoneMa02
13,Rex Burkhead,0,1,2,0,0,21.7,Thu,8,9,2022-11-03,32-124,HOU,,PHI,L 17-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,9,9.0,0,1,100.0,2,1,6,6.0,0,50.0,3.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,21.7,0,0.0,0,0.0,RB,BurkRe00
