rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
22,Matthew Slater,21,Mon,13,14,2022-12-12,37-094,NWE,@,ARI,W 27-13,2,3.4,0,0,21,80.8,WR,SlatMa00
41,Taiwan Jones,26,Sun,13,14,2022-12-11,34-138,BUF,NA,NYJ,W 20-12,0,0,0,0,26,86.7,RB,JoneTa00
70,Brandon Bolden,17,Thu,13,14,2022-12-08,32-316,LVR,@,LAR,L 16-17,1,1.7,0,0,17,68,RB,BoldBr00
92,Rex Burkhead,6,Sun,13,14,2022-12-11,32-162,HOU,@,DAL,L 23-27,5,7.6,0,0,6,21.4,RB,BurkRe00
102,Adam Thielen,1,Sun,13,14,2022-12-11,32-111,MIN,@,DET,L 23-34,61,93.8,0,0,1,3.4,WR,ThieAd00
135,Kyle Juszczyk,4,Sun,13,14,2022-12-11,31-232,SFO,NA,TAM,W 35-7,41,65.1,0,0,4,19,FB,JuszKy00
162,Giovani Bernard,9,Sun,13,14,2022-12-11,31-019,TAM,@,SFO,L 7-35,0,0,0,0,9,42.9,RB,BernGi00
169,Michael Burton,15,Sun,13,14,2022-12-11,30-313,KAN,@,DEN,W 34-28,4,5.9,0,0,15,46.9,RB,BurtMi00
215,Raheem Mostert,6,Sun,13,14,2022-12-11,30-246,MIA,@,LAC,L 17-23,37,72.5,0,0,6,20.7,RB,MostRa00
217,Chris Manhertz,10,Sun,13,14,2022-12-11,30-245,JAX,@,TEN,W 36-22,30,41.7,0,0,10,38.5,TE,ManhCh00
218,Robert Woods,1,Sun,13,14,2022-12-11,30-245,TEN,NA,JAX,L 22-36,58,86.6,0,0,1,3.8,WR,WoodRo02
228,Eric Tomlinson,11,Sun,13,14,2022-12-11,30-233,DEN,NA,KAN,L 28-34,23,31.9,0,0,11,34.4,TE,TomlEr01
232,Keenan Allen,1,Sun,13,14,2022-12-11,30-228,LAC,NA,MIA,W 23-17,69,86.3,0,0,1,3.4,WR,AlleKe00
238,Jerick McKinnon,8,Sun,13,14,2022-12-11,30-222,KAN,@,DEN,W 34-28,39,57.4,0,0,8,25,RB,McKiJe00
315,Tyler Lockett,2,Sun,13,14,2022-12-11,30-074,SEA,NA,CAR,L 24-30,50,92.6,0,0,2,7.1,WR,LockTy00
324,Tyler Kroft,10,Sun,13,14,2022-12-11,30-057,SFO,NA,TAM,W 35-7,16,25.4,0,0,10,47.6,TE,KrofTy00
328,Chris Conley,11,Sun,13,14,2022-12-11,30-047,TEN,NA,JAX,L 22-36,32,47.8,0,0,11,42.3,WR,ConlCh00
332,Derek Watt,12,Sun,13,14,2022-12-11,30-034,PIT,NA,BAL,L 14-16,2,3.6,0,0,12,57.1,FB,WattDe00
354,Davante Adams,1,Thu,13,14,2022-12-08,29-349,LVR,@,LAR,L 16-17,58,96.7,0,0,1,4,WR,AdamDa01
364,C.J. Uzomah,13,Sun,13,14,2022-12-11,29-331,NYJ,@,BUF,L 12-20,34,45.9,0,0,13,43.3,TE,UzomC.00
373,Stephen Anderson,15,Mon,13,14,2022-12-12,29-316,ARI,NA,NWE,L 13-27,14,18.7,0,0,15,57.7,TE,AndeSt01
396,Nick Vannett,10,Sun,13,14,2022-12-11,29-280,NYG,NA,PHI,L 22-48,28,43.8,0,0,10,32.3,TE,VannNi00
418,DeAndre Carter,11,Sun,13,14,2022-12-11,29-245,LAC,NA,MIA,W 23-17,12,15,0,0,11,37.9,WR,CartDe02
421,Tevin Coleman,1,Sun,13,14,2022-12-11,29-239,SFO,NA,TAM,W 35-7,0,0,0,0,1,4.8,RB,ColeTe01
427,Keelan Cole,5,Thu,13,14,2022-12-08,29-232,LVR,@,LAR,L 16-17,29,48.3,0,0,5,20,WR,ColeKe00
446,Malcolm Brown,9,Thu,13,14,2022-12-08,29-207,LAR,NA,LVR,W 17-16,18,28.1,0,0,9,36,RB,BrowMa03
456,Ameer Abdullah,12,Thu,13,14,2022-12-08,29-178,LVR,@,LAR,L 16-17,8,13.3,0,0,12,48,RB,AbduAm00
457,Chris Moore,5,Sun,13,14,2022-12-11,29-178,HOU,@,DAL,L 23-27,53,80.3,0,0,5,17.9,WR,MoorCh00
483,C.J. Ham,19,Sun,13,14,2022-12-11,29-142,MIN,@,DET,L 23-34,6,9.2,0,0,19,65.5,FB,HamxC.00
526,Geoff Swaim,10,Sun,13,14,2022-12-11,29-086,TEN,NA,JAX,L 22-36,17,25.4,0,0,10,38.5,TE,SwaiGe00
529,Mack Hollins,3,Thu,13,14,2022-12-08,29-083,LVR,@,LAR,L 16-17,58,96.7,0,0,3,12,WR,HollMa00
585,Jacob Hollister,9,Thu,13,14,2022-12-08,29-020,LVR,@,LAR,L 16-17,2,3.3,0,0,9,36,TE,HollJa03
594,Stefon Diggs,1,Sun,13,14,2022-12-11,29-012,BUF,NA,NYJ,W 20-12,46,78,0,0,1,3.3,WR,DiggSt00
637,Justin Hardee,27,Sun,13,14,2022-12-11,28-307,NYJ,@,BUF,L 12-20,0,0,0,0,27,90,WR,HardJu01
668,Maxx Williams,9,Mon,13,14,2022-12-12,28-244,ARI,NA,NWE,L 13-27,15,20,0,0,9,34.6,TE,WillMa04
685,Trent Taylor,4,Sun,13,14,2022-12-11,28-225,CIN,NA,CLE,W 23-10,52,77.6,0,0,4,16.7,WR,TaylTr02
687,Eric Saubert,23,Sun,13,14,2022-12-11,28-224,DEN,NA,KAN,L 28-34,19,26.4,0,0,23,71.9,TE,SaubEr00
691,Dare Ogunbowale,15,Sun,13,14,2022-12-11,28-221,HOU,@,DAL,L 23-27,18,27.3,0,0,15,53.6,RB,OgunDa00
710,Patrick Ricard,2,Sun,13,14,2022-12-11,28-198,BAL,@,PIT,W 16-14,45,73.8,0,0,2,9.5,FB,RicaPa00
779,Marcus Johnson,21,Sun,13,14,2022-12-11,28-128,NYG,NA,PHI,L 22-48,6,9.4,0,0,21,67.7,WR,JohnMa07
781,Kalif Raymond,5,Sun,13,14,2022-12-11,28-125,DET,NA,MIN,W 34-23,8,11.4,0,0,5,17.2,WR,RaymKa00
795,Evan Engram,1,Sun,13,14,2022-12-11,28-100,JAX,@,TEN,W 36-22,57,79.2,0,0,1,3.8,TE,EngrEv00
803,Godwin Igwebuike,14,Sun,13,14,2022-12-11,28-092,SEA,NA,CAR,L 24-30,0,0,0,0,14,50,RB,IgweGo00
808,Demarcus Robinson,1,Sun,13,14,2022-12-11,28-081,BAL,@,PIT,W 16-14,37,60.7,0,0,1,4.8,WR,RobiDe01
830,Corey Clement,12,Mon,13,14,2022-12-12,28-040,ARI,NA,NWE,L 13-27,3,4,0,0,12,46.2,RB,ClemCo00
843,O.J. Howard,5,Sun,13,14,2022-12-11,28-022,HOU,@,DAL,L 23-27,16,24.2,0,0,5,17.9,TE,HowaO.00
846,Johnny Mundt,7,Sun,13,14,2022-12-11,28-018,MIN,@,DET,L 23-34,13,20,0,0,7,24.1,TE,MundJo00
861,Hunter Henry,4,Mon,13,14,2022-12-12,28-005,NWE,@,ARI,W 27-13,39,66.1,0,0,4,15.4,TE,HenrHu00
874,Jakob Johnson,7,Thu,13,14,2022-12-08,27-358,LVR,@,LAR,L 16-17,23,38.3,0,0,7,28,FB,JohnJa12
875,Zach Pascal,20,Sun,13,14,2022-12-11,27-358,PHI,@,NYG,W 48-22,19,27.9,0,0,20,64.5,WR,PascZa00
949,Dontrell Hilliard,6,Sun,13,14,2022-12-11,27-288,TEN,NA,JAX,L 22-36,9,13.4,0,0,6,23.1,RB,HillDo00
951,Matt Breida,6,Sun,13,14,2022-12-11,27-286,NYG,NA,PHI,L 22-48,23,35.9,0,0,6,19.4,RB,BreiMa00
958,Pharoh Cooper,5,Mon,13,14,2022-12-12,27-280,ARI,NA,NWE,L 13-27,0,0,0,0,5,19.2,WR,CoopPh00
972,Dan Arnold,4,Sun,13,14,2022-12-11,27-271,JAX,@,TEN,W 36-22,15,20.8,0,0,4,15.4,TE,ArnoDa00
993,Zay Jones,1,Sun,13,14,2022-12-11,27-256,JAX,@,TEN,W 36-22,56,77.8,0,0,1,3.8,WR,JoneZa00
997,Jamal Agnew,7,Sun,13,14,2022-12-11,27-252,JAX,@,TEN,W 36-22,11,15.3,0,0,7,26.9,WR,AgneJa00
1000,Justin Watson,7,Sun,13,14,2022-12-11,27-251,KAN,@,DEN,W 34-28,44,64.7,0,0,7,21.9,WR,WatsJu01
1023,Kevin Rader,15,Sun,13,14,2022-12-11,27-229,TEN,NA,JAX,L 22-36,2,3,0,0,15,57.7,TE,RadeKe00
1025,Boston Scott,11,Sun,13,14,2022-12-11,27-228,PHI,@,NYG,W 48-22,12,17.6,0,0,11,35.5,RB,ScotBo02
1075,Laquon Treadwell,9,Sun,13,14,2022-12-11,27-180,SEA,NA,CAR,L 24-30,4,7.4,0,0,9,32.1,WR,TreaLa00
1095,Tommy Sweeney,21,Sun,13,14,2022-12-11,27-163,BUF,NA,NYJ,W 20-12,5,8.5,0,0,21,70,TE,SweeTo00
1126,Tyler Conklin,15,Sun,13,14,2022-12-11,27-134,NYJ,@,BUF,L 12-20,53,71.6,0,0,15,50,TE,ConkTy00
1132,Durham Smythe,16,Sun,13,14,2022-12-11,27-124,MIA,@,LAC,L 17-23,30,58.8,0,0,16,55.2,TE,SmytDu00
1147,Jonnu Smith,4,Mon,13,14,2022-12-12,27-112,NWE,@,ARI,W 27-13,28,47.5,0,0,4,15.4,TE,SmitJo01
1166,Richie James,2,Sun,13,14,2022-12-11,27-097,NYG,NA,PHI,L 22-48,58,90.6,0,0,2,6.5,WR,JameRi00
1167,Mark Andrews,1,Sun,13,14,2022-12-11,27-096,BAL,@,PIT,W 16-14,54,88.5,0,0,1,4.8,TE,AndrMa00
1181,Brandon Powell,12,Thu,13,14,2022-12-08,27-087,LAR,NA,LVR,W 17-16,14,21.9,0,0,12,48,WR,PoweBr00
1182,Samaje Perine,4,Sun,13,14,2022-12-11,27-086,CIN,NA,CLE,W 23-10,29,43.3,0,0,4,16.7,RB,PeriSa00
1209,Braxton Berrios,14,Sun,13,14,2022-12-11,27-066,NYJ,@,BUF,L 12-20,17,23,0,0,14,46.7,WR,BerrBr00
1210,Chris Myarick,16,Sun,13,14,2022-12-11,27-066,NYG,NA,PHI,L 22-48,4,6.3,0,0,16,51.6,FB,MyarCh00
1272,Cedrick Wilson Jr.,4,Sun,13,14,2022-12-11,27-021,MIA,@,LAC,L 17-23,20,39.2,0,0,4,13.8,WR,WilsCe01
1297,Jody Fortson,19,Sun,13,14,2022-12-11,27-004,KAN,@,DEN,W 34-28,10,14.7,0,0,19,59.4,TE,FortJo01
1304,Trenton Irwin,1,Sun,13,14,2022-12-11,27-001,CIN,NA,CLE,W 23-10,56,83.6,0,0,1,4.2,WR,IrwiTr00
1335,Noah Brown,2,Sun,13,14,2022-12-11,26-339,DAL,NA,HOU,W 27-23,50,70.4,0,0,2,7.1,WR,BrowNo00
1381,Trent Sherfield,4,Sun,13,14,2022-12-11,26-289,MIA,@,LAC,L 17-23,31,60.8,0,0,4,13.8,WR,SherTr00
1383,D'Ernest Johnson,12,Sun,13,14,2022-12-11,26-287,CLE,@,CIN,L 10-23,0,0,0,0,12,50,RB,JohnDE04
1414,James Washington,7,Sun,13,14,2022-12-11,26-253,DAL,NA,HOU,W 27-23,11,15.5,0,0,7,25,WR,WashJa00
1427,Justin Jackson,18,Sun,13,14,2022-12-11,26-233,DET,NA,MIN,W 34-23,20,28.6,0,0,18,62.1,RB,JackJu01
1462,Ian Thomas,11,Sun,13,14,2022-12-11,26-188,CAR,@,SEA,W 30-24,46,63.9,0,0,11,39.3,TE,ThomIa00
1484,Will Dissly,15,Sun,13,14,2022-12-11,26-156,SEA,NA,CAR,L 24-30,21,38.9,0,0,15,53.6,TE,DissWi00
1487,Alec Ingold,13,Sun,13,14,2022-12-11,26-155,MIA,@,LAC,L 17-23,20,39.2,0,0,13,44.8,FB,IngoAl01
1514,KaVontae Turpin,9,Sun,13,14,2022-12-11,26-131,DAL,NA,HOU,W 27-23,1,1.4,0,0,9,32.1,WR,TurpKa00
