Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,22,6,1,0,0,100.0,Sun,10,10,2022-11-13,45-102,TAM,,SEA,W 21-16,22,29,7,75.9,258,2,1,0,6.9,3.4,111.0,0,0,0.00,8.9,8.72,8.72,11.7,69.0,6,-3,-0.5,0,0,0.0,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,14,2,0,0,1,100.0,Sun,10,10,2022-11-13,38-346,GNB,,DAL,W 31-28 (OT),14,20,6,70.0,224,3,0,0,15.0,0.0,146.7,2,16,9.09,11.2,14.20,12.18,16.0,54.5,2,4,2.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Marcedes Lewis,0,0,1,0,0,57.8,Sun,10,10,2022-11-13,38-178,GNB,,DAL,W 31-28 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,-1,-1.0,0,100.0,-1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,57.8,0,0.0,6,20.0,TE,LewiMa00
4,Matt Ryan,21,4,0,1,0,100.0,Sun,10,10,2022-11-13,37-180,IND,@,LVR,W 25-20,21,28,7,75.0,222,1,0,0,3.6,0.0,109.5,1,14,3.45,7.9,8.64,7.86,10.6,62.1,4,38,9.5,1,2,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,65,100.0,0,0.0,0,0.0,QB,RyanMa00
5,Colt McCoy,26,4,0,0,1,97.1,Sun,10,10,2022-11-13,36-069,ARI,@,LAR,W 27-17,26,37,11,70.3,238,1,0,0,2.7,0.0,96.5,2,18,5.13,6.4,6.97,6.15,9.2,46.2,4,4,1.0,0,2,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,66,97.1,0,0.0,0,0.0,QB,McCoCo00
6,Chase Daniel,0,0,0,0,0,5.2,Sun,9,10,2022-11-13,36-037,LAC,@,SFO,L 16-22,0,2,2,0.0,0,0,0,0,0.0,0.0,39.6,1,1,33.33,0.0,0.00,-0.33,,0.0,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,5.2,0,0.0,0,0.0,QB,DaniCh00
7,Andy Dalton,17,3,0,0,2,91.5,Sun,10,10,2022-11-13,35-015,NOR,@,PIT,L 10-20,17,27,10,63.0,174,1,2,0,3.7,7.4,62.9,2,17,6.90,6.4,3.85,3.00,10.2,41.4,3,1,0.3,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,2,1,0,0,43,91.5,0,0.0,0,0.0,QB,DaltAn00
8,Ryan Tannehill,19,2,0,0,0,98.4,Sun,9,10,2022-11-13,34-109,TEN,,DEN,W 17-10,19,36,17,52.8,255,2,0,0,5.6,0.0,94.1,1,11,2.70,7.1,8.19,7.68,13.4,45.9,2,12,6.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,98.4,0,0.0,0,0.0,QB,TannRy00
9,A.J. Green,0,0,2,1,0,44.1,Sun,10,10,2022-11-13,34-105,ARI,@,LAR,W 27-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,10,5.0,1,100.0,5.0,2,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,30,44.1,0,0.0,1,3.6,WR,GreeA.00
10,Kirk Cousins,30,6,0,0,2,100.0,Sun,9,10,2022-11-13,34-086,MIN,@,BUF,W 33-30 (OT),30,50,20,60.0,357,1,2,0,2.0,4.0,71.8,4,23,7.41,7.1,5.74,4.89,11.9,38.9,6,12,2.0,0,1,16.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,-5,0,0,83,100.0,0,0.0,0,0.0,QB,CousKi00
