Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,30,2,0,0,2,100.0,Sun,14,15,2022-12-18,45-137,TAM,,CIN,L 23-34,30,44,14,68.2,312,3,2,0,6.8,4.5,92.2,1,8,2.22,7.1,6.41,6.09,10.4,60.0,2,1,0.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,6,0,0,74,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,22,3,0,0,0,100.0,Mon,14,15,2022-12-19,39-017,GNB,,LAR,W 24-12,22,30,8,73.3,229,1,1,0,3.3,3.3,92.2,3,22,9.09,7.6,6.80,5.52,10.4,51.5,3,-3,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Marcedes Lewis,0,0,1,0,0,40.8,Mon,14,15,2022-12-19,38-214,GNB,,LAR,W 24-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,14,14.0,0,100.0,14.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,40.8,0,0.0,4,19.0,TE,LewiMa00
4,Matt Ryan,19,3,0,0,1,100.0,Sat,14,15,2022-12-17,37-214,IND,@,MIN,L 36-39 (OT),19,33,14,57.6,182,1,0,0,3.0,0.0,83.1,3,12,8.33,5.5,6.12,5.28,9.6,36.1,3,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,79,100.0,0,0.0,0,0.0,QB,RyanMa00
5,Colt McCoy,13,2,0,0,0,53.8,Sun,14,15,2022-12-18,36-104,ARI,@,DEN,L 15-24,13,21,8,61.9,78,0,1,0,0.0,4.8,49.3,2,4,8.70,3.7,1.57,1.26,6.0,34.8,2,2,1.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,35,53.8,0,0.0,0,0.0,QB,McCoCo00
6,DeSean Jackson,0,0,3,0,0,31.7,Sat,14,15,2022-12-17,36-016,BAL,@,CLE,L 3-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,3,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,31.7,0,0.0,0,0.0,WR,JackDe00
7,Andy Dalton,11,2,0,0,0,85.5,Sun,14,15,2022-12-18,35-050,NOR,,ATL,W 21-18,11,17,6,64.7,151,2,0,0,11.8,0.0,132.2,2,17,10.53,8.9,11.24,9.16,13.7,57.9,2,1,0.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,85.5,0,0.0,0,0.0,QB,DaltAn00
8,Ryan Tannehill,15,3,0,1,0,83.9,Sun,14,15,2022-12-18,34-144,TEN,@,LAC,L 14-17,15,22,7,68.2,165,0,1,0,0.0,4.5,71.2,4,28,15.38,7.5,5.45,3.54,11.0,42.3,3,1,0.3,1,1,33.3,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,52,83.9,0,0.0,0,0.0,QB,TannRy00
9,A.J. Green,0,0,2,0,0,56.9,Sun,14,15,2022-12-18,34-140,ARI,@,DEN,L 15-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,56.9,0,0.0,0,0.0,WR,GreeA.00
10,Kirk Cousins,34,2,0,0,0,100.0,Sat,14,15,2022-12-17,34-120,MIN,,IND,W 39-36 (OT),34,54,20,63.0,460,4,2,1,7.4,3.7,99.3,7,34,11.48,8.5,8.33,6.82,13.5,50.8,2,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,90,100.0,0,0.0,0,0.0,QB,CousKi00
