rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
16,Marcedes Lewis,5,Sun,2,2,2022-09-18,38-122,GNB,NA,CHI,W 27-10,31,45.6,0,0,5,22.7,TE,LewiMa00
33,Matthew Slater,18,Sun,2,2,2022-09-18,37-009,NWE,@,PIT,W 17-14,3,4.4,0,0,18,81.8,WR,SlatMa00
53,Taiwan Jones,20,Mon,2,2,2022-09-19,34-055,BUF,NA,TEN,W 41-7,0,0,0,0,20,74.1,RB,JoneTa00
86,Ryan Griffin,9,Sun,2,2,2022-09-18,32-250,CHI,@,GNB,L 10-27,11,26.8,0,0,9,40.9,TE,GrifRy00
117,Taysom Hill,12,Sun,2,2,2022-09-18,32-026,NOR,NA,TAM,L 10-20,6,8.8,0,0,12,46.2,TE/QB,HillTa00
142,Cordarrelle Patterson,7,Sun,2,2,2022-09-18,31-185,ATL,@,LAR,L 27-31,36,59,0,0,7,30.4,RB,PattCo00
150,Josh Gordon,1,Mon,2,2,2022-09-19,31-159,TEN,@,BUF,L 7-41,18,32.1,0,0,1,3.7,WR,GordJo02
153,Kyle Juszczyk,5,Sun,2,2,2022-09-18,31-148,SFO,NA,SEA,W 27-7,40,52.6,0,0,5,21.7,FB,JuszKy00
157,Cameron Brate,1,Sun,2,2,2022-09-18,31-077,TAM,@,NOR,W 20-10,38,56.7,0,0,1,3.8,TE,BratCa00
173,Giovani Bernard,5,Sun,2,2,2022-09-18,30-300,TAM,@,NOR,W 20-10,0,0,0,0,5,19.2,RB,BernGi00
234,Michael Burton,17,Thu,2,2,2022-09-15,30-226,KAN,NA,LAC,W 27-24,7,12.3,0,0,17,53.1,RB,BurtMi00
246,Jake Kumerow,19,Mon,2,2,2022-09-19,30-214,BUF,NA,TEN,W 41-7,53,77.9,0,0,19,70.4,WR,KumeJa00
290,Keith Smith,14,Sun,2,2,2022-09-18,30-163,ATL,@,LAR,L 27-31,15,24.6,1,1.6,14,60.9,WR,SmitKe03
291,Raheem Mostert,7,Sun,2,2,2022-09-18,30-162,MIA,@,BAL,W 42-38,39,54.9,0,0,7,23.3,RB,MostRa00
292,Robert Woods,1,Mon,2,2,2022-09-19,30-162,TEN,@,BUF,L 7-41,37,66.1,0,0,1,3.7,WR,WoodRo02
293,Chris Manhertz,5,Sun,2,2,2022-09-18,30-161,JAX,NA,IND,W 24-0,33,46.5,0,0,5,25,TE,ManhCh00
304,Jerick McKinnon,6,Thu,2,2,2022-09-15,30-135,KAN,NA,LAC,W 27-24,27,47.4,0,0,6,18.8,RB,McKiJe00
351,Tyler Lockett,3,Sun,2,2,2022-09-18,29-355,SEA,@,SFO,L 7-27,45,91.8,0,0,3,13,WR,LockTy00
359,Tyler Kroft,1,Sun,2,2,2022-09-18,29-338,SFO,NA,SEA,W 27-7,21,27.6,0,0,1,4.3,TE,KrofTy00
368,Chris Conley,1,Sun,2,2,2022-09-18,29-328,HOU,@,DEN,L 9-16,20,31.7,0,0,1,3.8,WR,ConlCh00
376,Derek Watt,16,Sun,2,2,2022-09-18,29-315,PIT,NA,NWE,L 14-17,1,1.7,0,0,16,72.7,FB,WattDe00
410,Tyler Higbee,2,Sun,2,2,2022-09-18,29-260,LAR,NA,ATL,W 31-27,61,96.8,0,0,2,8.7,TE,HigbTy00
429,Stephen Anderson,9,Sun,2,2,2022-09-18,29-231,ARI,@,LVR,W 29-23 (OT),19,21.8,0,0,9,42.9,TE,AndeSt01
471,DeAndre Carter,12,Thu,2,2,2022-09-15,29-158,LAC,@,KAN,L 24-27,49,65.3,0,0,12,37.5,WR,CartDe02
516,Ameer Abdullah,3,Sun,2,2,2022-09-18,29-097,LVR,NA,ARI,L 23-29 (OT),14,20.9,0,0,3,14.3,RB,AbduAm00
518,Cooper Kupp,2,Sun,2,2,2022-09-18,29-095,LAR,NA,ATL,W 31-27,62,98.4,0,0,2,8.7,WR,KuppCo00
519,Jamison Crowder,6,Mon,2,2,2022-09-19,29-094,BUF,NA,TEN,W 41-7,19,27.9,0,0,6,22.2,WR,CrowJa00
552,C.J. Ham,15,Mon,2,2,2022-09-19,29-059,MIN,@,PHI,L 7-24,3,4.9,0,0,15,71.4,FB,HamxC.00
582,Hayden Hurst,3,Sun,2,2,2022-09-18,29-025,CIN,@,DAL,L 17-20,57,81.4,0,0,3,11.5,TE,HursHa00
598,Breshad Perriman,1,Sun,2,2,2022-09-18,29-008,TAM,@,NOR,W 20-10,50,74.6,0,0,1,3.8,WR,PerrBr02
601,Geoff Swaim,15,Mon,2,2,2022-09-19,29-003,TEN,@,BUF,L 7-41,27,48.2,0,0,15,55.6,TE,SwaiGe00
603,Mack Hollins,4,Sun,2,2,2022-09-18,29-002,LVR,NA,ARI,L 23-29 (OT),58,86.6,0,0,4,19,WR,HollMa00
606,Mo Alie-Cox,2,Sun,2,2,2022-09-18,28-364,IND,@,JAX,L 0-24,27,54,0,0,2,10,TE,AlieMo00
638,Cody Hollister,14,Mon,2,2,2022-09-19,28-305,TEN,@,BUF,L 7-41,19,33.9,0,0,14,51.9,WR,HollCo00
639,Byron Pringle,6,Sun,2,2,2022-09-18,28-305,CHI,@,GNB,L 10-27,14,34.1,0,0,6,27.3,WR,PrinBy00
674,Kenyan Drake,1,Sun,2,2,2022-09-18,28-235,BAL,NA,MIA,L 38-42,16,27.1,0,0,1,3.3,RB,DrakKe00
683,Jonathan Williams,17,Sun,2,2,2022-09-18,28-228,WAS,@,DET,L 27-36,0,0,0,0,17,53.1,RB,WillJo07
688,Justin Hardee,25,Sun,2,2,2022-09-18,28-223,NYJ,@,CLE,W 31-30,0,0,0,0,25,83.3,WR,HardJu01
744,Maxx Williams,7,Sun,2,2,2022-09-18,28-159,ARI,@,LVR,W 29-23 (OT),12,13.8,0,0,7,33.3,TE,WillMa04
760,Dwayne Washington,18,Sun,2,2,2022-09-18,28-147,NOR,NA,TAM,L 10-20,4,5.9,0,0,18,69.2,RB,WashDw00
