Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,32,2,0,0,0,100.0,Sun,15,16,2022-12-25,45-144,TAM,@,ARI,W 19-16 (OT),32,48,16,66.7,281,1,2,0,2.1,4.2,71.6,0,0,0.00,5.9,4.40,4.40,8.8,52.1,2,1,0.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,24,7,0,0,1,100.0,Sun,15,16,2022-12-25,39-023,GNB,@,MIA,W 26-20,24,38,14,63.2,238,1,1,0,2.6,2.6,78.6,2,16,5.00,6.3,5.61,4.93,9.9,37.5,7,18,2.6,0,2,28.6,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,66,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Marcedes Lewis,0,0,2,1,0,43.9,Sun,15,16,2022-12-25,38-220,GNB,@,MIA,W 26-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,32,16.0,1,100.0,16.0,2,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,29,43.9,0,0.0,6,23.1,TE,LewiMa00
4,Matthew Slater,0,0,0,0,0,0.0,Sat,15,16,2022-12-24,37-106,NWE,,CIN,L 18-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,23,92.0,WR,SlatMa00
5,DeSean Jackson,0,0,2,0,0,28.8,Sat,15,16,2022-12-24,36-023,BAL,,ATL,W 17-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,10,10.0,0,50.0,5.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,15,28.8,0,0.0,0,0.0,WR,JackDe00
6,Andy Dalton,8,1,0,0,2,72.2,Sat,15,16,2022-12-24,35-056,NOR,@,CLE,W 17-10,8,15,7,53.3,92,0,1,0,0.0,6.7,44.3,0,0,0.00,6.1,3.13,3.13,11.5,46.7,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,2,0,0,0,39,72.2,0,0.0,0,0.0,QB,DaltAn00
7,Taiwan Jones,0,0,0,0,0,0.0,Sat,15,16,2022-12-24,34-151,BUF,@,CHI,W 35-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,20,80.0,RB,JoneTa00
8,Kirk Cousins,34,1,0,0,0,100.0,Sat,15,16,2022-12-24,34-127,MIN,,NYG,W 27-24,34,48,14,70.8,299,3,0,0,6.3,0.0,107.9,4,29,7.69,6.2,7.48,6.35,8.8,48.1,1,2,2.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0,QB,CousKi00
9,Russell Wilson,15,2,0,0,0,74.6,Sun,15,16,2022-12-25,34-026,DEN,@,LAR,L 14-51,15,27,12,55.6,214,1,3,0,3.7,11.1,54.2,6,40,18.18,7.9,3.67,1.79,14.3,36.4,2,17,8.5,0,2,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0,QB,WilsRu00
10,Nick Foles,17,1,0,0,0,100.0,Mon,15,16,2022-12-26,33-340,IND,,LAC,L 3-20,17,29,12,58.6,143,0,3,0,0.0,10.3,31.9,7,39,19.44,4.9,0.28,-0.86,8.4,30.6,1,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,100.0,0,0.0,0,0.0,QB,FoleNi00
