rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
7,Marcedes Lewis,2,Thu,11,11,2022-11-17,38-182,GNB,NA,TEN,L 17-27,16,26.2,0,0,2,9.1,TE,LewiMa00
25,Matthew Slater,26,Sun,10,11,2022-11-20,37-072,NWE,NA,NYJ,W 10-3,0,0,0,0,26,86.7,WR,SlatMa00
44,Taiwan Jones,23,Sun,10,11,2022-11-20,34-117,BUF,NA,CLE,W 31-23,0,0,0,0,23,76.7,RB,JoneTa00
71,Ryan Griffin,14,Sun,11,11,2022-11-20,32-313,CHI,@,ATL,L 24-27,8,11.6,0,0,14,51.9,TE,GrifRy00
76,Brandon Bolden,19,Sun,10,11,2022-11-20,32-298,LVR,@,DEN,W 22-16 (OT),3,4.5,0,0,19,65.5,RB,BoldBr00
107,Taysom Hill,11,Sun,11,11,2022-11-20,32-089,NOR,NA,LAR,W 27-20,24,42.1,0,0,11,35.5,TE/QB,HillTa00
108,Randall Cobb,1,Thu,11,11,2022-11-17,32-087,GNB,NA,TEN,L 17-27,34,55.7,0,0,1,4.5,WR,CobbRa00
131,Cordarrelle Patterson,5,Sun,11,11,2022-11-20,31-248,ATL,NA,CHI,W 27-24,27,49.1,0,0,5,18.5,RB,PattCo00
138,Kyle Juszczyk,7,Mon,10,11,2022-11-21,31-212,SFO,@,ARI,W 38-10,25,43.1,0,0,7,26.9,FB,JuszKy00
172,Richard Rodgers,11,Sun,10,11,2022-11-20,30-302,LAC,NA,KAN,L 27-30,21,32.3,0,0,11,37.9,TE,RodgRi00
177,Michael Burton,15,Sun,10,11,2022-11-20,30-292,KAN,@,LAC,W 30-27,2,3.1,0,0,15,51.7,RB,BurtMi00
221,MyCole Pruitt,10,Sun,11,11,2022-11-20,30-241,ATL,NA,CHI,W 27-24,31,56.4,0,0,10,37,TE,PruiMy00
235,Keith Smith,13,Sun,11,11,2022-11-20,30-226,ATL,NA,CHI,W 27-24,12,21.8,0,0,13,48.1,WR,SmitKe03
244,Jordan Akins,6,Sun,10,11,2022-11-20,30-215,HOU,NA,WAS,L 10-23,26,46.4,0,0,6,22.2,TE,AkinJo00
248,Eric Tomlinson,10,Sun,10,11,2022-11-20,30-212,DEN,NA,LVR,L 16-22 (OT),26,40.6,0,0,10,34.5,TE,TomlEr01
260,Jerick McKinnon,8,Sun,10,11,2022-11-20,30-201,KAN,@,LAC,W 30-27,34,52.3,0,0,8,27.6,RB,McKiJe00
301,Kevin White,11,Sun,11,11,2022-11-20,30-148,NOR,NA,LAR,W 27-20,1,1.8,0,0,11,35.5,WR,WhitKe00
342,Derek Watt,23,Sun,10,11,2022-11-20,30-013,PIT,NA,CIN,L 30-37,7,9.6,0,0,23,63.9,FB,WattDe00
349,Jarvis Landry,1,Sun,11,11,2022-11-20,29-357,NOR,NA,LAR,W 27-20,32,56.1,0,0,1,3.2,WR,LandJa00
378,C.J. Uzomah,17,Sun,10,11,2022-11-20,29-310,NYJ,@,NWE,L 3-10,33,66,0,0,17,56.7,TE,UzomC.00
386,Stephen Anderson,14,Mon,11,11,2022-11-21,29-295,ARI,NA,SFO,L 10-38,10,14.1,0,0,14,53.8,TE,AndeSt01
397,Nick Boyle,10,Sun,10,11,2022-11-20,29-276,BAL,NA,CAR,W 13-3,3,4.3,0,0,10,43.5,TE,BoylNi00
437,DeAndre Carter,9,Sun,10,11,2022-11-20,29-224,LAC,NA,KAN,L 27-30,53,81.5,0,0,9,31,WR,CartDe02
442,Keelan Cole,4,Sun,10,11,2022-11-20,29-214,LVR,@,DEN,W 22-16 (OT),44,66.7,0,0,4,13.8,WR,ColeKe00
470,Ameer Abdullah,15,Sun,10,11,2022-11-20,29-160,LVR,@,DEN,W 22-16 (OT),11,16.7,0,0,15,51.7,RB,AbduAm00
473,Chris Moore,1,Sun,10,11,2022-11-20,29-157,HOU,NA,WAS,L 10-23,33,58.9,0,0,1,3.7,WR,MoorCh00
493,C.J. Ham,19,Sun,10,11,2022-11-20,29-121,MIN,NA,DAL,L 3-40,2,3.5,0,0,19,67.9,FB,HamxC.00
524,Hayden Hurst,8,Sun,10,11,2022-11-20,29-088,CIN,@,PIT,W 37-30,43,65.2,0,0,8,22.2,TE,HursHa00
546,Mack Hollins,2,Sun,10,11,2022-11-20,29-065,LVR,@,DEN,W 22-16 (OT),66,100,1,1.6,2,6.9,WR,HollMa00
549,Mo Alie-Cox,5,Sun,11,11,2022-11-20,29-062,IND,NA,PHI,L 16-17,40,61.5,0,0,5,20,TE,AlieMo00
550,Geoff Swaim,8,Thu,10,11,2022-11-17,29-062,TEN,@,GNB,W 27-17,47,71.2,0,0,8,36.4,TE,SwaiGe00
600,Byron Pringle,6,Sun,11,11,2022-11-20,29-003,CHI,@,ATL,L 24-27,14,20.3,0,0,6,22.2,WR,PrinBy00
607,Cody Hollister,13,Thu,10,11,2022-11-17,28-364,TEN,@,GNB,W 27-17,7,10.6,0,0,13,59.1,WR,HollCo00
615,Stefon Diggs,2,Sun,10,11,2022-11-20,28-356,BUF,NA,CLE,W 31-23,43,66.2,0,0,2,6.7,WR,DiggSt00
620,C.J. Board,7,Thu,10,11,2022-11-17,28-340,TEN,@,GNB,W 27-17,0,0,0,0,7,31.8,WR,BoarC.00
646,Jonathan Williams,14,Sun,11,11,2022-11-20,28-291,WAS,@,HOU,W 23-10,0,0,0,0,14,51.9,RB,WillJo07
647,Justin Hardee,23,Sun,10,11,2022-11-20,28-286,NYJ,@,NWE,L 3-10,0,0,0,0,23,76.7,WR,HardJu01
689,Maxx Williams,9,Mon,11,11,2022-11-21,28-223,ARI,NA,SFO,L 10-38,13,18.3,0,0,9,34.6,TE,WillMa04
