rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
898,Tanner Hudson,4,Sun,5,5,2022-10-09,27-331,NYG,@,GNB,W 27-22,27,44.3,0,0,4,15.4,TE,HudsTa00
904,O.J. Howard,3,Sun,5,5,2022-10-09,27-324,HOU,@,JAX,W 13-6,46,79.3,0,0,3,14.3,TE,HowaO.00
909,Johnny Mundt,5,Sun,5,5,2022-10-09,27-320,MIN,NA,CHI,W 29-22,35,44.3,0,0,5,21.7,TE,MundJo00
935,Jakob Johnson,7,Mon,5,5,2022-10-10,27-299,LVR,@,KAN,L 29-30,25,39.1,0,0,7,25,FB,JohnJa12
938,Tanner Gentry,1,Sun,5,5,2022-10-09,27-295,BUF,NA,PIT,W 38-3,11,19.6,0,0,1,4,WR,GentTa00
939,Zach Pascal,13,Sun,5,5,2022-10-09,27-295,PHI,@,ARI,W 20-17,13,17.8,0,0,13,52,WR,PascZa00
961,KhaDarel Hodge,8,Sun,5,5,2022-10-09,27-279,ATL,@,TAM,L 15-21,20,30.3,0,0,8,36.4,WR,HodgKh00
992,Ross Dwelley,23,Sun,5,5,2022-10-09,27-256,SFO,@,CAR,W 37-15,4,6,0,0,23,82.1,TE,DwelRo00
1027,Dontrell Hilliard,8,Sun,5,5,2022-10-09,27-225,TEN,@,WAS,W 21-17,20,31.3,0,0,8,28.6,RB,HillDo00
1029,Matt Breida,12,Sun,5,5,2022-10-09,27-223,NYG,@,GNB,W 27-22,18,29.5,0,0,12,46.2,RB,BreiMa00
1047,Dan Arnold,10,Sun,5,5,2022-10-09,27-208,JAX,NA,HOU,L 6-13,8,10.7,0,0,10,47.6,TE,ArnoDa00
1065,Jamal Agnew,10,Sun,5,5,2022-10-09,27-189,JAX,NA,HOU,L 6-13,6,8,0,0,10,47.6,WR,AgneJa00
1066,Justin Watson,3,Mon,5,5,2022-10-10,27-189,KAN,NA,LVR,W 30-29,11,15.3,0,0,3,10.7,WR,WatsJu01
1078,Darrel Williams,7,Sun,5,5,2022-10-09,27-177,ARI,NA,PHI,L 17-20,8,11.6,0,0,7,28,RB,WillDa10
1089,Kevin Rader,14,Sun,5,5,2022-10-09,27-166,TEN,@,WAS,W 21-17,5,7.8,0,0,14,50,TE,RadeKe00
1112,Cullen Gillaspia,24,Sun,5,5,2022-10-09,27-150,SEA,@,NOR,L 32-39,0,0,0,0,24,70.6,RB,GillCu00
1124,Parker Hesse,12,Sun,5,5,2022-10-09,27-136,ATL,@,TAM,L 15-21,41,62.1,0,0,12,54.5,TE,HessPa00
1154,Jason Moore,5,Sun,5,5,2022-10-09,27-108,LAC,@,CLE,W 30-28,15,21.1,0,0,5,18.5,WR,MoorJa02
1160,Tommy Sweeney,2,Sun,5,5,2022-10-09,27-100,BUF,NA,PIT,W 38-3,23,41.1,0,0,2,8,TE,SweeTo00
1163,Mike Boone,5,Thu,5,5,2022-10-06,27-098,DEN,NA,IND,L 9-12 (OT),30,41.1,0,0,5,16.1,RB,BoonMi00
1201,Tyler Conklin,6,Sun,5,5,2022-10-09,27-071,NYJ,NA,MIA,W 40-17,40,67.8,0,0,6,20.7,TE,ConkTy00
1217,Durham Smythe,10,Sun,5,5,2022-10-09,27-061,MIA,@,NYJ,L 17-40,33,49.3,0,0,10,34.5,TE,SmytDu00
1252,Richie James,3,Sun,5,5,2022-10-09,27-034,NYG,@,GNB,W 27-22,33,54.1,0,0,3,11.5,WR,JameRi00
1261,Brandon Powell,17,Sun,5,5,2022-10-09,27-027,LAR,NA,DAL,L 10-22,11,16.9,0,0,17,56.7,WR,PoweBr00
1263,Trevon Wesco,5,Sun,5,5,2022-10-09,27-027,CHI,@,MIN,L 22-29,2,4,0,0,5,21.7,TE,WescTr00
1267,Samaje Perine,15,Sun,5,5,2022-10-09,27-023,CIN,@,BAL,L 17-19,19,30.2,0,0,15,65.2,RB,PeriSa00
1293,Mike Gesicki,1,Sun,5,5,2022-10-09,27-006,MIA,@,NYJ,L 17-40,36,53.7,0,0,1,3.4,TE,GesiMi00
1298,Braxton Berrios,8,Sun,5,5,2022-10-09,27-003,NYJ,NA,MIA,W 40-17,13,22,0,0,8,27.6,WR,BerrBr00
1299,Chris Myarick,6,Sun,5,5,2022-10-09,27-003,NYG,@,GNB,W 27-22,27,44.3,0,0,6,23.1,FB,MyarCh00
1338,Matt Sokol,1,Sun,5,5,2022-10-09,26-334,NWE,NA,DET,W 29-0,8,13.3,0,0,1,5.3,TE,SokoMa00
1369,Jody Fortson,14,Mon,5,5,2022-10-10,26-307,KAN,NA,LVR,W 30-29,13,18.1,0,0,14,50,TE,FortJo01
1390,Noah Brown,6,Sun,5,5,2022-10-09,26-276,DAL,@,LAR,W 22-10,42,76.4,0,0,6,20,WR,BrowNo00
1391,Cam Sims,19,Sun,5,5,2022-10-09,26-276,WAS,NA,TEN,L 17-21,37,58.7,0,0,19,67.9,WR,SimsCa00
1400,Deebo Samuel,1,Sun,5,5,2022-10-09,26-267,SFO,@,CAR,W 37-15,53,79.1,0,0,1,3.6,WR,SamuDe00
1408,Russell Gage,1,Sun,5,5,2022-10-09,26-260,TAM,NA,ATL,W 21-15,58,73.4,0,0,1,4.5,WR,GageRu00
1415,Malik Turner,15,Sun,5,5,2022-10-09,26-252,SFO,@,CAR,W 37-15,0,0,0,0,15,53.6,WR,TurnMa00
1432,Trent Sherfield,16,Sun,5,5,2022-10-09,26-226,MIA,@,NYJ,L 17-40,44,65.7,0,0,16,55.2,WR,SherTr00
1434,Chris Godwin,1,Sun,5,5,2022-10-09,26-224,TAM,NA,ATL,W 21-15,41,51.9,0,0,1,4.5,WR,GodwCh00
1435,D'Ernest Johnson,15,Sun,5,5,2022-10-09,26-224,CLE,NA,LAC,L 28-30,0,0,0,0,15,55.6,RB,JohnDE04
1471,Justin Jackson,11,Sun,5,5,2022-10-09,26-170,DET,@,NWE,L 0-29,14,21.2,0,0,11,57.9,RB,JackJu01
1498,Andrew Beck,26,Thu,5,5,2022-10-06,26-144,DEN,NA,IND,L 9-12 (OT),19,26,0,0,26,83.9,TE,BeckAn01
1521,Ian Thomas,11,Sun,5,5,2022-10-09,26-125,CAR,NA,SFO,L 15-37,27,39.1,0,0,11,39.3,TE,ThomIa00
1533,Craig Reynolds,12,Sun,5,5,2022-10-09,26-116,DET,@,NWE,L 0-29,31,47,0,0,12,63.2,RB,ReynCr00
1560,Khari Blasingame,8,Sun,5,5,2022-10-09,26-100,CHI,@,MIN,L 22-29,9,18,0,0,8,34.8,FB,BlasKh00
1567,Penny Hart,5,Sun,5,5,2022-10-09,26-096,SEA,@,NOR,L 32-39,1,1.9,0,0,5,14.7,WR,HartPe01
1573,Will Dissly,12,Sun,5,5,2022-10-09,26-093,SEA,@,NOR,L 32-39,33,63.5,0,0,12,35.3,TE,DissWi00
1575,Alec Ingold,10,Sun,5,5,2022-10-09,26-092,MIA,@,NYJ,L 17-40,22,32.8,0,0,10,34.5,FB,IngoAl01
1612,Tom Kennedy,1,Sun,5,5,2022-10-09,26-072,DET,@,NWE,L 0-29,35,53,0,0,1,5.3,WR,KennTo01
1619,KaVontae Turpin,10,Sun,5,5,2022-10-09,26-068,DAL,@,LAR,W 22-10,3,5.5,0,0,10,33.3,WR,TurpKa00
1679,Stanley Morgan Jr.,15,Sun,5,5,2022-10-09,26-032,CIN,@,BAL,L 17-19,8,12.7,0,0,15,65.2,WR,MorgSt02
1683,Zach Gentry,3,Sun,5,5,2022-10-09,26-029,PIT,@,BUF,L 3-38,48,64,0,0,3,12,TE,GentZa00
1688,Jamycal Hasty,13,Sun,5,5,2022-10-09,26-027,JAX,NA,HOU,L 6-13,3,4,0,0,13,61.9,RB,HastJa02
1691,Juwan Johnson,19,Sun,5,5,2022-10-09,26-026,NOR,NA,SEA,W 39-32,44,57.1,0,0,19,55.9,TE,JohnJu02
1735,Devine Ozigbo,14,Thu,5,5,2022-10-06,26-004,DEN,NA,IND,L 9-12 (OT),2,2.7,0,0,14,45.2,RB,OzigDe01
1747,Miles Boykin,15,Sun,5,5,2022-10-09,25-362,PIT,@,BUF,L 3-38,5,6.7,0,0,15,60,WR,BoykMi00
1753,Ray-Ray McCloud,8,Sun,5,5,2022-10-09,25-359,SFO,@,CAR,W 37-15,18,26.9,0,0,8,28.6,WR,McClRa00
1755,Giovanni Ricci,17,Sun,5,5,2022-10-09,25-358,CAR,NA,SFO,L 15-37,20,29,0,0,17,60.7,TE,RiccGi00
1791,Mitchell Wilcox,16,Sun,5,5,2022-10-09,25-336,CIN,@,BAL,L 17-19,12,19,0,0,16,69.6,TE,WilcMi01
1880,Andre Baccellia,4,Sun,5,5,2022-10-09,25-275,ARI,NA,PHI,L 17-20,12,17.4,0,0,4,16,WR,BaccAn00
1887,Maurice Alexander,7,Sun,5,5,2022-10-09,25-272,DET,@,NWE,L 0-29,1,1.5,0,0,7,36.8,WR,AlexMa02
1926,Adam Trautman,4,Sun,5,5,2022-10-09,25-246,NOR,NA,SEA,W 39-32,50,64.9,0,0,4,11.8,TE,TrauAd00
1945,Josiah Deguara,13,Sun,5,5,2022-10-09,25-237,GNB,NA,NYG,L 22-27,9,14.3,0,0,13,50,TE,DeguJo00
1966,Dan Chisena,8,Sun,5,5,2022-10-09,25-226,MIN,NA,CHI,W 29-22,0,0,0,0,8,34.8,WR,ChisDa00
1973,Jesper Horsted,10,Mon,5,5,2022-10-10,25-225,LVR,@,KAN,L 29-30,37,57.8,0,0,10,35.7,WR,HorsJe00
2007,Britain Covey,8,Sun,5,5,2022-10-09,25-205,PHI,@,ARI,W 20-17,0,0,0,0,8,32,WR,CoveBr00
2013,Josh Oliver,7,Sun,5,5,2022-10-09,25-202,BAL,NA,CIN,W 19-17,23,35.4,0,0,7,30.4,TE,OlivJo00
2025,Steven Sims,8,Sun,5,5,2022-10-09,25-192,PIT,@,BUF,L 3-38,3,4,0,0,8,32,WR,SimsSt00
2029,Tyler Davis,21,Sun,5,5,2022-10-09,25-190,GNB,NA,NYG,L 22-27,8,12.7,0,0,21,80.8,TE,DaviTy02
2045,Jacob Harris,18,Sun,5,5,2022-10-09,25-176,LAR,NA,DAL,L 10-22,0,0,0,0,18,60,WR,HarrJa03
2052,Jeff Smith,9,Sun,5,5,2022-10-09,25-171,NYJ,NA,MIA,W 40-17,12,20.3,0,0,9,31,WR,SmitJe03
2068,Ke'Shawn Vaughn,12,Sun,5,5,2022-10-09,25-158,TAM,NA,ATL,W 21-15,0,0,0,0,12,54.5,RB,VaugKe00
2076,Velus Jones Jr.,6,Sun,5,5,2022-10-09,25-151,CHI,@,MIN,L 22-29,3,6,0,0,6,26.1,WR,JoneVe00
2083,Ashton Dulin,11,Thu,5,5,2022-10-06,25-144,IND,@,DEN,W 12-9 (OT),12,15.2,0,0,11,35.5,WR,DuliAs00
2140,Jauan Jennings,6,Sun,5,5,2022-10-09,25-091,SFO,@,CAR,W 37-15,15,22.4,0,0,6,21.4,WR,JennJa00
2160,Parris Campbell,2,Thu,5,5,2022-10-06,25-082,IND,@,DEN,W 12-9 (OT),73,92.4,0,0,2,6.5,WR,CampPa00
2166,Olamide Zaccheaus,4,Sun,5,5,2022-10-09,25-078,ATL,@,TAM,L 15-21,44,66.7,0,0,4,18.2,WR,ZaccOl01
2182,Scott Miller,2,Sun,5,5,2022-10-09,25-070,TAM,NA,ATL,W 21-15,36,45.6,0,0,2,9.1,WR,MillSc01
2210,Reggie Gilliam,22,Sun,5,5,2022-10-09,25-050,BUF,NA,PIT,W 38-3,7,12.5,0,0,22,88,FB,GillRe00
2254,Devin Duvernay,8,Sun,5,5,2022-10-09,25-027,BAL,NA,CIN,W 19-17,47,72.3,0,0,8,34.8,WR,DuveDe00
2261,Ty Johnson,14,Sun,5,5,2022-10-09,25-022,NYJ,NA,MIA,W 40-17,0,0,0,0,14,48.3,RB,JohnTy02
2272,Tyrie Cleveland,13,Thu,5,5,2022-10-06,25-016,DEN,NA,IND,L 9-12 (OT),10,13.7,0,0,13,41.9,WR,ClevTy00
2287,Jonathan Ward,2,Sun,5,5,2022-10-09,25-009,ARI,NA,PHI,L 17-20,0,0,0,0,2,8,RB,WardJo00
2296,Chris Evans,13,Sun,5,5,2022-10-09,25-004,CIN,@,BAL,L 17-19,0,0,0,0,13,56.5,RB,EvanCh02
2311,Luke Farrell,7,Sun,5,5,2022-10-09,24-360,JAX,NA,HOU,L 6-13,8,10.7,0,0,7,33.3,TE,FarrLu00
2317,Charlie Woerner,22,Sun,5,5,2022-10-09,24-358,SFO,@,CAR,W 37-15,24,35.8,0,0,22,78.6,TE,WoerCh00
2343,Kaylon Geiger,1,Sun,5,5,2022-10-09,24-342,TAM,NA,ATL,W 21-15,4,5.1,0,0,1,4.5,WR,GeigKa00
2350,Simi Fehoko,9,Sun,5,5,2022-10-09,24-338,DAL,@,LAR,W 22-10,1,1.8,0,0,9,30,WR,FehoSi00
2353,John Bates,3,Sun,5,5,2022-10-09,24-337,WAS,NA,TEN,L 17-21,37,58.7,0,0,3,10.7,TE,BateJo00
2381,Joshua Kelley,15,Sun,5,5,2022-10-09,24-323,LAC,@,CLE,W 30-28,27,38,0,0,15,55.6,RB,KellJo01
2408,Deonte Harty,2,Sun,5,5,2022-10-09,24-309,NOR,NA,SEA,W 39-32,4,5.2,0,0,2,5.9,WR,HarrDe07
2410,Armani Rogers,25,Sun,5,5,2022-10-09,24-309,WAS,NA,TEN,L 17-21,5,7.9,0,0,25,89.3,TE,RogeAr00
2435,Feleipe Franks,7,Sun,5,5,2022-10-09,24-291,ATL,@,TAM,L 15-21,30,45.5,0,0,7,31.8,QB,FranFe00
2459,Jake Funk,20,Sun,5,5,2022-10-09,24-271,LAR,NA,DAL,L 10-22,0,0,0,0,20,66.7,RB,FunkJa00
2469,Ko Kieft,17,Sun,5,5,2022-10-09,24-262,TAM,NA,ATL,W 21-15,14,17.7,0,0,17,77.3,TE,KiefKo00
2475,Jack Stoll,11,Sun,5,5,2022-10-09,24-254,PHI,@,ARI,W 20-17,30,41.1,0,0,11,44,TE,StolJa00
2489,Kene Nwangwu,8,Sun,5,5,2022-10-09,24-242,MIN,NA,CHI,W 29-22,0,0,0,0,8,34.8,RB,NwanKe00
2519,Benny Snell Jr.,15,Sun,5,5,2022-10-09,24-224,PIT,@,BUF,L 3-38,0,0,0,0,15,60,RB,SnelBe00
2540,Tanner Conner,14,Sun,5,5,2022-10-09,24-203,MIA,@,NYJ,L 17-40,7,10.4,0,0,14,48.3,TE,ConnTa00
2548,Marquez Callaway,6,Sun,5,5,2022-10-09,24-196,NOR,NA,SEA,W 39-32,56,72.7,0,0,6,17.6,WR,CallMa01
2555,Kylen Granson,16,Thu,5,5,2022-10-06,24-193,IND,@,DEN,W 12-9 (OT),38,48.1,0,0,16,51.6,TE,GranKy00
2591,Lil'Jordan Humphrey,1,Sun,5,5,2022-10-09,24-173,NWE,NA,DET,W 29-0,14,23.3,0,0,1,5.3,WR,HumpLi01
2593,Khalil Herbert,8,Sun,5,5,2022-10-09,24-171,CHI,@,MIN,L 22-29,14,28,0,0,8,34.8,RB,HerbKh00
2598,Harrison Bryant,8,Sun,5,5,2022-10-09,24-169,CLE,NA,LAC,L 28-30,38,56.7,0,0,8,29.6,TE,BryaHa00
2611,Patrick Taylor,10,Sun,5,5,2022-10-09,24-163,GNB,NA,NYG,L 22-27,0,0,0,0,10,38.5,RB,TaylPa01
2637,Ty Chandler,9,Sun,5,5,2022-10-09,24-150,MIN,NA,CHI,W 29-22,0,0,0,0,9,39.1,RB,ChanTy01
2645,Tim Jones,9,Sun,5,5,2022-10-09,24-146,JAX,NA,HOU,L 6-13,1,1.3,0,0,9,42.9,WR,JoneTi00
2668,Greg Dortch,5,Sun,5,5,2022-10-09,24-133,ARI,NA,PHI,L 17-20,2,2.9,0,0,5,20,WR,DortGr01
2685,Rico Dowdle,21,Sun,5,5,2022-10-09,24-117,DAL,@,LAR,W 22-10,3,5.5,0,0,21,70,RB,DowdRi01
2692,Alexander Mattison,3,Sun,5,5,2022-10-09,24-112,MIN,NA,CHI,W 29-22,34,43,0,0,3,13,RB,MattAl01
2721,Avery Williams,19,Sun,5,5,2022-10-09,24-086,ATL,@,TAM,L 15-21,17,25.8,0,0,19,86.4,RB,WillAv02
2793,DeeJay Dallas,24,Sun,5,5,2022-10-09,24-023,SEA,@,NOR,L 32-39,10,19.2,0,0,24,70.6,RB,DallDe00
2842,Jelani Woods,5,Thu,5,5,2022-10-06,23-362,IND,@,DEN,W 12-9 (OT),23,29.1,0,0,5,16.1,TE,WoodJe01
2887,Shi Smith,2,Sun,5,5,2022-10-09,23-348,CAR,NA,SFO,L 15-37,43,62.3,0,0,2,7.1,WR,SmitSh03
2899,Jaylen Warren,9,Sun,5,5,2022-10-09,23-342,PIT,@,BUF,L 3-38,38,50.7,0,0,9,36,RB,WarrJa01
2961,Nick Muse,6,Sun,5,5,2022-10-09,23-318,MIN,NA,CHI,W 29-22,0,0,0,0,6,26.1,TE,MuseNi00
2963,Jaylen Waddle,1,Sun,5,5,2022-10-09,23-318,MIA,@,NYJ,L 17-40,51,76.1,0,0,1,3.4,WR,WaddJa00
2970,Brock Wright,7,Sun,5,5,2022-10-09,23-316,DET,@,NWE,L 0-29,28,42.4,0,0,7,36.8,TE,WrigBr01
2985,Grant Calcaterra,1,Sun,5,5,2022-10-09,23-309,PHI,@,ARI,W 20-17,10,13.7,0,0,1,4,TE,CalcGr00
2997,Troy Hairston,15,Sun,5,5,2022-10-09,23-305,HOU,@,JAX,W 13-6,22,37.9,0,0,15,71.4,TE,HairTr00
3003,Zander Horvath,15,Sun,5,5,2022-10-09,23-303,LAC,@,CLE,W 30-28,10,14.1,0,0,15,55.6,FB,HorvZa00
3070,Trestan Ebner,7,Sun,5,5,2022-10-09,23-280,CHI,@,MIN,L 22-29,1,2,0,0,7,30.4,RB,EbneTr00
3071,Jalen Reagor,2,Sun,5,5,2022-10-09,23-280,MIN,NA,CHI,W 29-22,3,3.8,0,0,2,8.7,WR,ReagJa00
3086,Colby Parkinson,15,Sun,5,5,2022-10-09,23-274,SEA,@,NOR,L 32-39,15,28.8,0,0,15,44.1,TE,ParkCo02
3099,Rachaad White,7,Sun,5,5,2022-10-09,23-270,TAM,NA,ATL,W 21-15,31,39.2,0,0,7,31.8,RB,WhitRa01
3101,Jaelon Darden,6,Sun,5,5,2022-10-09,23-268,TAM,NA,ATL,W 21-15,11,13.9,0,0,6,27.3,WR,DardJa00
3114,Jake Ferguson,9,Sun,5,5,2022-10-09,23-264,DAL,@,LAR,W 22-10,35,63.6,0,0,9,30,TE,FergJa00
3123,Quintin Morris,13,Sun,5,5,2022-10-09,23-261,BUF,NA,PIT,W 38-3,38,67.9,0,0,13,52,TE,MorrQu00
3126,Connor Heyward,15,Sun,5,5,2022-10-09,23-260,PIT,@,BUF,L 3-38,10,13.3,0,0,15,60,TE,HeywCo00
3208,Deon Jackson,6,Thu,5,5,2022-10-06,23-230,IND,@,DEN,W 12-9 (OT),46,58.2,0,0,6,19.4,RB,JackDe02
3220,Gary Brightwell,16,Sun,5,5,2022-10-09,23-223,NYG,@,GNB,W 27-22,7,11.5,0,0,16,61.5,RB,BrigGa00
3223,Isiah Pacheco,11,Mon,5,5,2022-10-10,23-222,KAN,NA,LVR,W 30-29,2,2.8,0,0,11,39.3,RB,PachIs00
3239,Cole Kmet,4,Sun,5,5,2022-10-09,23-213,CHI,@,MIN,L 22-29,45,90,0,0,4,17.4,TE,KmetCo00
3250,Kenneth Gainwell,5,Sun,5,5,2022-10-09,23-209,PHI,@,ARI,W 20-17,16,21.9,0,0,5,20,RB,GainKe00
3253,Tory Carter,21,Sun,5,5,2022-10-09,23-207,TEN,@,WAS,W 21-17,7,10.9,0,0,21,75,FB,CartTo01
3257,Montrell Washington,17,Thu,5,5,2022-10-06,23-206,DEN,NA,IND,L 9-12 (OT),4,5.5,0,0,17,54.8,WR,WashMo00
3314,Eno Benjamin,6,Sun,5,5,2022-10-09,23-179,ARI,NA,PHI,L 17-20,37,53.6,0,0,6,24,RB,BenjEn00
3317,Cade Otton,5,Sun,5,5,2022-10-09,23-177,TAM,NA,ATL,W 21-15,74,93.7,0,0,5,22.7,TE,OttoCa00
3326,Peyton Hendershot,17,Sun,5,5,2022-10-09,23-169,DAL,@,LAR,W 22-10,37,67.3,0,0,17,56.7,TE,HendPe01
3330,Noah Gray,18,Mon,5,5,2022-10-10,23-163,KAN,NA,LVR,W 30-29,29,40.3,0,0,18,64.3,TE,GrayNo00
3348,Christian Watson,4,Sun,5,5,2022-10-09,23-150,GNB,NA,NYG,L 22-27,18,28.6,0,0,4,15.4,WR,WatsCh00
3350,Tylan Wallace,12,Sun,5,5,2022-10-09,23-149,BAL,NA,CIN,W 19-17,13,20,0,0,12,52.2,WR,WallTy00
3366,Jordan Mason,15,Sun,5,5,2022-10-09,23-138,SFO,@,CAR,W 37-15,1,1.5,0,0,15,53.6,RB,MasoJo00
