Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,34,2,0,0,0,100.0,Sun,13,14,2022-12-11,45-130,TAM,@,SFO,L 7-35,34,55,21,61.8,253,1,2,0,1.8,3.6,63.7,0,0,0.00,4.6,3.33,3.33,7.4,38.2,2,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0,QB,BradTo00
2,Joe Flacco,1,0,0,0,1,9.5,Sun,13,14,2022-12-11,37-329,NYJ,@,BUF,L 12-20,1,3,2,33.3,1,0,0,0,0.0,0.0,42.4,1,6,25.00,0.3,0.33,-1.25,1.0,0.0,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,7,9.5,0,0.0,0,0.0,QB,FlacJo00
3,Matthew Slater,0,0,0,0,0,3.4,Mon,13,14,2022-12-12,37-094,NWE,@,ARI,W 27-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,3.4,0,0.0,21,80.8,WR,SlatMa00
4,Josh Johnson,1,2,0,0,0,17.5,Sun,13,14,2022-12-11,36-210,SFO,,TAM,W 35-7,1,2,1,50.0,10,0,0,0,0.0,0.0,64.6,0,0,0.00,5.0,5.00,5.00,10.0,50.0,2,3,1.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,17.5,0,0.0,0,0.0,QB,JohnJo05
5,Colt McCoy,27,5,0,0,1,96.0,Mon,13,14,2022-12-12,36-098,ARI,,NWE,L 13-27,27,40,13,67.5,246,0,1,0,0.0,2.5,73.5,6,45,13.04,6.2,5.03,3.39,9.1,37.0,5,24,4.8,0,1,40.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,-2,0,0,72,96.0,0,0.0,0,0.0,QB,McCoCo00
6,DeSean Jackson,0,0,2,0,0,18.0,Sun,13,14,2022-12-11,36-010,BAL,@,PIT,W 16-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,34,17.0,0,100.0,17.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,18.0,0,0.0,0,0.0,WR,JackDe00
7,Taiwan Jones,0,0,0,0,0,0.0,Sun,13,14,2022-12-11,34-138,BUF,,NYJ,W 20-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,26,86.7,RB,JoneTa00
8,Ryan Tannehill,25,2,0,0,1,100.0,Sun,13,14,2022-12-11,34-137,TEN,,JAX,L 22-36,25,38,13,65.8,254,2,1,0,5.3,2.6,91.3,4,27,9.52,6.7,6.55,5.29,10.2,50.0,2,16,8.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,67,100.0,0,0.0,0,0.0,QB,TannRy00
9,A.J. Green,0,0,2,0,0,60.0,Mon,13,14,2022-12-12,34-134,ARI,,NWE,L 13-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,7,7.0,0,50.0,3.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,45,60.0,0,0.0,0,0.0,WR,GreeA.00
10,Kirk Cousins,31,0,0,0,0,100.0,Sun,13,14,2022-12-11,34-114,MIN,@,DET,L 23-34,31,41,10,75.6,425,2,0,0,4.9,0.0,124.5,3,26,6.82,10.4,11.34,9.98,13.7,61.4,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0,QB,CousKi00
11,Russell Wilson,23,4,0,0,0,86.1,Sun,13,14,2022-12-11,34-012,DEN,,KAN,L 28-34,23,36,13,63.9,247,3,1,1,8.3,2.8,100.1,6,49,14.29,6.9,7.28,5.07,10.7,33.3,4,57,14.3,0,3,75.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,62,86.1,0,0.0,0,0.0,QB,WilsRu00
12,Julio Jones,0,0,8,0,0,72.4,Sun,13,14,2022-12-11,33-311,TAM,@,SFO,L 7-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,38,7.6,0,62.5,4.8,2,37.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,72.4,0,0.0,0,0.0,WR,JoneJu02
13,Tyrod Taylor,5,2,0,0,1,18.8,Sun,13,14,2022-12-11,33-130,NYG,,PHI,L 22-48,5,5,0,100.0,47,1,0,0,20.0,0.0,145.4,3,18,37.50,9.4,13.40,6.13,9.4,50.0,2,40,20.0,0,2,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,12,18.8,0,0.0,0,0.0,QB,TaylTy00
