rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
750,Kalif Raymond,1,Sun,17,18,2023-01-08,28-153,DET,@,GNB,W 20-16,23,37.1,0,0,1,4,WR,RaymKa00
784,Godwin Igwebuike,23,Sun,17,18,2023-01-08,28-120,SEA,NA,LAR,W 19-16 (OT),1,1.4,0,0,23,69.7,RB,IgweGo00
826,Johnny Mundt,10,Sun,17,18,2023-01-08,28-046,MIN,@,CHI,W 29-13,26,36.6,0,0,10,43.5,TE,MundJo00
842,Jakob Johnson,8,Sat,17,18,2023-01-07,28-023,LVR,NA,KAN,L 13-31,19,27.1,0,0,8,34.8,FB,JohnJa12
844,Zach Pascal,19,Sun,17,18,2023-01-08,28-021,PHI,NA,NYG,W 22-16,19,26,0,0,19,67.9,WR,PascZa00
850,Keith Kirkwood,10,Sun,17,18,2023-01-08,28-013,NOR,NA,CAR,L 7-10,28,46.7,0,0,10,50,WR,KirkKe00
860,Dallas Goedert,1,Sun,17,18,2023-01-08,28-005,PHI,NA,NYG,W 22-16,73,100,0,0,1,3.6,TE,GoedDa00
862,KhaDarel Hodge,19,Sun,17,18,2023-01-08,28-005,ATL,NA,TAM,W 30-17,20,29.4,0,0,19,67.9,WR,HodgKh00
907,Anthony Firkser,1,Sun,17,18,2023-01-08,27-323,ATL,NA,TAM,W 30-17,16,23.5,0,0,1,3.6,FB,FirkAn00
915,Matt Breida,6,Sun,17,18,2023-01-08,27-314,NYG,@,PHI,L 16-22,44,69.8,0,0,6,21.4,RB,BreiMa00
923,Pharoh Cooper,12,Sun,17,18,2023-01-08,27-307,ARI,@,SFO,L 13-38,17,32.7,0,0,12,46.2,WR,CoopPh00
936,Dan Arnold,4,Sat,17,18,2023-01-07,27-298,JAX,NA,TEN,W 20-16,0,0,0,0,4,16.7,TE,ArnoDa00
959,Jamal Agnew,7,Sat,17,18,2023-01-07,27-279,JAX,NA,TEN,W 20-16,7,14.3,0,0,7,29.2,WR,AgneJa00
964,Justin Watson,2,Sat,17,18,2023-01-07,27-278,KAN,@,LVR,W 31-13,30,50.8,0,0,2,8.7,WR,WatsJu01
994,Kevin Rader,9,Sat,17,18,2023-01-07,27-256,TEN,@,JAX,L 16-20,3,4,0,0,9,37.5,TE,RadeKe00
995,Boston Scott,3,Sun,17,18,2023-01-08,27-256,PHI,NA,NYG,W 22-16,24,32.9,0,0,3,10.7,RB,ScotBo02
1026,Parker Hesse,13,Sun,17,18,2023-01-08,27-227,ATL,NA,TAM,W 30-17,45,66.2,0,0,13,46.4,TE,HessPa00
1048,Laquon Treadwell,6,Sun,17,18,2023-01-08,27-208,SEA,NA,LAR,W 19-16 (OT),5,7.1,0,0,6,18.2,WR,TreaLa00
1097,Tyler Conklin,8,Sun,17,18,2023-01-08,27-162,NYJ,@,MIA,L 6-11,54,96.4,0,0,8,36.4,TE,ConkTy00
1109,Durham Smythe,10,Sun,17,18,2023-01-08,27-152,MIA,NA,NYJ,W 11-6,46,70.8,0,0,10,45.5,TE,SmytDu00
1130,Richie James,2,Sun,17,18,2023-01-08,27-125,NYG,@,PHI,L 16-22,0,0,0,0,2,7.1,WR,JameRi00
1139,Brandon Powell,16,Sun,17,18,2023-01-08,27-118,LAR,@,SEA,L 16-19 (OT),49,80.3,0,0,16,48.5,WR,PoweBr00
1140,Trevon Wesco,10,Sun,17,18,2023-01-08,27-118,CHI,NA,MIN,L 13-29,12,23.5,0,0,10,43.5,TE,WescTr00
1145,Samaje Perine,11,Sun,16,18,2023-01-08,27-114,CIN,NA,BAL,W 27-16,30,45.5,0,0,11,36.7,RB,PeriSa00
1169,Braxton Berrios,11,Sun,17,18,2023-01-08,27-094,NYJ,@,MIA,L 6-11,2,3.6,0,0,11,50,WR,BerrBr00
1193,Dante Pettis,1,Sun,17,18,2023-01-08,27-077,CHI,NA,MIN,L 13-29,32,62.7,0,0,1,4.3,WR,PettDa00
1218,Matt Sokol,6,Sun,17,18,2023-01-08,27-060,NWE,@,BUF,L 23-35,6,8.8,0,0,6,23.1,TE,SokoMa00
1277,Hunter Renfrow,4,Sat,17,18,2023-01-07,27-017,LVR,NA,KAN,L 13-31,40,57.1,0,0,4,17.4,WR,RenfHu00
1301,Noah Brown,12,Sun,17,18,2023-01-08,27-002,DAL,@,WAS,L 6-26,44,65.7,0,0,12,35.3,WR,BrowNo00
1303,Cam Sims,24,Sun,17,18,2023-01-08,27-002,WAS,NA,DAL,W 26-6,12,18.2,0,0,24,70.6,WR,SimsCa00
1355,Royce Freeman,6,Sun,17,18,2023-01-08,26-318,HOU,@,IND,W 32-31,15,23.1,0,0,6,22.2,RB,FreeRo00
1357,Trent Sherfield,7,Sun,17,18,2023-01-08,26-317,MIA,NA,NYJ,W 11-6,42,64.6,0,0,7,31.8,WR,SherTr00
1359,D'Ernest Johnson,10,Sun,17,18,2023-01-08,26-315,CLE,@,PIT,L 14-28,0,0,0,0,10,45.5,RB,JohnDE04
1395,Chase Edmonds,6,Sun,17,18,2023-01-08,26-270,DEN,NA,LAC,W 31-28,24,36.9,0,0,6,19.4,RB,EdmoCh00
1405,Justin Jackson,14,Sun,17,18,2023-01-08,26-261,DET,@,GNB,W 20-16,6,9.7,0,0,14,56,RB,JackJu01
1425,Andrew Beck,14,Sun,17,18,2023-01-08,26-238,DEN,NA,LAC,W 31-28,23,35.4,0,0,14,45.2,TE,BeckAn01
1441,Ian Thomas,4,Sun,17,18,2023-01-08,26-216,CAR,@,NOR,W 10-7,34,57.6,0,0,4,20,TE,ThomIa00
1459,Khari Blasingame,14,Sun,17,18,2023-01-08,26-191,CHI,NA,MIN,L 13-29,13,25.5,0,0,14,60.9,FB,BlasKh00
1465,Alec Ingold,4,Sun,17,18,2023-01-08,26-183,MIA,NA,NYJ,W 11-6,14,21.5,0,0,4,18.2,FB,IngoAl01
1482,KaVontae Turpin,13,Sun,17,18,2023-01-08,26-159,DAL,@,WAS,L 6-26,0,0,0,0,13,38.2,WR,TurpKa00
1520,Ty'Son Williams,5,Sun,17,18,2023-01-08,26-126,ARI,@,SFO,L 13-38,2,3.8,0,0,5,19.2,RB,WillTy01
1524,Stanley Morgan Jr.,21,Sun,16,18,2023-01-08,26-123,CIN,NA,BAL,W 27-16,6,9.1,0,0,21,70,WR,MorgSt02
1528,Zach Gentry,4,Sun,17,18,2023-01-08,26-120,PIT,NA,CLE,W 28-14,42,57.5,0,0,4,18.2,TE,GentZa00
1531,Jamycal Hasty,4,Sat,17,18,2023-01-07,26-117,JAX,NA,TEN,W 20-16,24,49,0,0,4,16.7,RB,HastJa02
1532,Juwan Johnson,3,Sun,17,18,2023-01-08,26-117,NOR,NA,CAR,L 7-10,41,68.3,0,0,3,15,TE,JohnJu02
1546,James Proche,16,Sun,17,18,2023-01-08,26-109,BAL,@,CIN,L 16-27,33,42.3,0,0,16,53.3,WR,ProcJa00
1580,Miles Boykin,12,Sun,17,18,2023-01-08,26-088,PIT,NA,CLE,W 28-14,11,15.1,0,0,12,54.5,WR,BoykMi00
1587,Ray-Ray McCloud,6,Sun,17,18,2023-01-08,26-085,SFO,NA,ARI,W 38-13,12,19.4,0,0,6,23.1,WR,McClRa00
1588,Giovanni Ricci,15,Sun,17,18,2023-01-08,26-084,CAR,@,NOR,W 10-7,3,5.1,0,0,15,75,TE,RiccGi00
1627,Mitchell Wilcox,17,Sun,16,18,2023-01-08,26-062,CIN,NA,BAL,W 27-16,28,42.4,0,0,17,56.7,TE,WilcMi01
1634,Nyheim Hines,9,Sun,16,18,2023-01-08,26-057,BUF,NA,NWE,W 35-23,3,5.1,0,0,9,34.6,RB,HineNy00
1642,Shane Zylstra,6,Sun,17,18,2023-01-08,26-053,DET,@,GNB,W 20-16,22,35.5,0,0,6,24,TE,ZylsSh00
1647,Tyler Mabry,12,Sun,17,18,2023-01-08,26-048,SEA,NA,LAR,W 19-16 (OT),2,2.9,0,0,12,36.4,TE,MabrTy00
1656,Gunner Olszewski,1,Sun,17,18,2023-01-08,26-043,PIT,NA,CLE,W 28-14,13,17.8,0,0,1,4.5,WR,OlszGu00
1661,Stephen Sullivan,7,Sun,17,18,2023-01-08,26-041,CAR,@,NOR,W 10-7,9,15.3,0,0,7,35,TE,SullSt00
1738,Andre Baccellia,3,Sun,17,18,2023-01-08,26-001,ARI,@,SFO,L 13-38,11,21.2,0,0,3,11.5,WR,BaccAn00
1751,Keke Coutee,4,Sun,17,18,2023-01-08,25-359,IND,NA,HOU,L 31-32,0,0,0,0,4,14.8,WR,CoutKe00
1757,Adam Prentice,9,Sun,17,18,2023-01-08,25-357,NOR,NA,CAR,L 7-10,13,21.7,0,0,9,45,FB,PrenAd00
1767,Nikola Kalinic,1,Sun,17,18,2023-01-08,25-352,IND,NA,HOU,L 31-32,4,5.5,0,0,1,3.7,TE,KaliNi00
1788,Adam Trautman,2,Sun,17,18,2023-01-08,25-337,NOR,NA,CAR,L 7-10,32,53.3,0,0,2,10,TE,TrauAd00
1800,Josiah Deguara,5,Sun,17,18,2023-01-08,25-328,GNB,NA,DET,L 16-20,14,23.3,0,0,5,20,TE,DeguJo00
1819,Jesper Horsted,14,Sat,17,18,2023-01-07,25-314,LVR,NA,KAN,L 13-31,0,0,0,0,14,60.9,WR,HorsJe00
1847,Britain Covey,7,Sun,17,18,2023-01-08,25-296,PHI,NA,NYG,W 22-16,0,0,0,0,7,25,WR,CoveBr00
1856,Josh Oliver,19,Sun,17,18,2023-01-08,25-293,BAL,@,CIN,L 16-27,34,43.6,0,0,19,63.3,TE,OlivJo00
1858,Nick Westbrook-Ikhine,9,Sat,17,18,2023-01-07,25-292,TEN,@,JAX,L 16-20,43,57.3,0,0,9,37.5,WR,WestNi00
1863,Brycen Hopkins,6,Sun,17,18,2023-01-08,25-287,LAR,@,SEA,L 16-19 (OT),15,24.6,0,0,6,18.2,TE,HopkBr01
1864,Preston Williams,7,Sun,17,18,2023-01-08,25-287,CAR,@,NOR,W 10-7,2,3.4,0,0,7,35,WR,WillPr01
1869,Steven Sims,7,Sun,17,18,2023-01-08,25-283,PIT,NA,CLE,W 28-14,33,45.2,0,0,7,31.8,WR,SimsSt00
1872,Tyler Davis,18,Sun,17,18,2023-01-08,25-281,GNB,NA,DET,L 16-20,8,13.3,0,0,18,72,TE,DaviTy02
1917,Ke'Shawn Vaughn,14,Sun,17,18,2023-01-08,25-249,TAM,@,ATL,L 17-30,16,29.1,0,0,14,50,RB,VaugKe00
1925,Foster Moreau,10,Sat,17,18,2023-01-07,25-246,LVR,NA,KAN,L 13-31,28,40,0,0,10,43.5,TE,MoreFo00
1932,Velus Jones Jr.,11,Sun,17,18,2023-01-08,25-242,CHI,NA,MIN,L 13-29,10,19.6,0,0,11,47.8,WR,JoneVe00
1941,Ashton Dulin,17,Sun,17,18,2023-01-08,25-238,IND,NA,HOU,L 31-32,14,19.2,0,0,17,63,WR,DuliAs00
2066,Scott Miller,19,Sun,17,18,2023-01-08,25-161,TAM,@,ATL,L 17-30,21,38.2,0,0,19,67.9,WR,MillSc01
2088,Lawrence Cager,10,Sun,17,18,2023-01-08,25-141,NYG,@,PHI,L 16-22,61,96.8,0,0,10,35.7,WR,CageLa01
2089,Reggie Gilliam,23,Sun,16,18,2023-01-08,25-141,BUF,NA,NWE,W 35-23,10,16.9,0,0,23,88.5,FB,GillRe00
2093,Jared Pinkney,1,Sun,17,18,2023-01-08,25-140,LAR,@,SEA,L 16-19 (OT),2,3.3,0,0,1,3,TE,PinkJa02
2110,Frank Darby,4,Sun,17,18,2023-01-08,25-122,ATL,NA,TAM,W 30-17,28,41.2,0,0,4,14.3,WR,DarbFr00
2117,Ty Johnson,10,Sun,17,18,2023-01-08,25-113,NYJ,@,MIA,L 6-11,21,37.5,0,0,10,45.5,RB,JohnTy02
2126,Jonathan Ward,11,Sat,17,18,2023-01-07,25-099,TEN,@,JAX,L 16-20,5,6.7,0,0,11,45.8,RB,WardJo00
2147,Luke Farrell,8,Sat,17,18,2023-01-07,25-085,JAX,NA,TEN,W 20-16,3,6.1,0,0,8,33.3,TE,FarrLu00
2156,Charlie Woerner,24,Sun,17,18,2023-01-08,25-084,SFO,NA,ARI,W 38-13,12,19.4,0,0,24,92.3,TE,WoerCh00
2161,Trayveon Williams,21,Sun,16,18,2023-01-08,25-082,CIN,NA,BAL,W 27-16,0,0,0,0,21,70,RB,WillTr06
2192,John Bates,8,Sun,17,18,2023-01-08,25-063,WAS,NA,DAL,W 26-6,39,59.1,0,0,8,23.5,TE,BateJo00
2205,Justice Hill,20,Sun,17,18,2023-01-08,25-055,BAL,@,CIN,L 16-27,17,21.8,0,0,20,66.7,RB,HillJu00
2213,Joshua Kelley,10,Sun,17,18,2023-01-08,25-049,LAC,@,DEN,L 28-31,28,41.2,0,0,10,32.3,RB,KellJo01
2237,Armani Rogers,33,Sun,17,18,2023-01-08,25-035,WAS,NA,DAL,W 26-6,11,16.7,0,0,33,97.1,TE,RogeAr00
2283,Sean McKeon,24,Sun,17,18,2023-01-08,25-011,DAL,@,WAS,L 6-26,5,7.5,0,0,24,70.6,TE,McKeSe01
2284,Raleigh Webb,18,Sun,17,18,2023-01-08,25-011,NWE,@,BUF,L 23-35,0,0,0,0,18,69.2,WR,WebbRa02
2308,Jake Funk,15,Sun,17,18,2023-01-08,24-362,IND,NA,HOU,L 31-32,0,0,0,0,15,55.6,RB,FunkJa00
2324,Ko Kieft,16,Sun,17,18,2023-01-08,24-353,TAM,@,ATL,L 17-30,9,16.4,0,0,16,57.1,TE,KiefKo00
2339,Jack Stoll,12,Sun,17,18,2023-01-08,24-345,PHI,NA,NYG,W 22-16,26,35.6,0,0,12,42.9,TE,StolJa00
2359,Kene Nwangwu,7,Sun,17,18,2023-01-08,24-333,MIN,@,CHI,W 29-13,10,14.1,0,0,7,30.4,RB,NwanKe00
2398,Benny Snell Jr.,15,Sun,17,18,2023-01-08,24-315,PIT,NA,CLE,W 28-14,0,0,0,0,15,68.2,RB,SnelBe00
2476,Patrick Taylor,8,Sun,17,18,2023-01-08,24-254,GNB,NA,DET,L 16-20,0,0,0,0,8,32,RB,TaylPa01
2490,Ty Chandler,11,Sun,17,18,2023-01-08,24-241,MIN,@,CHI,W 29-13,12,16.9,0,0,11,47.8,RB,ChanTy01
2500,Tim Jones,7,Sat,17,18,2023-01-07,24-236,JAX,NA,TEN,W 20-16,1,2,0,0,7,29.2,WR,JoneTi00
2530,Quez Watkins,1,Sun,17,18,2023-01-08,24-213,PHI,NA,NYG,W 22-16,31,42.5,0,0,1,3.6,WR,WatkQu00
2563,Austin Trammell,5,Sun,17,18,2023-01-08,24-188,LAR,@,SEA,L 16-19 (OT),7,11.5,0,0,5,15.2,WR,TramAu00
2578,Jalen Virgil,22,Sun,17,18,2023-01-08,24-179,DEN,NA,LAC,W 31-28,2,3.1,0,0,22,71,WR,VirgJa00
2582,Avery Williams,19,Sun,17,18,2023-01-08,24-177,ATL,NA,TAM,W 30-17,5,7.4,0,0,19,67.9,RB,WillAv02
2606,Brandon Johnson,3,Sun,17,18,2023-01-08,24-166,DEN,NA,LAC,W 31-28,7,10.8,0,0,3,9.7,WR,JohnBr23
2625,Freddie Swain,13,Sun,17,18,2023-01-08,24-157,DEN,NA,LAC,W 31-28,21,32.3,0,0,13,41.9,WR,SwaiFr00
2654,Hunter Long,4,Sun,17,18,2023-01-08,24-142,MIA,NA,NYJ,W 11-6,11,16.9,0,0,4,18.2,TE,LongHu00
2671,Rashid Shaheed,8,Sun,17,18,2023-01-08,24-130,NOR,NA,CAR,L 7-10,50,83.3,0,0,8,40,WR,ShahRa00
2687,DeeJay Dallas,16,Sun,17,18,2023-01-08,24-114,SEA,NA,LAR,W 19-16 (OT),11,15.7,0,0,16,48.5,RB,DallDe00
2710,Stone Smartt,11,Sun,17,18,2023-01-08,24-096,LAC,@,DEN,L 28-31,11,16.2,0,0,11,35.5,TE,SmarSt00
2737,Kenny Yeboah,18,Sun,17,18,2023-01-08,24-070,NYJ,@,MIA,L 6-11,12,21.4,0,0,18,81.8,TE,YeboKe00
2740,Jaylen Warren,9,Sun,17,18,2023-01-08,24-068,PIT,NA,CLE,W 28-14,31,42.5,0,0,9,40.9,RB,WarrJa01
2753,DeVonta Smith,1,Sun,17,18,2023-01-08,24-055,PHI,NA,NYG,W 22-16,73,100,0,0,1,3.6,WR,SmitDe07
2766,Jaylen Waddle,1,Sun,17,18,2023-01-08,24-044,MIA,NA,NYJ,W 11-6,49,75.4,0,0,1,4.5,WR,WaddJa00
2767,Malik Davis,8,Sun,17,18,2023-01-08,24-043,DAL,@,WAS,L 6-26,6,9,0,0,8,23.5,RB,DaviMa02
2769,Brock Wright,11,Sun,17,18,2023-01-08,24-042,DET,@,GNB,W 20-16,36,58.1,0,0,11,44,TE,WrigBr01
2776,Grant Calcaterra,6,Sun,17,18,2023-01-08,24-035,PHI,NA,NYG,W 22-16,11,15.1,0,0,6,21.4,TE,CalcGr00
2783,Troy Hairston,14,Sun,17,18,2023-01-08,24-031,HOU,@,IND,W 32-31,9,13.8,0,0,14,51.9,TE,HairTr00
2786,Pierre Strong,5,Sun,17,18,2023-01-08,24-029,NWE,@,BUF,L 23-35,1,1.5,0,0,5,19.2,RB,StroPi00
2815,Salvon Ahmed,4,Sun,17,18,2023-01-08,24-009,MIA,NA,NYJ,W 11-6,4,6.2,0,0,4,18.2,RB,AhmeSa01
2825,Trestan Ebner,11,Sun,17,18,2023-01-08,24-006,CHI,NA,MIN,L 13-29,8,15.7,0,0,11,47.8,RB,EbneTr00
2826,Jalen Reagor,3,Sun,17,18,2023-01-08,24-006,MIN,@,CHI,W 29-13,16,22.5,0,0,3,13,WR,ReagJa00
2833,Colby Parkinson,16,Sun,17,18,2023-01-08,24-000,SEA,NA,LAR,W 19-16 (OT),55,78.6,0,0,16,48.5,TE,ParkCo02
2846,Tre' McKitty,4,Sun,17,18,2023-01-08,23-361,LAC,@,DEN,L 28-31,23,33.8,0,0,4,12.9,TE,McKiTr00
2850,Jaelon Darden,3,Sun,17,18,2023-01-08,23-359,CLE,@,PIT,L 14-28,1,1.6,0,0,3,13.6,WR,DardJa00
2862,Jake Ferguson,17,Sun,17,18,2023-01-08,23-355,DAL,@,WAS,L 6-26,14,20.9,0,0,17,50,TE,FergJa00
2873,Quintin Morris,23,Sun,16,18,2023-01-08,23-352,BUF,NA,NWE,W 35-23,24,40.7,0,0,23,88.5,TE,MorrQu00
2876,Connor Heyward,15,Sun,17,18,2023-01-08,23-351,PIT,NA,CLE,W 28-14,25,34.2,0,0,15,68.2,TE,HeywCo00
2894,Kadarius Toney,3,Sat,17,18,2023-01-07,23-345,KAN,@,LVR,W 31-13,18,30.5,0,0,3,13,WR,ToneKa00
2898,Ronnie Rivers,3,Sun,17,18,2023-01-08,23-342,LAR,@,SEA,L 16-19 (OT),0,0,0,0,3,9.1,RB,RiveRo01
2921,Charlie Kolar,3,Sun,17,18,2023-01-08,23-332,BAL,@,CIN,L 16-27,34,43.6,0,0,3,10,TE,KolaCh00
2933,Larry Rountree,13,Sun,17,18,2023-01-08,23-329,LAC,@,DEN,L 28-31,8,11.8,0,0,13,41.9,RB,RounLa00
2945,Deon Jackson,6,Sun,17,18,2023-01-08,23-324,IND,NA,HOU,L 31-32,30,41.1,0,0,6,22.2,RB,JackDe02
2950,Donovan Peoples-Jones,1,Sun,17,18,2023-01-08,23-323,CLE,@,PIT,L 14-28,59,92.2,0,0,1,4.5,WR,PeopDo00
2974,Gary Brightwell,18,Sun,17,18,2023-01-08,23-314,NYG,@,PHI,L 16-22,29,46,0,0,18,64.3,RB,BrigGa00
2975,Lance McCutcheon,14,Sun,17,18,2023-01-08,23-314,LAR,@,SEA,L 16-19 (OT),1,1.6,0,0,14,42.4,WR,McCuLa01
2977,Jalen Nailor,3,Sun,17,18,2023-01-08,23-312,MIN,@,CHI,W 29-13,33,46.5,0,0,3,13,WR,NailJa00
2981,Isiah Pacheco,3,Sat,17,18,2023-01-07,23-311,KAN,@,LVR,W 31-13,21,35.6,0,0,3,13,RB,PachIs00
3001,Cole Kmet,2,Sun,17,18,2023-01-08,23-304,CHI,NA,MIN,L 13-29,48,94.1,0,0,2,8.7,TE,KmetCo00
3064,Danny Gray,2,Sun,17,18,2023-01-08,23-282,SFO,NA,ARI,W 38-13,17,27.4,0,0,2,7.7,WR,GrayDa02
3096,Eno Benjamin,2,Sun,17,18,2023-01-08,23-270,NOR,NA,CAR,L 7-10,6,10,0,0,2,10,RB,BenjEn00
3103,Cade Otton,5,Sun,17,18,2023-01-08,23-268,TAM,@,ATL,L 17-30,19,34.5,0,0,5,17.9,TE,OttoCa00
3125,Peyton Hendershot,26,Sun,17,18,2023-01-08,23-260,DAL,@,WAS,L 6-26,3,4.5,0,0,26,76.5,TE,HendPe01
3155,Noah Gray,15,Sat,17,18,2023-01-07,23-252,KAN,@,LVR,W 31-13,34,57.6,0,0,15,65.2,TE,GrayNo00
