rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
15,Marcedes Lewis,2,Sun,3,3,2022-09-25,38-129,GNB,@,TAM,W 14-12,22,35.5,0,0,2,8,TE,LewiMa00
32,Matthew Slater,23,Sun,3,3,2022-09-25,37-016,NWE,NA,BAL,L 26-37,0,0,0,0,23,85.2,WR,SlatMa00
52,Taiwan Jones,16,Sun,3,3,2022-09-25,34-061,BUF,@,MIA,L 19-21,0,0,0,0,16,72.7,RB,JoneTa00
58,Cole Beasley,3,Sun,3,3,2022-09-25,33-152,TAM,NA,GNB,L 12-14,9,13.8,0,0,3,12,WR,BeasCo00
89,Brandon Bolden,8,Sun,3,3,2022-09-25,32-242,LVR,@,TEN,L 22-24,25,35.7,0,0,8,33.3,RB,BoldBr00
140,Cordarrelle Patterson,6,Sun,3,3,2022-09-25,31-192,ATL,@,SEA,W 27-23,35,61.4,0,0,6,24,RB,PattCo00
151,Kyle Juszczyk,7,Sun,3,3,2022-09-25,31-155,SFO,@,DEN,L 10-11,35,62.5,0,0,7,25,FB,JuszKy00
216,Richard Rodgers,2,Sun,3,3,2022-09-25,30-246,LAC,NA,JAX,L 10-38,3,4.9,0,0,2,8.3,TE,RodgRi00
225,Michael Burton,12,Sun,3,3,2022-09-25,30-236,KAN,@,IND,L 17-20,5,7.9,0,0,12,52.2,RB,BurtMi00
239,Jake Kumerow,3,Sun,3,3,2022-09-25,30-220,BUF,@,MIA,L 19-21,5,5.4,0,0,3,13.6,WR,KumeJa00
284,Keith Smith,15,Sun,3,3,2022-09-25,30-170,ATL,@,SEA,W 27-23,23,40.4,0,0,15,60,WR,SmitKe03
285,Raheem Mostert,4,Sun,3,3,2022-09-25,30-169,MIA,NA,BUF,W 21-19,24,55.8,0,0,4,18.2,RB,MostRa00
286,Chris Manhertz,9,Sun,3,3,2022-09-25,30-168,JAX,@,LAC,W 38-10,36,47.4,0,0,9,37.5,TE,ManhCh00
287,Robert Woods,5,Sun,3,3,2022-09-25,30-168,TEN,NA,LVR,W 24-22,42,72.4,0,0,5,20.8,WR,WoodRo02
295,Jordan Akins,5,Sun,3,3,2022-09-25,30-159,HOU,@,CHI,L 20-23,17,28.8,0,0,5,17.2,TE,AkinJo00
302,Jerick McKinnon,5,Sun,3,3,2022-09-25,30-145,KAN,@,IND,L 17-20,33,52.4,0,0,5,21.7,RB,McKiJe00
347,Tyler Lockett,1,Sun,3,3,2022-09-25,29-362,SEA,NA,ATL,L 23-27,58,81.7,0,0,1,4,WR,LockTy00
371,Derek Watt,19,Thu,3,3,2022-09-22,29-319,PIT,@,CLE,L 17-29,1,1.7,0,0,19,67.9,FB,WattDe00
383,Jarvis Landry,3,Sun,3,3,2022-09-25,29-301,NOR,@,CAR,L 14-22,21,30.4,0,0,3,10.3,WR,LandJa00
404,Tyler Higbee,1,Sun,3,3,2022-09-25,29-267,LAR,@,ARI,W 20-12,45,93.8,0,0,1,4,TE,HigbTy00
412,C.J. Uzomah,13,Sun,3,3,2022-09-25,29-254,NYJ,NA,CIN,L 12-27,27,34.6,0,0,13,50,TE,UzomC.00
422,Stephen Anderson,12,Sun,3,3,2022-09-25,29-238,ARI,NA,LAR,L 12-20,6,7.2,0,0,12,48,TE,AndeSt01
439,Nick Boyle,9,Sun,3,3,2022-09-25,29-220,BAL,@,NWE,W 37-26,4,6.7,0,0,9,33.3,TE,BoylNi00
465,DeAndre Carter,9,Sun,3,3,2022-09-25,29-168,LAC,NA,JAX,L 10-38,45,73.8,0,0,9,37.5,WR,CartDe02
472,Keelan Cole,3,Sun,3,3,2022-09-25,29-158,LVR,@,TEN,L 22-24,40,57.1,0,0,3,12.5,WR,ColeKe00
486,Robbie Chosen,1,Sun,3,3,2022-09-25,29-139,CAR,NA,NOR,W 22-14,51,83.6,0,0,1,3.4,WR,AndeRo04
504,Ameer Abdullah,4,Sun,3,3,2022-09-25,29-104,LVR,@,TEN,L 22-24,0,0,0,0,4,16.7,RB,AbduAm00
508,Cooper Kupp,1,Sun,3,3,2022-09-25,29-102,LAR,@,ARI,W 20-12,48,100,0,0,1,4,WR,KuppCo00
509,Chris Moore,3,Sun,3,3,2022-09-25,29-101,HOU,@,CHI,L 20-23,31,52.5,0,0,3,10.3,WR,MoorCh00
