rk,player,st_snp_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp_17,st_percent,pos,x9999
326,Chris Conley,10,Sun,14,15,2022-12-18,30-054,TEN,@,LAC,L 14-17,31,50,0,0,10,37,WR,ConlCh00
330,Derek Watt,17,Sun,14,15,2022-12-18,30-041,PIT,@,CAR,W 24-16,9,13.2,0,0,17,68,FB,WattDe00
360,C.J. Uzomah,12,Sun,14,15,2022-12-18,29-338,NYJ,NA,DET,L 17-20,32,50.8,0,0,12,42.9,TE,UzomC.00
370,Stephen Anderson,15,Sun,14,15,2022-12-18,29-322,ARI,@,DEN,L 15-24,4,6.2,0,0,15,53.6,TE,AndeSt01
381,Nick Boyle,4,Sat,14,15,2022-12-17,29-303,BAL,@,CLE,L 3-13,1,1.6,0,0,4,22.2,TE,BoylNi00
391,Nick Vannett,4,Sun,14,15,2022-12-18,29-287,NYG,@,WAS,W 20-12,10,15.9,0,0,4,16,TE,VannNi00
415,DeAndre Carter,10,Sun,14,15,2022-12-18,29-252,LAC,NA,TEN,W 17-14,16,22.5,0,0,10,37,WR,CartDe02
440,Malcolm Brown,13,Mon,14,15,2022-12-19,29-218,LAR,@,GNB,L 12-24,7,15.6,0,0,13,61.9,RB,BrowMa03
454,Ameer Abdullah,21,Sun,14,15,2022-12-18,29-188,LVR,NA,NWE,W 30-24,15,22.1,0,0,21,65.6,RB,AbduAm00
479,C.J. Ham,30,Sat,14,15,2022-12-17,29-148,MIN,NA,IND,W 39-36 (OT),14,15.6,0,0,30,69.8,FB,HamxC.00
513,Breshad Perriman,4,Sun,14,15,2022-12-18,29-099,TAM,NA,CIN,L 23-34,7,9.5,0,0,4,16,WR,PerrBr02
520,Mack Hollins,3,Sun,14,15,2022-12-18,29-093,LVR,NA,NWE,W 30-24,60,88.2,1,1.5,3,9.4,WR,HollMa00
521,Geoff Swaim,7,Sun,14,15,2022-12-18,29-093,TEN,@,LAC,L 14-17,32,51.6,0,0,7,25.9,TE,SwaiGe00
523,Mo Alie-Cox,8,Sat,14,15,2022-12-17,29-089,IND,@,MIN,L 36-39 (OT),40,50.6,0,0,8,18.6,TE,AlieMo00
544,George Kittle,1,Thu,14,15,2022-12-15,29-067,SFO,@,SEA,W 21-13,54,84.4,0,0,1,3.6,TE,KittGe00
630,Jonathan Williams,13,Sun,14,15,2022-12-18,28-319,WAS,NA,NYG,L 12-20,0,0,0,0,13,52,RB,WillJo07
633,Justin Hardee,24,Sun,14,15,2022-12-18,28-314,NYJ,NA,DET,L 17-20,0,0,0,0,24,85.7,WR,HardJu01
662,Maxx Williams,8,Sun,14,15,2022-12-18,28-250,ARI,@,DEN,L 15-24,13,20,0,0,8,28.6,TE,WillMa04
677,Trent Taylor,3,Sun,14,15,2022-12-18,28-232,CIN,@,TAM,W 34-23,1,1.5,0,0,3,12,WR,TaylTr02
678,Eric Saubert,19,Sun,14,15,2022-12-18,28-231,DEN,NA,ARI,W 24-15,41,59.4,0,0,19,67.9,TE,SaubEr00
682,Dare Ogunbowale,5,Sun,14,15,2022-12-18,28-228,HOU,NA,KAN,L 24-30 (OT),27,42.9,0,0,5,17.9,RB,OgunDa00
705,Patrick Ricard,4,Sat,14,15,2022-12-17,28-204,BAL,@,CLE,L 3-13,35,55.6,0,0,4,22.2,FB,RicaPa00
772,Marcus Johnson,15,Sun,14,15,2022-12-18,28-135,NYG,@,WAS,W 20-12,2,3.2,0,0,15,60,WR,JohnMa07
776,Kalif Raymond,6,Sun,14,15,2022-12-18,28-132,DET,@,NYJ,W 20-17,20,29.4,0,0,6,21.4,WR,RaymKa00
800,Godwin Igwebuike,19,Thu,14,15,2022-12-15,28-096,SEA,NA,SFO,L 13-21,0,0,0,0,19,67.9,RB,IgweGo00
825,Corey Clement,9,Sun,14,15,2022-12-18,28-046,ARI,@,DEN,L 15-24,0,0,0,0,9,32.1,RB,ClemCo00
841,Johnny Mundt,8,Sat,14,15,2022-12-17,28-024,MIN,NA,IND,W 39-36 (OT),16,17.8,0,0,8,18.6,TE,MundJo00
852,Hunter Henry,5,Sun,14,15,2022-12-18,28-011,NWE,@,LVR,L 24-30,52,80,0,0,5,15.6,TE,HenrHu00
863,Jakob Johnson,13,Sun,14,15,2022-12-18,28-003,LVR,NA,NWE,W 30-24,15,22.1,0,0,13,40.6,FB,JohnJa12
868,Zach Pascal,16,Sun,14,15,2022-12-18,28-000,PHI,@,CHI,W 25-20,18,24.7,0,0,16,64,WR,PascZa00
884,KhaDarel Hodge,17,Sun,14,15,2022-12-18,27-349,ATL,@,NOR,L 18-21,13,17.6,0,0,17,77.3,WR,HodgKh00
906,Ross Dwelley,21,Thu,14,15,2022-12-15,27-323,SFO,@,SEA,W 21-13,1,1.6,0,0,21,75,TE,DwelRo00
941,Matt Breida,6,Sun,14,15,2022-12-18,27-293,NYG,@,WAS,W 20-12,11,17.5,0,0,6,24,RB,BreiMa00
962,Dan Arnold,8,Sun,14,15,2022-12-18,27-278,JAX,NA,DAL,W 40-34 (OT),7,10,0,0,8,24.2,TE,ArnoDa00
987,Jamal Agnew,12,Sun,14,15,2022-12-18,27-259,JAX,NA,DAL,W 40-34 (OT),10,14.3,0,0,12,36.4,WR,AgneJa00
990,Justin Watson,2,Sun,14,15,2022-12-18,27-258,KAN,@,HOU,W 30-24 (OT),50,64.9,0,0,2,7.1,WR,WatsJu01
1017,Kevin Rader,11,Sun,14,15,2022-12-18,27-236,TEN,@,LAC,L 14-17,8,12.9,0,0,11,40.7,TE,RadeKe00
1019,Boston Scott,4,Sun,14,15,2022-12-18,27-235,PHI,@,CHI,W 25-20,4,5.5,0,0,4,16,RB,ScotBo02
1050,Parker Hesse,11,Sun,14,15,2022-12-18,27-206,ATL,@,NOR,L 18-21,42,56.8,0,0,11,50,TE,HessPa00
1121,Tyler Conklin,10,Sun,14,15,2022-12-18,27-141,NYJ,NA,DET,L 17-20,47,74.6,0,0,10,35.7,TE,ConkTy00
1127,Durham Smythe,14,Sat,14,15,2022-12-17,27-130,MIA,@,BUF,L 29-32,38,64.4,0,0,14,46.7,TE,SmytDu00
1156,Richie James,4,Sun,14,15,2022-12-18,27-104,NYG,@,WAS,W 20-12,50,79.4,0,0,4,16,WR,JameRi00
1165,Brandon Powell,10,Mon,14,15,2022-12-19,27-098,LAR,@,GNB,L 12-24,8,17.8,0,0,10,47.6,WR,PoweBr00
1172,Samaje Perine,5,Sun,14,15,2022-12-18,27-093,CIN,@,TAM,W 34-23,25,37.9,0,0,5,20,RB,PeriSa00
1199,Braxton Berrios,11,Sun,14,15,2022-12-18,27-073,NYJ,NA,DET,L 17-20,27,42.9,0,0,11,39.3,WR,BerrBr00
1200,Chris Myarick,13,Sun,14,15,2022-12-18,27-073,NYG,@,WAS,W 20-12,6,9.5,0,0,13,52,FB,MyarCh00
1222,Dante Pettis,2,Sun,14,15,2022-12-18,27-056,CHI,NA,PHI,L 20-25,47,79.7,0,0,2,8,WR,PettDa00
1264,Cedrick Wilson Jr.,5,Sat,14,15,2022-12-17,27-027,MIA,@,BUF,L 29-32,13,22,0,0,5,16.7,WR,WilsCe01
1284,Jody Fortson,14,Sun,14,15,2022-12-18,27-011,KAN,@,HOU,W 30-24 (OT),12,15.6,0,0,14,50,TE,FortJo01
1289,Trenton Irwin,1,Sun,14,15,2022-12-18,27-008,CIN,@,TAM,W 34-23,16,24.2,0,0,1,4,WR,IrwiTr00
1307,Hunter Renfrow,6,Sun,14,15,2022-12-18,26-362,LVR,NA,NWE,W 30-24,29,42.6,0,0,6,18.8,WR,RenfHu00
1327,Noah Brown,5,Sun,14,15,2022-12-18,26-346,DAL,@,JAX,L 34-40 (OT),56,74.7,0,0,5,15.2,WR,BrowNo00
1328,Cam Sims,13,Sun,14,15,2022-12-18,26-346,WAS,NA,NYG,L 12-20,5,7.9,0,0,13,52,WR,SimsCa00
1329,Tre'Quan Smith,4,Sun,14,15,2022-12-18,26-345,NOR,NA,ATL,W 21-18,18,32.7,0,0,4,18.2,WR,SmitTr03
1347,Nsimba Webster,10,Sun,14,15,2022-12-18,26-325,CHI,NA,PHI,L 20-25,10,16.9,0,0,10,40,WR,WebsNs00
1376,Royce Freeman,5,Sun,14,15,2022-12-18,26-297,HOU,NA,KAN,L 24-30 (OT),24,38.1,0,0,5,17.9,RB,FreeRo00
1377,Trent Sherfield,11,Sat,14,15,2022-12-17,26-295,MIA,@,BUF,L 29-32,32,54.2,0,0,11,36.7,WR,SherTr00
1378,D'Ernest Johnson,9,Sat,14,15,2022-12-17,26-293,CLE,NA,BAL,W 13-3,3,4.5,0,0,9,50,RB,JohnDE04
1409,James Washington,6,Sun,14,15,2022-12-18,26-260,DAL,@,JAX,L 34-40 (OT),4,5.3,0,0,6,18.2,WR,WashJa00
1422,Justin Jackson,19,Sun,14,15,2022-12-18,26-240,DET,@,NYJ,W 20-17,22,32.4,0,0,19,67.9,RB,JackJu01
1437,Andrew Beck,19,Sun,14,15,2022-12-18,26-217,DEN,NA,ARI,W 24-15,21,30.4,0,0,19,67.9,TE,BeckAn01
1457,Ian Thomas,9,Sun,14,15,2022-12-18,26-195,CAR,NA,PIT,L 16-24,21,45.7,0,0,9,36,TE,ThomIa00
1461,Christian McCaffrey,1,Thu,14,15,2022-12-15,26-191,SFO,@,SEA,W 21-13,57,89.1,0,0,1,3.6,RB,McCaCh01
1470,Khari Blasingame,17,Sun,14,15,2022-12-18,26-170,CHI,NA,PHI,L 20-25,7,11.9,0,0,17,68,FB,BlasKh00
1476,Diontae Johnson,1,Sun,14,15,2022-12-18,26-166,PIT,@,CAR,W 24-16,50,73.5,0,0,1,4,WR,JohnDi01
1477,Penny Hart,8,Thu,14,15,2022-12-15,26-163,SEA,NA,SFO,L 13-21,2,3.1,0,0,8,28.6,WR,HartPe01
1480,Alec Ingold,9,Sat,14,15,2022-12-17,26-161,MIA,@,BUF,L 29-32,32,54.2,0,0,9,30,FB,IngoAl01
1481,Will Dissly,14,Thu,14,15,2022-12-15,26-160,SEA,NA,SFO,L 13-21,37,57.8,0,0,14,50,TE,DissWi00
1507,KaVontae Turpin,9,Sun,14,15,2022-12-18,26-138,DAL,@,JAX,L 34-40 (OT),2,2.7,0,0,9,27.3,WR,TurpKa00
1556,Stanley Morgan Jr.,17,Sun,14,15,2022-12-18,26-102,CIN,@,TAM,W 34-23,10,15.2,0,0,17,68,WR,MorgSt02
1563,Zach Gentry,5,Sun,14,15,2022-12-18,26-099,PIT,@,CAR,W 24-16,42,61.8,0,0,5,20,TE,GentZa00
1565,Jamycal Hasty,8,Sun,14,15,2022-12-18,26-097,JAX,NA,DAL,W 40-34 (OT),16,22.9,0,0,8,24.2,RB,HastJa02
1568,Juwan Johnson,3,Sun,14,15,2022-12-18,26-096,NOR,NA,ATL,W 21-18,28,50.9,0,0,3,13.6,TE,JohnJu02
1583,James Proche,2,Sat,14,15,2022-12-17,26-087,BAL,@,CLE,L 3-13,3,4.8,0,0,2,11.1,WR,ProcJa00
1601,Devine Ozigbo,13,Sun,14,15,2022-12-18,26-077,DEN,NA,ARI,W 24-15,5,7.2,0,0,13,46.4,RB,OzigDe01
1620,Miles Boykin,13,Sun,14,15,2022-12-18,26-067,PIT,@,CAR,W 24-16,25,36.8,0,0,13,52,WR,BoykMi00
1625,Giovanni Ricci,10,Sun,14,15,2022-12-18,26-063,CAR,NA,PIT,L 16-24,2,4.3,0,0,10,40,TE,RiccGi00
1629,Ray-Ray McCloud,11,Thu,14,15,2022-12-15,26-061,SFO,@,SEA,W 21-13,27,42.2,0,0,11,39.3,WR,McClRa00
1662,Mitchell Wilcox,9,Sun,14,15,2022-12-18,26-041,CIN,@,TAM,W 34-23,60,90.9,0,0,9,36,TE,WilcMi01
1673,Nyheim Hines,12,Sat,14,15,2022-12-17,26-035,BUF,NA,MIA,W 32-29,3,3.8,0,0,12,40,RB,HineNy00
1681,Shane Zylstra,3,Sun,14,15,2022-12-18,26-032,DET,@,NYJ,W 20-17,25,36.8,0,0,3,10.7,TE,ZylsSh00
1703,Stephen Sullivan,11,Sun,14,15,2022-12-18,26-020,CAR,NA,PIT,L 16-24,13,28.3,0,0,11,44,TE,SullSt00
1772,Kirk Merritt,9,Sun,14,15,2022-12-18,25-347,NOR,NA,ATL,W 21-18,0,0,0,0,9,40.9,WR,MerrKi00
1789,Adam Prentice,13,Sun,14,15,2022-12-18,25-336,NOR,NA,ATL,W 21-18,5,9.1,0,0,13,59.1,FB,PrenAd00
1796,Nikola Kalinic,9,Sat,14,15,2022-12-17,25-330,IND,@,MIN,L 36-39 (OT),9,11.4,0,0,9,20.9,TE,KaliNi00
1815,Adam Trautman,4,Sun,14,15,2022-12-18,25-316,NOR,NA,ATL,W 21-18,36,65.5,0,0,4,18.2,TE,TrauAd00
1826,Josiah Deguara,9,Mon,14,15,2022-12-19,25-308,GNB,NA,LAR,W 24-12,20,28.2,0,0,9,42.9,TE,DeguJo00
1834,Myles Gaskin,6,Sat,14,15,2022-12-17,25-305,MIA,@,BUF,L 29-32,0,0,0,0,6,20,RB,GaskMy00
1852,Jesper Horsted,18,Sun,14,15,2022-12-18,25-294,LVR,NA,NWE,W 30-24,0,0,0,0,18,56.3,WR,HorsJe00
1882,Britain Covey,6,Sun,14,15,2022-12-18,25-275,PHI,@,CHI,W 25-20,0,0,0,0,6,24,WR,CoveBr00
1889,Josh Oliver,4,Sat,14,15,2022-12-17,25-271,BAL,@,CLE,L 3-13,26,41.3,0,0,4,22.2,TE,OlivJo00
1899,Steven Sims,9,Sun,14,15,2022-12-18,25-262,PIT,@,CAR,W 24-16,29,42.6,0,0,9,36,WR,SimsSt00
1902,Tyler Davis,18,Mon,14,15,2022-12-19,25-261,GNB,NA,LAR,W 24-12,11,15.5,0,0,18,85.7,TE,DaviTy02
1918,D.J. Moore,1,Sun,14,15,2022-12-18,25-248,CAR,NA,PIT,L 16-24,44,95.7,0,0,1,4,WR,MoorD.00
1936,Jeff Smith,4,Sun,14,15,2022-12-18,25-241,NYJ,NA,DET,L 17-20,29,46,0,0,4,14.3,WR,SmitJe03
1962,Ke'Shawn Vaughn,13,Sun,14,15,2022-12-18,25-228,TAM,NA,CIN,L 23-34,0,0,0,0,13,52,RB,VaugKe00
1968,Foster Moreau,8,Sun,14,15,2022-12-18,25-226,LVR,NA,NWE,W 30-24,38,55.9,0,0,8,25,TE,MoreFo00
1979,Velus Jones Jr.,6,Sun,14,15,2022-12-18,25-221,CHI,NA,PHI,L 20-25,40,67.8,0,0,6,24,WR,JoneVe00
1989,Ashton Dulin,27,Sat,14,15,2022-12-17,25-216,IND,@,MIN,L 36-39 (OT),18,22.8,0,0,27,62.8,WR,DuliAs00
2050,A.J. Brown,1,Sun,14,15,2022-12-18,25-171,PHI,@,CHI,W 25-20,65,89,0,0,1,4,WR,BrowAJ00
2092,Scott Miller,10,Sun,14,15,2022-12-18,25-140,TAM,NA,CIN,L 23-34,8,10.8,0,0,10,40,WR,MillSc01
2105,Devin Asiasi,13,Sun,14,15,2022-12-18,25-126,CIN,@,TAM,W 34-23,17,25.8,0,0,13,52,TE,AsiaDe00
2113,Reggie Gilliam,21,Sat,14,15,2022-12-17,25-119,BUF,NA,MIA,W 32-29,7,9,0,0,21,70,FB,GillRe00
2132,Devin Duvernay,7,Sat,14,15,2022-12-17,25-096,BAL,@,CLE,L 3-13,45,71.4,0,0,7,38.9,WR,DuveDe00
2138,Ty Johnson,13,Sun,14,15,2022-12-18,25-092,NYJ,NA,DET,L 17-20,0,0,0,0,13,46.4,RB,JohnTy02
2174,Chris Evans,13,Sun,14,15,2022-12-18,25-074,CIN,@,TAM,W 34-23,0,0,0,0,13,52,RB,EvanCh02
2183,Brittain Brown,11,Sun,14,15,2022-12-18,25-069,LVR,NA,NWE,W 30-24,0,0,0,0,11,34.4,RB,BrowBr06
2189,Luke Farrell,11,Sun,14,15,2022-12-18,25-065,JAX,NA,DAL,W 40-34 (OT),3,4.3,0,0,11,33.3,TE,FarrLu00
2194,Trayveon Williams,16,Sun,14,15,2022-12-18,25-061,CIN,@,TAM,W 34-23,0,0,0,0,16,64,RB,WillTr06
2196,Charlie Woerner,24,Thu,14,15,2022-12-15,25-060,SFO,@,SEA,W 21-13,6,9.4,0,0,24,85.7,TE,WoerCh00
2225,John Bates,3,Sun,14,15,2022-12-18,25-042,WAS,NA,NYG,L 12-20,36,57.1,0,0,3,12,TE,BateJo00
2243,Justice Hill,10,Sat,14,15,2022-12-17,25-033,BAL,@,CLE,L 3-13,24,38.1,0,0,10,55.6,RB,HillJu00
2250,Joshua Kelley,10,Sun,14,15,2022-12-18,25-028,LAC,NA,TEN,W 17-14,25,35.2,0,0,10,37,RB,KellJo01
2309,Feleipe Franks,12,Sun,14,15,2022-12-18,24-361,ATL,@,NOR,L 18-21,4,5.4,0,0,12,54.5,QB,FranFe00
2321,Sean McKeon,21,Sun,14,15,2022-12-18,24-355,DAL,@,JAX,L 34-40 (OT),5,6.7,0,0,21,63.6,TE,McKeSe01
2322,Raleigh Webb,16,Sun,14,15,2022-12-18,24-355,NWE,@,LVR,L 24-30,0,0,0,0,16,50,WR,WebbRa02
2361,Ko Kieft,16,Sun,14,15,2022-12-18,24-332,TAM,NA,CIN,L 23-34,20,27,0,0,16,64,TE,KiefKo00
2379,Jack Stoll,7,Sun,14,15,2022-12-18,24-324,PHI,@,CHI,W 25-20,58,79.5,0,0,7,28,TE,StolJa00
2404,Kene Nwangwu,10,Sat,14,15,2022-12-17,24-311,MIN,NA,IND,W 39-36 (OT),0,0,0,0,10,23.3,RB,NwanKe00
2432,Benny Snell Jr.,12,Sun,14,15,2022-12-18,24-294,PIT,@,CAR,W 24-16,0,0,0,0,12,48,RB,SnelBe00
2444,Najee Harris,1,Sun,14,15,2022-12-18,24-284,PIT,@,CAR,W 24-16,45,66.2,0,0,1,4,RB,HarrNa00
2457,Tanner Conner,4,Sat,14,15,2022-12-17,24-272,MIA,@,BUF,L 29-32,0,0,0,0,4,13.3,TE,ConnTa00
2466,Kylen Granson,13,Sat,14,15,2022-12-17,24-265,IND,@,MIN,L 36-39 (OT),26,32.9,0,0,13,30.2,TE,GranKy00
2496,Harrison Bryant,2,Sat,14,15,2022-12-17,24-238,CLE,NA,BAL,W 13-3,27,40.9,0,0,2,11.1,TE,BryaHa00
2506,Patrick Taylor,5,Mon,14,15,2022-12-19,24-234,GNB,NA,LAR,W 24-12,9,12.7,0,0,5,23.8,RB,TaylPa01
2509,AJ Dillon,1,Mon,14,15,2022-12-19,24-231,GNB,NA,LAR,W 24-12,26,36.6,0,0,1,4.8,RB,DillAJ00
2528,Tim Jones,10,Sun,14,15,2022-12-18,24-216,JAX,NA,DAL,W 40-34 (OT),9,12.9,0,0,10,30.3,WR,JoneTi00
2541,Greg Dortch,16,Sun,14,15,2022-12-18,24-203,ARI,@,DEN,L 15-24,6,9.2,0,0,16,57.1,WR,DortGr01
2557,Quez Watkins,1,Sun,14,15,2022-12-18,24-192,PHI,@,CHI,W 25-20,48,65.8,0,0,1,4,WR,WatkQu00
2575,Alexander Mattison,10,Sat,14,15,2022-12-17,24-181,MIN,NA,IND,W 39-36 (OT),13,14.4,0,0,10,23.3,RB,MattAl01
2579,Antonio Gibson,5,Sun,14,15,2022-12-18,24-178,WAS,NA,NYG,L 12-20,38,60.3,0,0,5,20,RB,GibsAn00
2603,Austin Trammell,5,Mon,14,15,2022-12-19,24-168,LAR,@,GNB,L 12-24,14,31.1,0,0,5,23.8,WR,TramAu00
2613,Darrynton Evans,12,Sun,14,15,2022-12-18,24-162,CHI,NA,PHI,L 20-25,16,27.1,0,0,12,48,RB,EvanDa02
2620,Jalen Virgil,15,Sun,14,15,2022-12-18,24-158,DEN,NA,ARI,W 24-15,1,1.4,0,0,15,53.6,WR,VirgJa00
2628,Avery Williams,15,Sun,14,15,2022-12-18,24-156,ATL,@,NOR,L 18-21,10,13.5,0,0,15,68.2,RB,WillAv02
2647,Brandon Johnson,4,Sun,14,15,2022-12-18,24-145,DEN,NA,ARI,W 24-15,41,59.4,0,0,4,14.3,WR,JohnBr23
2670,Travis Homer,15,Thu,14,15,2022-12-15,24-130,SEA,NA,SFO,L 13-21,16,25,0,0,15,53.6,RB,HomeTr00
2693,Mason Kinsey,7,Sun,14,15,2022-12-18,24-111,TEN,@,LAC,L 14-17,0,0,0,0,7,25.9,WR,KinsMa00
2695,Rashid Shaheed,9,Sun,14,15,2022-12-18,24-109,NOR,NA,ATL,W 21-18,39,70.9,0,0,9,40.9,WR,ShahRa00
2733,Laviska Shenault Jr.,2,Sun,14,15,2022-12-18,24-074,CAR,NA,PIT,L 16-24,13,28.3,0,0,2,8,WR,ShenLa00
2755,Shi Smith,3,Sun,14,15,2022-12-18,24-053,CAR,NA,PIT,L 16-24,21,45.7,0,0,3,12,WR,SmitSh03
2761,Kenny Yeboah,23,Sun,14,15,2022-12-18,24-049,NYJ,NA,DET,L 17-20,0,0,0,0,23,82.1,TE,YeboKe00
2762,Jaylen Warren,9,Sun,14,15,2022-12-18,24-047,PIT,@,CAR,W 24-16,23,33.8,0,0,9,36,RB,WarrJa01
2779,DeVonta Smith,1,Sun,14,15,2022-12-18,24-034,PHI,@,CHI,W 25-20,70,95.9,0,0,1,4,WR,SmitDe07
2794,Malik Davis,21,Sun,14,15,2022-12-18,24-022,DAL,@,JAX,L 34-40 (OT),0,0,0,0,21,63.6,RB,DaviMa02
2795,Nick Muse,18,Sat,14,15,2022-12-17,24-022,MIN,NA,IND,W 39-36 (OT),0,0,0,0,18,41.9,TE,MuseNi00
2798,Brock Wright,8,Sun,14,15,2022-12-18,24-021,DET,@,NYJ,W 20-17,32,47.1,0,0,8,28.6,TE,WrigBr01
2807,Grant Calcaterra,8,Sun,14,15,2022-12-18,24-014,PHI,@,CHI,W 25-20,29,39.7,0,0,8,32,TE,CalcGr00
2814,Troy Hairston,11,Sun,14,15,2022-12-18,24-010,HOU,NA,KAN,L 24-30 (OT),8,12.7,0,0,11,39.3,TE,HairTr00
2819,Zander Horvath,19,Sun,14,15,2022-12-18,24-008,LAC,NA,TEN,W 17-14,2,2.8,0,0,19,70.4,FB,HorvZa00
2820,Pierre Strong,13,Sun,14,15,2022-12-18,24-008,NWE,@,LVR,L 24-30,17,26.2,0,0,13,40.6,RB,StroPi00
2880,Trestan Ebner,12,Sun,14,15,2022-12-18,23-350,CHI,NA,PHI,L 20-25,5,8.5,0,0,12,48,RB,EbneTr00
2883,Jalen Reagor,7,Sat,14,15,2022-12-17,23-349,MIN,NA,IND,W 39-36 (OT),7,7.8,0,0,7,16.3,WR,ReagJa00
2900,Colby Parkinson,9,Thu,14,15,2022-12-15,23-341,SEA,NA,SFO,L 13-21,25,39.1,0,0,9,32.1,TE,ParkCo02
2904,Tre' McKitty,1,Sun,14,15,2022-12-18,23-340,LAC,NA,TEN,W 17-14,23,32.4,0,0,1,3.7,TE,McKiTr00
2905,Rachaad White,1,Sun,14,15,2022-12-18,23-340,TAM,NA,CIN,L 23-34,29,39.2,0,0,1,4,RB,WhitRa01
2917,Tee Higgins,1,Sun,14,15,2022-12-18,23-334,CIN,@,TAM,W 34-23,53,80.3,0,0,1,4,WR,HiggTe00
2928,Connor Heyward,16,Sun,14,15,2022-12-18,23-330,PIT,@,CAR,W 24-16,4,5.9,0,0,16,64,TE,HeywCo00
2929,Quintin Morris,25,Sat,14,15,2022-12-17,23-330,BUF,NA,MIA,W 32-29,13,16.7,0,0,25,83.3,TE,MorrQu00
2942,Kadarius Toney,5,Sun,14,15,2022-12-18,23-325,KAN,@,HOU,W 30-24 (OT),5,6.5,0,0,5,17.9,WR,ToneKa00
2953,Ronnie Rivers,5,Mon,14,15,2022-12-19,23-322,LAR,@,GNB,L 12-24,0,0,0,0,5,23.8,RB,RiveRo01
3007,Deon Jackson,9,Sat,14,15,2022-12-17,23-302,IND,@,MIN,L 36-39 (OT),25,31.6,0,0,9,20.9,RB,JackDe02
3011,Donovan Peoples-Jones,1,Sat,14,15,2022-12-17,23-301,CLE,NA,BAL,W 13-3,51,77.3,0,0,1,5.6,WR,PeopDo00
3034,Lance McCutcheon,9,Mon,14,15,2022-12-19,23-294,LAR,@,GNB,L 12-24,1,2.2,0,0,9,42.9,WR,McCuLa01
3035,Gary Brightwell,15,Sun,14,15,2022-12-18,23-293,NYG,@,WAS,W 20-12,0,0,0,0,15,60,RB,BrigGa00
