"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cooper Kupp",LAR,"at ARI","3 out of 5 stars","A+","19.1"
"2","Justin Jefferson",MIN,"vs. DET","2 out of 5 stars","A+","18.6"
"3","Davante Adams",LV,"at TEN","4 out of 5 stars","A+","16.2"
"4","Stefon Diggs",BUF,"at MIA","3 out of 5 stars","A+","16.1"
"5","Ja'Marr Chase",CIN,"at NYJ","4 out of 5 stars","A+","15.8"
"6","A.J. Brown",PHI,"at WAS","3 out of 5 stars","A","15.5"
"7","Tyreek Hill",MIA,"vs. BUF","2 out of 5 stars","A","13.9"
"8","Amon-Ra St. Brown",DET,"at MIN","4 out of 5 stars","A","13.9"
"9","Deebo Samuel",SF,"at DEN","2 out of 5 stars","A","13.4"
"10","Jaylen Waddle",MIA,"vs. BUF","2 out of 5 stars","A","12.4"
"11","Tee Higgins",CIN,"at NYJ","4 out of 5 stars","A","12.3"
"12","Courtland Sutton",DEN,"vs. SF","3 out of 5 stars","A","12.1"
"13","Mike Williams",LAC,"vs. JAC","4 out of 5 stars","A-","11.8"
"14","Christian Kirk",JAC,"at LAC","2 out of 5 stars","A","11.3"
"15","Brandin Cooks",HOU,"at CHI","3 out of 5 stars","A-","11.3"
"16","Michael Pittman Jr.",IND,"vs. KC","3 out of 5 stars","A-","11.2"
"17","Michael Thomas",NO,"at CAR","4 out of 5 stars","A-","11.2"
"18","Marquise Brown",ARI,"vs. LAR","3 out of 5 stars","A-","11.1"
"19","Gabe Davis",BUF,"at MIA","3 out of 5 stars","A-","11.0"
"20","CeeDee Lamb",DAL,"at NYG","4 out of 5 stars","A-","10.9"
"21","DJ Moore",CAR,"vs. NO","4 out of 5 stars","B+","10.8"
"22","Drake London",ATL,"at SEA","2 out of 5 stars","B+","10.6"
"23","Diontae Johnson",PIT,"at CLE","3 out of 5 stars","B+","10.7"
"24","Rashod Bateman",BAL,"at NE","2 out of 5 stars","B+","10.3"
"25","Terry McLaurin",WAS,"vs. PHI","3 out of 5 stars","B+","10.2"
"26","DK Metcalf",SEA,"vs. ATL","4 out of 5 stars","B","10.2"
"27","Curtis Samuel",WAS,"vs. PHI","3 out of 5 stars","B","10.1"
"28","Allen Robinson II",LAR,"at ARI","3 out of 5 stars","B","10.0"
"29","Garrett Wilson",NYJ,"vs. CIN","3 out of 5 stars","B-","9.9"
"30","Amari Cooper",CLE,"vs. PIT","3 out of 5 stars","B-","9.8"
"31","Brandon Aiyuk",SF,"at DEN","2 out of 5 stars","B-","9.8"
"32","JuJu Smith-Schuster",KC,"at IND","3 out of 5 stars","B-","9.7"
"33","Tyler Lockett",SEA,"vs. ATL","4 out of 5 stars","B-","9.5"
"34","Adam Thielen",MIN,"vs. DET","2 out of 5 stars","B-","9.4"
"35","Elijah Moore",NYJ,"vs. CIN","3 out of 5 stars","C+","9.4"
"36","Jerry Jeudy",DEN,"vs. SF","3 out of 5 stars","C+","9.2"
"37","DeVonta Smith",PHI,"at WAS","3 out of 5 stars","C+","9.1"
"38","Jakobi Meyers",NE,"vs. BAL","4 out of 5 stars","C+","9.0"
"39","Chris Olave",NO,"at CAR","4 out of 5 stars","C+","9.0"
"40","Jahan Dotson",WAS,"vs. PHI","3 out of 5 stars","C+","9.0"
"41","Darnell Mooney",CHI,"vs. HOU","4 out of 5 stars","C+","9.0"
"42","Allen Lazard",GB,"at TB","2 out of 5 stars","C","8.9"
"43","Treylon Burks",TEN,"vs. LV","4 out of 5 stars","C","8.6"
"44","Sterling Shepard",NYG,"vs. DAL","3 out of 5 stars","C","8.5"
"45","Russell Gage",TB,"vs. GB","2 out of 5 stars","C","8.5"
"46","Jarvis Landry",NO,"at CAR","4 out of 5 stars","C","8.4"
"47","Chase Claypool",PIT,"at CLE","3 out of 5 stars","C","8.3"
"48","Marquez Valdes-Scantling",KC,"at IND","3 out of 5 stars","C","8.3"
"49","D.J. Chark Jr.",DET,"at MIN","4 out of 5 stars","C","8.1"
"50","Robbie Anderson",CAR,"vs. NO","4 out of 5 stars","C","8.1"
"51","Corey Davis",NYJ,"vs. CIN","3 out of 5 stars","C-","8.0"
"52","Tyler Boyd",CIN,"at NYJ","4 out of 5 stars","C-","7.9"
"53","Joshua Palmer",LAC,"vs. JAC","4 out of 5 stars","C-","7.8"
"54","Mecole Hardman",KC,"at IND","3 out of 5 stars","C-","7.7"
"55","Robert Woods",TEN,"vs. LV","4 out of 5 stars","C-","7.6"
"56","Greg Dortch",ARI,"vs. LAR","3 out of 5 stars","C-","7.6"
"57","Zay Jones",JAC,"at LAC","2 out of 5 stars","D+","7.5"
"58","Noah Brown",DAL,"at NYG","4 out of 5 stars","D+","7.4"
"59","Nelson Agholor",NE,"vs. BAL","4 out of 5 stars","D","7.4"
"60","Donovan Peoples-Jones",CLE,"vs. PIT","3 out of 5 stars","D","7.2"
"61","K.J. Osborn",MIN,"vs. DET","2 out of 5 stars","D","7.2"
"62","Romeo Doubs",GB,"at TB","2 out of 5 stars","D","7.1"
"63","Nico Collins",HOU,"at CHI","3 out of 5 stars","D","7.1"
"64","Isaiah McKenzie",BUF,"at MIA","3 out of 5 stars","D-","7.1"
"65","Devin Duvernay",BAL,"at NE","2 out of 5 stars","F","6.9"
"66","Julio Jones",TB,"vs. GB","2 out of 5 stars","D+","6.7"
"67","Marvin Jones Jr.",JAC,"at LAC","2 out of 5 stars","D-","6.3"
