"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jonathan Taylor",IND,"vs. KC","3 out of 5 stars","A+","18.6"
"2","Christian McCaffrey",CAR,"vs. NO","1 out of 5 stars","A+","17.6"
"3","Dalvin Cook",MIN,"vs. DET","5 out of 5 stars","A+","16.9"
"4","Saquon Barkley",NYG,"vs. DAL","2 out of 5 stars","A","16.5"
"5","Austin Ekeler",LAC,"vs. JAC","4 out of 5 stars","A","16.4"
"6","Joe Mixon",CIN,"at NYJ","5 out of 5 stars","A","15.8"
"7","Nick Chubb",CLE,"vs. PIT","3 out of 5 stars","A","15.3"
"8","Leonard Fournette",TB,"vs. GB","5 out of 5 stars","A","14.9"
"9","Derrick Henry",TEN,"vs. LV","3 out of 5 stars","A","13.9"
"10","D'Andre Swift",DET,"at MIN","4 out of 5 stars","A","13.6"
"11","Javonte Williams",DEN,"vs. SF","2 out of 5 stars","A-","13.4"
"12","Aaron Jones",GB,"at TB","3 out of 5 stars","A-","13.1"
"13","David Montgomery",CHI,"vs. HOU","4 out of 5 stars","B+","12.8"
"14","Najee Harris",PIT,"at CLE","3 out of 5 stars","B+","12.8"
"15","Antonio Gibson",WAS,"vs. PHI","4 out of 5 stars","B+","12.1"
"16","Alvin Kamara",NO,"at CAR","3 out of 5 stars","B","11.7"
"17","Miles Sanders",PHI,"at WAS","2 out of 5 stars","B","11.6"
"18","Clyde Edwards-Helaire",KC,"at IND","3 out of 5 stars","B","11.6"
"19","AJ Dillon",GB,"at TB","3 out of 5 stars","B","11.4"
"20","Cordarrelle Patterson",ATL,"at SEA","3 out of 5 stars","B","11.2"
"21","Ezekiel Elliott",DAL,"at NYG","4 out of 5 stars","B-","11.1"
"22","James Robinson",JAC,"at LAC","4 out of 5 stars","B-","10.9"
"23","Jeff Wilson Jr.",SF,"at DEN","3 out of 5 stars","B-","10.7"
"24","James Conner",ARI,"vs. LAR","2 out of 5 stars","C+","10.6"
"25","Dameon Pierce",HOU,"at CHI","3 out of 5 stars","C+","10.6"
"26","Kareem Hunt",CLE,"vs. PIT","3 out of 5 stars","C+","10.4"
"27","Damien Harris",NE,"vs. BAL","3 out of 5 stars","C+","10.4"
"28","Darrell Henderson Jr.",LAR,"at ARI","2 out of 5 stars","C+","10.3"
"29","Rashaad Penny",SEA,"vs. ATL","4 out of 5 stars","C","10.1"
"30","Tony Pollard",DAL,"at NYG","4 out of 5 stars","C","10.0"
"31","Michael Carter",NYJ,"vs. CIN","3 out of 5 stars","C","10.0"
"32","Cam Akers",LAR,"at ARI","2 out of 5 stars","C","9.4"
"33","Devin Singletary",BUF,"at MIA","3 out of 5 stars","C","9.4"
"34","Breece Hall",NYJ,"vs. CIN","3 out of 5 stars","C","9.0"
"35","Travis Etienne Jr.",JAC,"at LAC","4 out of 5 stars","C","9.0"
"36","Josh Jacobs",LV,"at TEN","2 out of 5 stars","C","9.0"
"37","Rhamondre Stevenson",NE,"vs. BAL","3 out of 5 stars","C","8.9"
"38","Chase Edmonds",MIA,"vs. BUF","3 out of 5 stars","C-","8.6"
"39","Melvin Gordon III",DEN,"vs. SF","2 out of 5 stars","C-","8.1"
"40","Jamaal Williams",DET,"at MIN","4 out of 5 stars","C-","8.1"
"41","Raheem Mostert",MIA,"vs. BUF","3 out of 5 stars","C-","7.8"
"42","Nyheim Hines",IND,"vs. KC","3 out of 5 stars","D+","7.7"
"43","J.D. McKissic",WAS,"vs. PHI","4 out of 5 stars","D","7.6"
"44","Khalil Herbert",CHI,"vs. HOU","4 out of 5 stars","D","7.3"
"45","Ken Walker III",SEA,"vs. ATL","4 out of 5 stars","D-","7.1"
"46","Mark Ingram II",NO,"at CAR","3 out of 5 stars","D-","7.0"
"47","Jerick McKinnon",KC,"at IND","3 out of 5 stars","F","6.6"
"48","Rex Burkhead",HOU,"at CHI","3 out of 5 stars","F","6.4"
"49","Kenneth Gainwell",PHI,"at WAS","2 out of 5 stars","F","5.9"
"50","J.K. Dobbins",BAL,"at NE","3 out of 5 stars","D","5.6"
"51","Tyler Allgeier",ATL,"at SEA","3 out of 5 stars","F","5.5"
