team,def_rus_att_rat,def_rus_yds_rat,def_rus_tds_rat,def_pas_att_rat,def_cmp_rat,def_pas_yds_rat,def_pas_tds_rat,def_int_rat
LAR,29.46661803998447,133.00149415162593,0.9300061274525667,33.1887301609584,21.867230406937104,234.31928782208394,1.5942723886132768,1.315036232917671
WAS,28.456274196532167,133.69862901070502,0.9141119048213402,32.1598097466142,21.640489488002334,235.02618884080613,1.9139235264087249,0.5918586431748561
HOU,27.02170295720779,114.30374840950074,0.9480007804462276,33.65342142616929,20.643387764203197,222.11092444424764,1.6920978741623232,1.4999397479837646
NYJ,32.06152989162256,128.45429732991977,1.0967942003347824,32.564975071112535,20.683181206115094,192.52106872754104,1.1563366059422948,0.864728560669013
TB,24.556257151836807,106.10305043376368,1.0040902068122997,39.401610162178486,27.350899467709535,271.8426255150308,1.46866612710414,1.0928818349277583
SEA,28.659716774024062,125.46329120591996,0.9191666436918949,36.7932408750022,24.52909890502024,222.07518536754105,1.4065099109448373,0.9576928677915266
DEN,28.615479320399462,118.0757318887118,0.8562192801428244,37.30613893980249,25.553362734495444,234.01458961534647,1.4471760995970258,1.0937035547023994
MIA,26.054790162768906,111.69464317253257,0.96476326626467,33.04453089750133,21.77316892239098,210.8348248172365,1.3233756947653577,0.8559456868743994
PHI,24.515830248320157,113.24828805272784,0.7540173287829872,36.211450402764676,22.55152995335185,216.8257317211436,1.5735305730601636,1.145133128412305
CIN,31.201250124417744,137.78932195768326,1.0595124201766684,34.782538672210634,23.38826907206034,233.66672540410264,1.6187138518073971,1.1574935657882335
SF,26.239790807364678,114.41118133352047,1.054892025334091,32.86903132227639,22.070254475659077,200.30793791052682,1.4582435254447015,1.437383435408828
MIN,23.059053984374394,85.56788313638407,0.6900807004058609,42.00478650038693,27.699440781431733,269.9125541549764,1.4455310258542562,1.6428370905370857
BAL,22.33741696354283,81.87632633645622,0.8749548418693751,40.03274168518913,26.480835072657484,278.4389643477084,1.5146103695250326,1.0629619501658305
NYG,30.321850143988236,142.3224063664494,1.0035924246576424,30.731376372380556,21.755392537555625,218.86686313051794,1.426824733834415,0.7426515020247407
TEN,29.274945016170165,120.75897065741079,0.9415132454929014,30.885123039769816,20.74501463253249,187.10531543162102,1.466373973984372,0.897811572478619
PIT,25.11757911067328,101.16339858370274,0.76596316313041,34.36277557481879,22.071060310812136,233.72311322002403,1.3843536900218507,1.5949513954615342
NE,29.371271339851557,122.49405781205498,0.9296594178362054,33.94470751656064,22.962452838012197,216.37097594864176,1.4282922835723186,1.2479143369449563
ARI,29.45684127663416,130.61767543673338,1.0903234989593265,31.348491924466686,22.583176835477097,220.37766588466852,1.4581928163154896,0.7675854900332814
NO,27.874860714705953,131.6818639268675,1.0182141901275081,37.52428278538944,22.90299164569868,251.28761408566663,1.169716741692464,1.4768132028427456
CLE,27.85583137660421,122.25507416405664,1.0712005183908917,31.92691313390013,18.30321122979736,193.85680817822205,1.3938867655195861,0.7739014852321153
GB,27.578570973677287,111.10299814462235,0.8844717210647489,36.53873706228405,24.472747690418064,243.09392245912215,1.5185072612191255,1.504579832395105
LAC,26.43054705567741,119.028285637871,0.7055734638928667,35.951085289878165,24.60193134911768,248.5446343016706,1.4311277562250064,1.1091771597664801
LV,28.21454959507723,129.65438351907434,0.918782475057212,33.66314411841718,22.90354435346707,216.09143610562828,1.619503228271002,0.5128595978463895
IND,35.11805318064254,149.21121125374233,1.0259697752266617,34.82885351617153,25.295701084172148,257.63305583059997,1.655515016135147,1.1788422330448078
BUF,26.08546960185084,121.89289335604302,0.797893691395769,35.744883378372414,24.24436495581807,207.04451288858294,1.4934647366831115,1.9005984798811937
DAL,28.401851334608065,131.02260987631155,1.2188841188422292,33.26528518724478,21.418648034016783,215.4302646455569,1.5265437517395994,1.9830991363948671
KC,25.341134753826715,109.131223784855,0.8011092770803036,37.54836778253915,24.343414712400712,227.05151303836968,1.388578954753488,0.8827517746451966
CHI,28.287235541981357,126.59836809997164,0.9917047173478405,33.22991938543625,21.749671114031287,215.7843599530758,1.3021663346246484,1.1896966188995755
DET,22.483226887226184,95.05152423479178,1.0177800127612546,39.99900936077836,26.095352677599315,276.9520371263113,1.302662576225457,1.2360836593981355
CAR,36.28055162516987,173.16880199706551,1.2660125375663298,30.44748687875501,20.904345449768687,206.42210457692872,1.8840255285284457,0.6081467184250743
JAC,29.342187152817168,121.2303375806574,1.02479464014808,37.52396257250814,26.328812854736814,287.8103017899137,1.6503956161051494,0.832066651842162
ATL,30.7784443865918,130.82509788939535,0.6822138458145665,35.094956653089596,24.985145822560344,214.15213637302196,1.5908504341168563,0.8378323063191171
