team,off_rus_att_rat,off_rus_yds_rat,off_rus_tds_rat,off_pas_att_rat,off_cmp_rat,off_pas_yds_rat,off_pas_tds_rat,off_int_rat
ARI,26.53639003648148,150.28080973852948,0.9278353445343233,32.85474231281715,23.94978197823172,211.7864026901283,1.0688387089674005,1.1291260210800036
ATL,28.991346963496476,122.22617608724529,0.8135305316726011,28.74425515174596,18.04015533963275,215.3207539908947,1.0794866560733207,1.6550362204564484
BAL,33.86482110196816,208.38614358150627,1.19946987324933,27.551819564858558,18.85474563151984,233.93805432414763,2.0722888561256605,0.7946902179127566
BUF,28.939486868953445,135.79908756586286,1.7093681493104973,27.893397487609622,18.12022667209088,222.27976031666844,1.739049544693794,1.72978458192009
CAR,22.283804967361814,95.32653349094936,0.790143311722595,30.562679016108255,18.301426309893184,167.30406849444768,1.0677020652326377,1.0364421707467315
CHI,24.653339635445164,99.98969196160141,0.7016090188818146,31.55938189815263,19.465149650991705,185.6895723798642,1.1952902147849287,0.5620173705926238
CIN,20.50962770984456,79.85061466025368,0.6571414986399041,39.189144034837845,28.70174011299354,290.98584643702975,2.1989132327533527,1.3699637027346916
CLE,22.841836711250053,92.52338238730177,0.584760386676222,44.814860373307496,27.58328462298829,240.91856507323791,1.1499922395592228,1.988299907101857
DAL,24.100562409328404,89.05844745436136,0.4393801030259312,39.054211244956676,24.61846169268077,232.20114120062257,1.4231389301136763,1.4761310195824051
DEN,24.51922556138807,95.74074977036703,0.6104919857190426,34.72390448857623,24.968500176596162,220.20185065143437,1.5745772253141133,0.9126567579403374
DET,31.614530682001213,151.2516572907112,1.5249705864732654,32.6182737861593,23.430940868908632,281.577053874886,2.1022163413947492,1.2295769573828423
GB,31.060175009541794,152.59773991691878,1.0746850049308347,26.492110129824205,18.255271880900363,228.9438514745576,1.7735959724760324,1.080091810650209
HOU,24.052973079587623,99.42589382390723,0.7348050290248744,35.23124339571009,23.41928576680806,231.296879812821,1.317050255977591,0.9480875674212162
IND,29.106767221406763,140.58375078891225,1.1469889149121035,28.013881739395657,16.364958818474218,194.3465545160355,1.1547551398123772,1.5523962145232242
JAC,22.76559758300851,91.59410922790006,0.762126129067143,31.54267119943996,21.03713269416128,220.21160321154244,1.2250073679428037,1.2935684156111527
KC,25.752930958528886,98.51990716449653,0.8598958352517269,36.191509479700784,25.088556372901213,239.43777696080772,1.6049879828376539,1.8856713942055325
LAC,25.549552744532136,103.4765808851538,0.9005087787014517,28.81128951971737,19.803373103466235,216.6522998724047,1.342912091633568,0.9647371635172272
LAR,26.62241345029432,97.03803880307206,0.927144482398485,32.96663968696791,22.90449364845441,222.70420869579556,1.1419271430956357,1.415726238535522
LV,21.401920487862565,62.82171169548883,0.5658685716423677,40.40955905062612,27.04280605109797,250.27402639271344,1.1738718174760696,1.7966028029530399
MIA,24.92620796978568,93.88979032251174,0.7832126418075057,36.17430015456075,25.88212779681464,262.6228940608783,1.39732177269753,1.2696217358233879
MIN,25.570241990278287,94.77728455764839,0.5063681141202073,35.60169674640825,26.759869170008425,318.3089200419832,2.180813938946968,1.6413752786500744
NE,24.83993592242241,111.2897462118264,0.57504963165772,30.141785080700657,20.26937786783723,163.79627290502285,0.9778658247511234,1.214476350157751
NO,25.40096191617619,108.42888890916127,0.947180542093857,29.57552387184589,19.81253251473736,210.99170865606092,1.417434355776393,1.2540537015820235
NYG,23.063192308604275,91.30209878913021,0.6949612215721556,37.75483757213026,23.59989084846657,211.06187952440175,0.9253121107917172,0.86039097756
NYJ,18.942805506356297,74.566122340027,0.49566745027953074,37.62817058809076,23.185014780363606,218.9895988726589,1.3760352716954212,1.0771881364971707
PHI,38.71955136986435,200.1824754929903,1.6196866653570694,25.91245623723428,18.52945011253065,207.86553466118906,1.423770764809378,1.1036949074759799
PIT,32.30482933200249,130.28096191164857,0.723085288551685,29.778189593394963,21.11501873126781,210.16515691114836,1.0324528325196425,0.889089837686081
SEA,20.652726209680946,82.84889205134735,0.9925263225844069,34.704175188424756,24.506461421061044,247.0226562227639,1.1614409271595352,1.6626967989413208
SF,26.38420187436589,129.5623150614473,1.0791309402298814,33.03946523057939,23.81159946883529,274.0293897267197,1.4333818279317783,1.3482862309458168
TB,27.673391331228633,141.44262505181362,0.7312766396510076,36.80823050252486,29.4371444350476,293.7018815851451,2.2839317868500397,1.4920628743835302
TEN,24.528652130151332,102.11421950243174,0.7033380680609282,29.323661504769287,18.876519604511522,187.3291941303986,1.144170067500385,1.5693594268134965
WAS,31.342648891763798,159.48013098566187,1.3691609591049794,32.964657671221126,25.409060030334857,245.06967744883022,1.6632331633777047,0.950099761425078
