"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Brandon Aubrey",DAL,"at DET","3 out of 5 stars","A+","8.4"
"2","Jason Myers",SEA,"at ATL","4 out of 5 stars","A-","8.2"
"3","Jake Bates",DET,"vs. DAL","4 out of 5 stars","B+","8.2"
"4","Tyler Loop",BAL,"vs. PIT","4 out of 5 stars","B","8.1"
"5","Chase McLaughlin",TB,"vs. NO","4 out of 5 stars","B-","8.0"
"6","Wil Lutz",DEN,"at LV","4 out of 5 stars","C+","7.9"
"7","Harrison Mevis",LAR,"at ARI","5 out of 5 stars","C+","7.9"
"8","Matt Prater",BUF,"vs. CIN","4 out of 5 stars","C+","7.7"
"9","Chris Boswell",PIT,"at BAL","5 out of 5 stars","C","7.7"
"10","Ka'imi Fairbairn",HOU,"at KC","2 out of 5 stars","C","7.6"
"11","Cam Little",JAC,"vs. IND","2 out of 5 stars","C","7.6"
"12","Cameron Dicker",LAC,"vs. PHI","4 out of 5 stars","C","7.3"
"13","Evan McPherson",CIN,"at BUF","2 out of 5 stars","C","7.3"
"14","Riley Patterson",MIA,"at NYJ","4 out of 5 stars","C","7.3"
"15","Brandon McManus",GB,"vs. CHI","2 out of 5 stars","C","7.2"
"16","Harrison Butker",KC,"vs. HOU","1 out of 5 stars","C-","7.2"
"17","Will Reichard",MIN,"vs. WAS","3 out of 5 stars","C-","7.1"
"18","Cairo Santos",CHI,"at GB","3 out of 5 stars","C-","6.9"
"19","Nick Folk",NYJ,"vs. MIA","3 out of 5 stars","D+","6.8"
"20","Jake Moody",WAS,"at MIN","5 out of 5 stars","D+","6.7"
"21","Blake Grupe",IND,"at JAC","1 out of 5 stars","D","6.5"
"22","Jake Elliott",PHI,"at LAC","3 out of 5 stars","D+","6.5"
"23","Chad Ryland",ARI,"vs. LAR","3 out of 5 stars","D","6.5"
"24","Zane Gonzalez",ATL,"vs. SEA","1 out of 5 stars","D","6.4"
"25","Andre Szmyt",CLE,"vs. TEN","4 out of 5 stars","D-","6.3"
"26","Charlie Smyth",NO,"at TB","2 out of 5 stars","D-","6.2"
""
"27","Daniel Carlson",LV,"vs. DEN","3 out of 5 stars","D-","5.6"
"28","Joey Slye",TEN,"at CLE","3 out of 5 stars","D-","5.6"
"29","Cade York",NO,"at TB","2 out of 5 stars","F","0.0"
"30","Michael Badgley",FA,"-","-","F","0.0"
