"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Puka Nacua",LAR,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.5"
"2","Amon-Ra St. Brown",DET,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","16.0"
"3","Jaxon Smith-Njigba",SEA,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","13.8"
"4","Garrett Wilson",NYJ,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","13.8"
"5","Justin Jefferson",MIN,"at CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","13.6"
"6","George Pickens",DAL,"at NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","13.6"
"7","Nico Collins",HOU,"at BAL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","13.4"
"8","Davante Adams",LAR,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.2"
"9","Emeka Egbuka",TB,"at SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.1"
"10","Ja'Marr Chase",CIN,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.7"
"11","Xavier Worthy",KC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.1"
"12","Quentin Johnston",LAC,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.9"
"13","Deebo Samuel Sr.",WAS,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","11.8"
"14","Jaylen Waddle",MIA,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.8"
"15","Tetairoa McMillan",CAR,"vs. MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.6"
"16","Courtland Sutton",DEN,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.5"
"17","Michael Pittman Jr.",IND,"vs. LV","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.0"
"18","Jakobi Meyers",LV,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.0"
"19","A.J. Brown",PHI,"vs. DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.0"
"20","Keenan Allen",LAC,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.0"
"21","Zay Flowers",BAL,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","10.9"
"22","Chris Olave",NO,"vs. NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.6"
"23","Brian Thomas Jr.",JAC,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.4"
"24","Marvin Harrison Jr.",ARI,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.4"
"25","Ladd McConkey",LAC,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.1"
"26","Jameson Williams",DET,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.8"
"27","Chris Godwin Jr.",TB,"at SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.8"
"28","Wan'Dale Robinson",NYG,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.5"
"29","DeVonta Smith",PHI,"vs. DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.5"
"30","Stefon Diggs",NE,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.2"
"31","Tee Higgins",CIN,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.1"
"32","Jordan Addison",MIN,"at CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","9.1"
"33","Khalil Shakir",BUF,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","9.0"
"34","Keon Coleman",BUF,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.6"
"35","Tre Tucker",LV,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C+","8.5"
"36","Jerry Jeudy",CLE,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.4"
"37","Troy Franklin",DEN,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.2"
"38","Rashid Shaheed",NO,"vs. NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.2"
"39","Cooper Kupp",SEA,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.1"
"40","Elic Ayomanor",TEN,"at ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.9"
"41","Darius Slayton",NYG,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.9"
"42","Marquise Brown",KC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.7"
"43","Malik Washington",MIA,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.6"
"44","Calvin Ridley",TEN,"at ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.5"
"45","Christian Kirk",HOU,"at BAL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.3"
"46","Kendrick Bourne",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C","7.1"
"47","Travis Hunter",JAC,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.0"
"48","Jalen Tolbert",DAL,"at NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","6.9"
"49","Josh Downs",IND,"vs. LV","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","6.8"
"50","Demarcus Robinson",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C-","6.7"
