"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trevor Lawrence",JAC,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","22.0"
"2","Drake Maye",NE,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","21.0"
"3","Caleb Williams",CHI,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","20.3"
"4","Brock Purdy",SF,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","19.7"
"5","Joe Burrow",CIN,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","19.2"
"6","Matthew Stafford",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B+","18.7"
"7","Dak Prescott",DAL,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B","18.3"
"8","Jaxson Dart",NYG,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","18.0"
"9","Lamar Jackson",BAL,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","17.7"
"10","Bo Nix",DEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","B","17.4"
"11","C.J. Stroud",HOU,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","17.1"
"12","Baker Mayfield",TB,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","16.9"
"13","Tyler Shough",NO,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","16.6"
"14","Sam Darnold",SEA,"at SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","16.4"
"15","Jared Goff",DET,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","C","16.1"
"16","Jacoby Brissett",ARI,"at LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","16.0"
"17","Bryce Young",CAR,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","15.7"
"18","Kirk Cousins",ATL,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","15.3"
"19","Tanner McKee",PHI,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","D","14.9"
"20","Shedeur Sanders",CLE,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","14.5"
"21","Cam Ward",TEN,"at JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","14.0"
"22","Aaron Rodgers",PIT,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","13.5"
"23","J.J. McCarthy",MIN,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","13.2"
"24","Mitchell Trubisky",BUF,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","12.9"
"25","Trey Lance",LAC,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","12.6"
"26","Quinn Ewers",MIA,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","12.2"
""
"27","Josh Johnson",WAS,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","11.9"
"28","Chris Oladokun",KC,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","11.5"
"29","Brady Cook",NYJ,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","11.1"
"30","Riley Leonard",IND,"at HOU","Coach Upside rating","Coach Bust rating","1 out of 5 stars","F","10.8"
"31","Kenny Pickett",LV,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","10.3"
"32","Clayton Tune",GB,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","9.6"
"33","Josh Allen",BUF,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","8.6"
"34","Jalen Hurts",PHI,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","7.4"
"35","Max Brosmer",MIN,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","6.2"
"36","Joe Milton III",DAL,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.7"
"37","Jimmy Garoppolo",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"38","Aidan O'Connell",LV,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"39","Malik Willis",GB,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"40","Justin Herbert",LAC,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","0.0"
"41","Joshua Dobbs",NE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
