"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Puka Nacua",LAR,"at ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","18.7"
"2","Ja'Marr Chase",CIN,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.5"
"3","Jaxon Smith-Njigba",SEA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A+","17.4"
"4","CeeDee Lamb",DAL,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","15.4"
"5","Amon-Ra St. Brown",DET,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","14.5"
"6","George Pickens",DAL,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","14.0"
"7","Chris Olave",NO,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.7"
"8","Nico Collins",HOU,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","13.5"
"9","Mike Evans",TB,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.6"
"10","Drake London",ATL,"vs. LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.3"
"11","Jameson Williams",DET,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.3"
"12","A.J. Brown",PHI,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.1"
"13","Courtland Sutton",DEN,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.1"
"14","Tee Higgins",CIN,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.8"
"15","Jakobi Meyers",JAC,"at IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.5"
"16","Jauan Jennings",SF,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A","11.4"
"17","Justin Jefferson",MIN,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.1"
"18","Jaylen Waddle",MIA,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.0"
"19","Tetairoa McMillan",CAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.0"
"20","Stefon Diggs",NE,"at NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","10.9"
"21","Terry McLaurin",WAS,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A-","10.8"
"22","Zay Flowers",BAL,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.7"
"23","DJ Moore",CHI,"at SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.3"
"24","Wan'Dale Robinson",NYG,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B","10.2"
"25","Michael Wilson",ARI,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B","10.2"
"26","DeVonta Smith",PHI,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.9"
""
"27","Brian Thomas Jr.",JAC,"at IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.8"
"28","Ladd McConkey",LAC,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","9.8"
"29","Marvin Harrison Jr.",ARI,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","9.5"
"30","Deebo Samuel Sr.",WAS,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B-","9.5"
"31","Chris Godwin Jr.",TB,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","9.5"
"32","Michael Pittman Jr.",IND,"vs. JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","9.2"
"33","Christian Watson",GB,"vs. BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.0"
"34","Adonai Mitchell",NYJ,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.9"
"35","Troy Franklin",DEN,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.9"
"36","Khalil Shakir",BUF,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","C+","8.8"
"37","Parker Washington",JAC,"at IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.7"
"38","Tre Tucker",LV,"vs. NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.7"
"39","Alec Pierce",IND,"vs. JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.6"
"40","Jordan Addison",MIN,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C","8.6"
"41","Josh Downs",IND,"vs. JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.5"
"42","Rashid Shaheed",SEA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","8.1"
"43","Jayden Reed",GB,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","7.9"
"44","Quentin Johnston",LAC,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.8"
"45","Darius Slayton",NYG,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","7.8"
"46","Emeka Egbuka",TB,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.8"
"47","Keenan Allen",LAC,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.5"
"48","Jalen Coker",CAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","7.4"
"49","Chimere Dike",TEN,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.4"
"50","Cooper Kupp",SEA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C-","7.3"
"51","Xavier Worthy",KC,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C-","7.3"
"52","Romeo Doubs",GB,"vs. BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.3"
"53","Jerry Jeudy",CLE,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C-","7.0"
"54","John Metchie III",NYJ,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D+","7.0"
"55","Luther Burden III",CHI,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","7.0"
"56","Jayden Higgins",HOU,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","7.0"
"57","Olamide Zaccheaus",CHI,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","6.8"
"58","Kyle Williams",NE,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D+","6.6"
