"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Saquon Barkley",PHI,"vs. DAL","4 out of 5 stars","A+","19.0"
"2","Christian McCaffrey",SF,"at SEA","3 out of 5 stars","A+","17.1"
"3","Bijan Robinson",ATL,"vs. TB","2 out of 5 stars","A+","16.5"
"4","Jahmyr Gibbs",DET,"at GB","2 out of 5 stars","A","16.3"
"5","Derrick Henry",BAL,"at BUF","4 out of 5 stars","A","16.2"
"6","Jonathan Taylor",IND,"vs. MIA","4 out of 5 stars","A","15.6"
"7","Chase Brown",CIN,"at CLE","4 out of 5 stars","A","15.5"
"8","Bucky Irving",TB,"at ATL","2 out of 5 stars","A","15.3"
"9","Ashton Jeanty",LV,"at NE","4 out of 5 stars","A","15.2"
"10","De'Von Achane",MIA,"at IND","3 out of 5 stars","A","14.5"
"11","Josh Jacobs",GB,"vs. DET","3 out of 5 stars","A","14.5"
"12","James Conner",ARI,"at NO","4 out of 5 stars","A-","14.0"
"13","Kyren Williams",LAR,"vs. HOU","2 out of 5 stars","A-","13.8"
"14","Alvin Kamara",NO,"vs. ARI","3 out of 5 stars","B+","13.7"
"15","Kenneth Walker III",SEA,"vs. SF","4 out of 5 stars","B+","13.1"
"16","James Cook",BUF,"vs. BAL","3 out of 5 stars","B+","13.0"
"17","Chuba Hubbard",CAR,"at JAC","3 out of 5 stars","B","12.6"
"18","Omarion Hampton",LAC,"vs. KC","2 out of 5 stars","B","12.5"
"19","Tony Pollard",TEN,"at DEN","2 out of 5 stars","B","11.8"
"20","Breece Hall",NYJ,"vs. PIT","4 out of 5 stars","B","11.7"
"21","Isiah Pacheco",KC,"at LAC","2 out of 5 stars","B","11.6"
"22","TreVeyon Henderson",NE,"vs. LV","4 out of 5 stars","B-","11.6"
"23","Aaron Jones Sr.",MIN,"at CHI","3 out of 5 stars","B-","11.5"
"24","D'Andre Swift",CHI,"vs. MIN","2 out of 5 stars","B-","11.1"
"25","David Montgomery",DET,"at GB","2 out of 5 stars","C+","11.1"
"26","Tyrone Tracy Jr.",NYG,"at WAS","4 out of 5 stars","C+","10.2"
"27","Jaylen Warren",PIT,"at NYJ","2 out of 5 stars","C+","10.1"
"28","RJ Harvey",DEN,"vs. TEN","3 out of 5 stars","C","9.7"
"29","J.K. Dobbins",DEN,"vs. TEN","3 out of 5 stars","C","9.6"
"30","Travis Etienne Jr.",JAC,"vs. CAR","4 out of 5 stars","C","9.5"
"31","Austin Ekeler",WAS,"vs. NYG","4 out of 5 stars","C","9.4"
"32","Jerome Ford",CLE,"vs. CIN","4 out of 5 stars","C","9.4"
"33","Tank Bigsby",JAC,"vs. CAR","4 out of 5 stars","C","9.0"
"34","Javonte Williams",DAL,"at PHI","2 out of 5 stars","C","9.0"
"35","Nick Chubb",HOU,"at LAR","3 out of 5 stars","C","8.5"
"36","Jordan Mason",MIN,"at CHI","3 out of 5 stars","C","8.0"
"37","Rhamondre Stevenson",NE,"vs. LV","4 out of 5 stars","C-","7.9"
"38","Zach Charbonnet",SEA,"vs. SF","4 out of 5 stars","C-","7.9"
"39","Dylan Sampson",CLE,"vs. CIN","4 out of 5 stars","D+","7.6"
"40","Rachaad White",TB,"at ATL","2 out of 5 stars","D","7.4"
"41","Kaleb Johnson",PIT,"at NYJ","2 out of 5 stars","D","7.1"
"42","Braelon Allen",NYJ,"vs. PIT","4 out of 5 stars","D","7.0"
"43","Ollie Gordon II",MIA,"at IND","3 out of 5 stars","D","6.7"
"44","Jacory Croskey-Merritt",WAS,"vs. NYG","4 out of 5 stars","D","6.1"
"45","Trey Benson",ARI,"at NO","4 out of 5 stars","D-","5.8"
"46","Rico Dowdle",CAR,"at JAC","3 out of 5 stars","D-","5.7"
"47","Tyler Allgeier",ATL,"vs. TB","2 out of 5 stars","F","5.4"
"48","Cam Skattebo",NYG,"at WAS","4 out of 5 stars","F","5.4"
"49","Kareem Hunt",KC,"at LAC","2 out of 5 stars","F","5.2"
"50","Najee Harris",LAC,"vs. KC","2 out of 5 stars","F","5.2"
"51","Ray Davis",BUF,"vs. BAL","3 out of 5 stars","F","5.2"
"52","Chris Rodriguez Jr.",WAS,"vs. NYG","4 out of 5 stars","F","4.8"
"53","Jaydon Blue",DAL,"at PHI","2 out of 5 stars","F","4.7"
"54","Brian Robinson Jr.",SF,"at SEA","3 out of 5 stars","F","4.6"
"55","Justice Hill",BAL,"at BUF","4 out of 5 stars","F","4.5"
"56","Woody Marks",HOU,"at LAR","3 out of 5 stars","F","4.5"
"57","Bhayshul Tuten",JAC,"vs. CAR","4 out of 5 stars","F","4.4"
"58","Miles Sanders",DAL,"at PHI","2 out of 5 stars","F","4.3"
"59","Dameon Pierce",HOU,"at LAR","3 out of 5 stars","F","4.2"
"60","Roschon Johnson",CHI,"vs. MIN","2 out of 5 stars","F","4.0"
"61","Blake Corum",LAR,"vs. HOU","2 out of 5 stars","F","4.0"
"62","Kendre Miller",NO,"vs. ARI","3 out of 5 stars","F","4.0"
"63","Will Shipley",PHI,"vs. DAL","4 out of 5 stars","F","3.8"
"64","Kenneth Gainwell",PIT,"at NYJ","2 out of 5 stars","F","3.6"
"65","Kyle Monangai",CHI,"vs. MIN","2 out of 5 stars","F","3.5"
"66","Raheem Mostert",LV,"at NE","4 out of 5 stars","F","3.4"
"67","Ty Johnson",BUF,"vs. BAL","3 out of 5 stars","F","3.3"
"68","Keaton Mitchell",BAL,"at BUF","4 out of 5 stars","F","3.2"
"69","Emanuel Wilson",GB,"vs. DET","3 out of 5 stars","F","3.2"
