"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Patrick Mahomes II",KC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A+","23.5"
"2","Josh Allen",BUF,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","23.0"
"3","Jalen Hurts",PHI,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","22.4"
"4","Baker Mayfield",TB,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","21.7"
"5","Bo Nix",DEN,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","21.1"
"6","Drake Maye",NE,"vs. CLE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B+","20.4"
"7","Daniel Jones",IND,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.7"
"8","Justin Herbert",LAC,"vs. MIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","19.1"
"9","Dak Prescott",DAL,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","18.7"
"10","Caleb Williams",CHI,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","18.3"
"11","Jordan Love",GB,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","17.9"
"12","Jaxson Dart",NYG,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","17.5"
"13","Joe Flacco",CIN,"vs. NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","17.1"
"14","Marcus Mariota",WAS,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","16.8"
"15","Aaron Rodgers",PIT,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","16.5"
"16","Spencer Rattler",NO,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","16.1"
"17","Carson Wentz",MIN,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","15.9"
"18","C.J. Stroud",HOU,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","15.7"
"19","Michael Penix Jr.",ATL,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","15.3"
"20","Mac Jones",SF,"at HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D-","15.0"
"21","Andy Dalton",CAR,"vs. BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","14.8"
""
"22","Dillon Gabriel",CLE,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","14.3"
"23","Cam Ward",TEN,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","13.7"
"24","Tua Tagovailoa",MIA,"at ATL","Coach Upside rating","Coach Bust rating","1 out of 5 stars","F","13.2"
"25","Justin Fields",NYJ,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","12.4"
"26","Kirk Cousins",ATL,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","12.1"
"27","Tyler Huntley",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","2.3"
"28","Cooper Rush",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.9"
