"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Brock Bowers",LV,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","12.3"
"2","Trey McBride",ARI,"at SEA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.1"
"3","Oronde Gadsden II",LAC,"vs. PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","9.9"
"4","George Kittle",SF,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","9.7"
"5","Tyler Warren",IND,"vs. ATL","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B+","9.7"
"6","Sam LaPorta",DET,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.6"
"7","Dalton Kincaid",BUF,"at MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.1"
"8","Kyle Pitts Sr.",ATL,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","9.1"
"9","Dallas Goedert",PHI,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.6"
"10","Hunter Henry",NE,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.5"
"11","Colston Loveland",CHI,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.4"
"12","Theo Johnson",NYG,"at CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.8"
"13","Mark Andrews",BAL,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.7"
"14","Harold Fannin Jr.",CLE,"at NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.5"
"15","Cade Otton",TB,"vs. NE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.4"
"16","Zach Ertz",WAS,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","7.3"
"17","Juwan Johnson",NO,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D+","7.0"
"18","Dalton Schultz",HOU,"vs. JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","7.0"
"19","Evan Engram",DEN,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","6.5"
"20","Mason Taylor",NYJ,"vs. CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","6.3"
"21","T.J. Hockenson",MIN,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","6.2"
"22","Luke Musgrave",GB,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","6.1"
"23","David Njoku",CLE,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","6.1"
"24","AJ Barner",SEA,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.9"
"25","Isaiah Likely",BAL,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.8"
"26","Jonnu Smith",PIT,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.5"
""
"27","Pat Freiermuth",PIT,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.2"
"28","Elijah Arroyo",SEA,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.8"
"29","Tyler Higbee",LAR,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.6"
"30","Ja'Tavion Sanders",CAR,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.6"
"31","Darnell Washington",PIT,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.4"
"32","Taysom Hill",NO,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.8"
"33","Greg Dulcich",MIA,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.6"
"34","Michael Mayer",LV,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.5"
"35","Dawson Knox",BUF,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.4"
"36","Terrance Ferguson",LAR,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.2"
"37","Austin Hooper",NE,"at TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.2"
"38","Hunter Long",JAC,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.0"
"39","Adam Trautman",DEN,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"40","Tommy Tremble",CAR,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"41","Elijah Higgins",ARI,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"42","Johnny Mundt",JAC,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.8"
"43","Jackson Hawes",BUF,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.6"
"44","Brock Wright",DET,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.5"
"45","Charlie Kolar",BAL,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.4"
"46","Davis Allen",LAR,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.4"
"47","John FitzPatrick",GB,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.1"
"48","Colby Parkinson",LAR,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.1"
"49","Jeremy Ruckert",NYJ,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.8"
"50","Daniel Bellinger",NYG,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.7"
"51","Mo Alie-Cox",IND,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","1.7"
"52","John Bates",WAS,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.7"
"53","Harrison Bryant",HOU,"vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"54","Mitchell Evans",CAR,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.6"
"55","Grant Calcaterra",PHI,"at GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.6"
"56","Cole Kmet",CHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.5"
"57","Foster Moreau",NO,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.5"
"58","Jake Tonges",SF,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.4"
"59","Charlie Woerner",ATL,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.4"
"60","Thomas Fidone II",NYG,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.3"
"61","Ben Sinnott",WAS,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.3"
"62","Luke Farrell",SF,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.3"
"63","Tucker Fisk",LAC,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.3"
"64","Durham Smythe",CHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.1"
"65","Ian Thomas",LV,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.0"
"66","Drew Ogletree",IND,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","1.0"
"67","Connor Heyward",PIT,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.0"
"68","Tanner Conner",FA,"-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","F","1.0"
"69","Julian Hill",MIA,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"70","Payne Durham",TB,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"71","Blake Whiteheart",CLE,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.8"
"72","Tyler Conklin",LAC,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.8"
"73","Chris Manhertz",NYG,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.7"
"74","Jack Stoll",NO,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"75","Kylen Granson",PHI,"at GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.7"
"76","Josh Whyle",GB,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.7"
"77","Josh Oliver",MIN,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"78","Quintin Morris",JAC,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.7"
"79","Nick Kallerup",SEA,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.6"
"80","Marcedes Lewis",DEN,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.6"
"81","Jack Westover",NE,"at TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"82","Ben Yurosek",MIN,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"83","Nick Vannett",MIN,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"84","Teagan Quitoriano",ATL,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"85","Andrew Beck",NYJ,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"86","Ben Sims",MIN,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"87","Devin Culp",TB,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"88","Jelani Woods",NYJ,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"89","Ross Dwelley",DET,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.4"
"90","Cameron Latu",PHI,"at GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
""
"91","Josiah Deguara",ARI,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.3"
"92","Brenden Bates",CLE,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"93","Stephen Carlson",CHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"94","Robbie Ouzts",SEA,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"95","Hayden Rucci",MIA,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"96","Zaire Mitchell-Paden",NO,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
