"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jaxon Smith-Njigba",SEA,"vs. MIN","2 out of 5 stars","A+","17.7"
"2","Ja'Marr Chase",CIN,"at BAL","3 out of 5 stars","A+","16.9"
"3","Rashee Rice",KC,"at DAL","5 out of 5 stars","A+","16.5"
"4","Puka Nacua",LAR,"at CAR","3 out of 5 stars","A+","16.5"
"5","Amon-Ra St. Brown",DET,"vs. GB","2 out of 5 stars","A+","15.1"
"6","Davante Adams",LAR,"at CAR","3 out of 5 stars","A+","14.7"
"7","CeeDee Lamb",DAL,"vs. KC","3 out of 5 stars","A","14.6"
"8","George Pickens",DAL,"vs. KC","3 out of 5 stars","A","14.2"
"9","Nico Collins",HOU,"at IND","3 out of 5 stars","A","13.1"
"10","Jaylen Waddle",MIA,"vs. NO","4 out of 5 stars","A","13.1"
"11","A.J. Brown",PHI,"vs. CHI","4 out of 5 stars","A","12.6"
"12","Chris Olave",NO,"at MIA","4 out of 5 stars","A","12.4"
"13","Tetairoa McMillan",CAR,"vs. LAR","3 out of 5 stars","A","12.0"
"14","DeVonta Smith",PHI,"vs. CHI","4 out of 5 stars","A","11.8"
"15","Ladd McConkey",LAC,"vs. LV","3 out of 5 stars","A","11.4"
"16","Stefon Diggs",NE,"vs. NYG","2 out of 5 stars","A","11.3"
"17","Emeka Egbuka",TB,"vs. ARI","3 out of 5 stars","A-","11.2"
"18","Michael Wilson",ARI,"at TB","2 out of 5 stars","A-","10.9"
"19","Justin Jefferson",MIN,"at SEA","3 out of 5 stars","A-","10.7"
"20","Zay Flowers",BAL,"vs. CIN","3 out of 5 stars","A-","10.6"
"21","Wan'Dale Robinson",NYG,"at NE","4 out of 5 stars","A-","10.5"
"22","Jameson Williams",DET,"vs. GB","2 out of 5 stars","B+","10.4"
"23","Khalil Shakir",BUF,"at PIT","2 out of 5 stars","B+","10.4"
"24","Rome Odunze",CHI,"at PHI","2 out of 5 stars","B","10.2"
"25","Michael Pittman Jr.",IND,"vs. HOU","2 out of 5 stars","B","10.0"
"26","Troy Franklin",DEN,"at WAS","4 out of 5 stars","B","9.9"
""
"27","Courtland Sutton",DEN,"at WAS","4 out of 5 stars","B","9.6"
"28","Christian Watson",GB,"at DET","4 out of 5 stars","B","9.4"
"29","Deebo Samuel Sr.",WAS,"vs. DEN","2 out of 5 stars","B","9.1"
"30","DK Metcalf",PIT,"vs. BUF","4 out of 5 stars","B","9.1"
"31","Jauan Jennings",SF,"at CLE","4 out of 5 stars","B-","8.9"
"32","Darnell Mooney",ATL,"at NYJ","4 out of 5 stars","B-","8.9"
"33","Alec Pierce",IND,"vs. HOU","2 out of 5 stars","B-","8.8"
"34","Quentin Johnston",LAC,"vs. LV","3 out of 5 stars","C+","8.7"
"35","Jakobi Meyers",JAC,"at TEN","4 out of 5 stars","C+","8.7"
"36","Xavier Worthy",KC,"at DAL","5 out of 5 stars","C+","8.6"
"37","DJ Moore",CHI,"at PHI","2 out of 5 stars","C+","8.5"
"38","Keenan Allen",LAC,"vs. LV","3 out of 5 stars","C+","8.3"
"39","Parker Washington",JAC,"at TEN","4 out of 5 stars","C+","8.3"
"40","Romeo Doubs",GB,"at DET","4 out of 5 stars","C","8.3"
"41","Ricky Pearsall",SF,"at CLE","4 out of 5 stars","C","8.0"
