"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","23.0"
"2","Drake Maye",NE,"vs. NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","22.3"
"3","Jalen Hurts",PHI,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","21.4"
"4","Lamar Jackson",BAL,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","20.6"
"5","Patrick Mahomes II",KC,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","19.8"
"6","Justin Herbert",LAC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","19.3"
"7","Dak Prescott",DAL,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","18.9"
"8","Matthew Stafford",LAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","18.6"
"9","Caleb Williams",CHI,"at MIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.3"
"10","Joe Flacco",CIN,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","18.1"
"11","J.J. McCarthy",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C+","17.9"
"12","Jordan Love",GB,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","17.7"
"13","Aaron Rodgers",PIT,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","17.5"
"14","Baker Mayfield",TB,"at BUF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","17.4"
"15","Marcus Mariota",WAS,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","17.2"
"16","Geno Smith",LV,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","16.9"
"17","Jacoby Brissett",ARI,"vs. SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","16.8"
"18","Sam Darnold",SEA,"at LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","16.5"
"19","Brock Purdy",SF,"at ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","16.2"
"20","Jared Goff",DET,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","16.0"
"21","Bo Nix",DEN,"vs. KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.8"
"22","Tua Tagovailoa",MIA,"vs. WAS","Coach Upside rating","Coach Bust rating","5 out of 5 stars","D-","15.6"
"23","Trevor Lawrence",JAC,"vs. LAC","Coach Upside rating","Coach Bust rating","1 out of 5 stars","F","15.5"
"24","Michael Penix Jr.",ATL,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","15.2"
