"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"at HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","12.5"
"2","George Kittle",SF,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A","12.3"
"3","Brock Bowers",LV,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.0"
"4","Kyle Pitts Sr.",ATL,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","9.4"
"5","Harold Fannin Jr.",CLE,"at CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","9.1"
"6","Travis Kelce",KC,"vs. LAC","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","8.9"
"7","Mark Andrews",BAL,"at CIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","8.7"
"8","Tyler Warren",IND,"at SEA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.6"
"9","Jake Ferguson",DAL,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.5"
"10","Brenton Strange",JAC,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.5"
"11","Dalton Kincaid",BUF,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.3"
"12","Theo Johnson",NYG,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
"13","Hunter Henry",NE,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","8.0"
"14","Isaiah Likely",BAL,"at CIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","8.0"
"15","Dalton Schultz",HOU,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.9"
"16","Juwan Johnson",NO,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","7.8"
"17","Colston Loveland",CHI,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","7.2"
"18","AJ Barner",SEA,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","7.0"
"19","Dallas Goedert",PHI,"vs. LV","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","6.9"
"20","Mike Gesicki",CIN,"vs. BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.8"
"21","Darren Waller",MIA,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","6.8"
"22","Colby Parkinson",LAR,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","6.7"
"23","Oronde Gadsden II",LAC,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","6.7"
"24","Evan Engram",DEN,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","6.4"
"25","T.J. Hockenson",MIN,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","6.1"
"26","Gunnar Helm",TEN,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.0"
""
