"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Puka Nacua",LAR,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","17.6"
"2","Jaxon Smith-Njigba",SEA,"at ARI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","15.1"
"3","Amon-Ra St. Brown",DET,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A+","14.3"
"4","Justin Jefferson",MIN,"at PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","14.2"
"5","Malik Nabers",NYG,"vs. LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","14.2"
"6","Nico Collins",HOU,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","14.0"
"7","Davante Adams",LAR,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.9"
"8","Ja'Marr Chase",CIN,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.5"
"9","Garrett Wilson",NYJ,"at MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.6"
"10","A.J. Brown",PHI,"at TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.4"
"11","Drake London",ATL,"vs. WAS","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.4"
"12","Rome Odunze",CHI,"at LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.2"
"13","Zay Flowers",BAL,"at KC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.1"
"14","Tyreek Hill",MIA,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A","12.1"
"15","Emeka Egbuka",TB,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.0"
"16","Courtland Sutton",DEN,"vs. CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.9"
"17","Tetairoa McMillan",CAR,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.8"
"18","George Pickens",DAL,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.6"
"19","Ricky Pearsall",SF,"vs. JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.4"
"20","Jakobi Meyers",LV,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.4"
"21","Ladd McConkey",LAC,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.3"
"22","Brian Thomas Jr.",JAC,"at SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.1"
"23","Deebo Samuel Sr.",WAS,"at ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.0"
"24","Keenan Allen",LAC,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.8"
"25","DK Metcalf",PIT,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.8"
"26","Quentin Johnston",LAC,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.8"
"27","Chris Olave",NO,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.7"
"28","DeVonta Smith",PHI,"at TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","10.5"
"29","Marvin Harrison Jr.",ARI,"vs. SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.5"
"30","Jameson Williams",DET,"vs. CLE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.2"
"31","DJ Moore",CHI,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B-","9.9"
