"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Patrick Mahomes II",KC,"at BUF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","23.0"
"2","Josh Allen",BUF,"vs. KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","22.7"
"3","Lamar Jackson",BAL,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","22.2"
"4","Justin Herbert",LAC,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","21.6"
"5","Drake Maye",NE,"vs. ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","21.0"
"6","Dak Prescott",DAL,"vs. ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","20.4"
"7","Daniel Jones",IND,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.9"
"8","Caleb Williams",CHI,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","19.5"
"9","Jayden Daniels",WAS,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","19.3"
"10","Jaxson Dart",NYG,"vs. SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.9"
"11","Jordan Love",GB,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","18.6"
"12","Matthew Stafford",LAR,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","18.2"
"13","Jared Goff",DET,"vs. MIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C+","17.8"
"14","Joe Flacco",CIN,"vs. CHI","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C","17.3"
"15","Trevor Lawrence",JAC,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","17.0"
"16","Kyler Murray",ARI,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","16.7"
"17","Sam Darnold",SEA,"at WAS","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","16.4"
"18","Bo Nix",DEN,"at HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","16.1"
"19","Aaron Rodgers",PIT,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","15.9"
"20","Mac Jones",SF,"at NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.6"
"21","C.J. Stroud",HOU,"vs. DEN","Coach Upside rating","Coach Bust rating","1 out of 5 stars","D","15.1"
