"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"at DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","13.8"
"2","Tyler Warren",IND,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.2"
"3","Tucker Kraft",GB,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.0"
"4","George Kittle",SF,"at NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","10.7"
"5","Oronde Gadsden II",LAC,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.9"
"6","Brock Bowers",LV,"vs. JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.7"
"7","Jake Ferguson",DAL,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.4"
"8","Travis Kelce",KC,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","9.2"
"9","Sam LaPorta",DET,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B-","8.8"
"10","Kyle Pitts Sr.",ATL,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.4"
"11","Mark Andrews",BAL,"at MIA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.9"
"12","Zach Ertz",WAS,"vs. SEA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.8"
"13","Dalton Kincaid",BUF,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.7"
"14","Theo Johnson",NYG,"vs. SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","7.6"
"15","Hunter Henry",NE,"vs. ATL","Coach Upside rating","Coach Bust rating","1 out of 5 stars","D+","7.5"
"16","Colston Loveland",CHI,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.7"
"17","Evan Engram",DEN,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D","6.5"
"18","Juwan Johnson",NO,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","6.4"
"19","T.J. Hockenson",MIN,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.2"
"20","Dalton Schultz",HOU,"vs. DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.0"
"21","Jonnu Smith",PIT,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.9"
"22","AJ Barner",SEA,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.8"
"23","Isaiah Likely",BAL,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","5.7"
"24","Noah Fant",CIN,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.7"
"25","Chig Okonkwo",TEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.0"
"26","Pat Freiermuth",PIT,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.6"
""
"27","Hunter Long",JAC,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.6"
"28","Gunnar Helm",TEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.3"
