"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Christian McCaffrey",SF,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","21.3"
"2","Jonathan Taylor",IND,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","20.5"
"3","Bijan Robinson",ATL,"at NE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","A","17.7"
"4","De'Von Achane",MIA,"vs. BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","17.6"
"5","Jahmyr Gibbs",DET,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","17.3"
"6","Derrick Henry",BAL,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","16.5"
"7","Josh Jacobs",GB,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","15.5"
"8","Kyren Williams",LAR,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A","14.7"
"9","Javonte Williams",DAL,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A-","14.4"
"10","James Cook III",BUF,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","13.9"
"11","Kimani Vidal",LAC,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","13.5"
"12","Jaylen Warren",PIT,"vs. IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","13.5"
"13","Ashton Jeanty",LV,"vs. JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","13.3"
"14","Chase Brown",CIN,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","13.0"
"15","Tyrone Tracy Jr.",NYG,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.1"
"16","Travis Etienne Jr.",JAC,"at LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.1"
"17","Zonovan Knight",ARI,"at DAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.1"
"18","Kareem Hunt",KC,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.9"
"19","David Montgomery",DET,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.7"
"20","Rico Dowdle",CAR,"at GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","10.4"
"21","J.K. Dobbins",DEN,"at HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","10.1"
"22","Kenneth Walker III",SEA,"at WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","10.0"
"23","Kyle Monangai",CHI,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.6"
"24","Jacory Croskey-Merritt",WAS,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","9.6"
"25","Alvin Kamara",NO,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","9.6"
"26","Woody Marks",HOU,"vs. DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.5"
""
"27","Zach Charbonnet",SEA,"at WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.4"
"28","TreVeyon Henderson",NE,"vs. ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.9"
"29","Aaron Jones Sr.",MIN,"at DET","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C","8.8"
"30","Tony Pollard",TEN,"vs. LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.6"
"31","Tyjae Spears",TEN,"vs. LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.6"
"32","Jordan Mason",MIN,"at DET","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C","7.5"
"33","Nick Chubb",HOU,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","7.2"
"34","Brashard Smith",KC,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","6.9"
"35","RJ Harvey",DEN,"at HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","6.6"
"36","Chuba Hubbard",CAR,"at GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","6.6"
"37","Samaje Perine",CIN,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","6.5"
"38","Kenneth Gainwell",PIT,"vs. IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","6.2"
"39","Tyler Allgeier",ATL,"at NE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","D+","5.9"
"40","Emanuel Wilson",GB,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","5.7"
"41","Blake Corum",LAR,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.7"
"42","Bhayshul Tuten",JAC,"at LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","5.5"
"43","Ollie Gordon II",MIA,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.3"
"44","Justice Hill",BAL,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.1"
"45","Jeremy McNichols",WAS,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D-","4.8"
"46","Devin Singletary",NYG,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","4.8"
"47","Brian Robinson Jr.",SF,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.4"
"48","Jaydon Blue",DAL,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"49","Michael Carter",ARI,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","4.2"
"50","Devin Neal",NO,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","4.1"
"51","Keaton Mitchell",BAL,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.0"
"52","Ty Johnson",BUF,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.9"
"53","Emari Demercado",ARI,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.5"
"54","Raheem Mostert",LV,"vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.5"
"55","Jaret Patterson",LAC,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"56","Ray Davis",BUF,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.8"
"57","D'Andre Swift",CHI,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","2.6"
"58","Chris Rodriguez Jr.",WAS,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.5"
"59","Ameer Abdullah",IND,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.3"
"60","Tyler Badie",DEN,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.3"
"61","LeQuint Allen Jr.",JAC,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.3"
