"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jaxon Smith-Njigba",SEA,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.4"
"2","Puka Nacua",LAR,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","16.5"
"3","Amon-Ra St. Brown",DET,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","16.3"
"4","Rashee Rice",KC,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","14.5"
"5","CeeDee Lamb",DAL,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","14.0"
"6","Davante Adams",LAR,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","13.7"
"7","Nico Collins",HOU,"vs. BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.7"
"8","Emeka Egbuka",TB,"at LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.5"
"9","Tee Higgins",CIN,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.3"
"10","Stefon Diggs",NE,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.1"
"11","Tetairoa McMillan",CAR,"at SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.8"
"12","George Pickens",DAL,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.4"
"13","Chris Olave",NO,"vs. ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.9"
"14","Justin Jefferson",MIN,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.8"
"15","DeVonta Smith",PHI,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","11.6"
"16","Jameson Williams",DET,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","11.6"
"17","A.J. Brown",PHI,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","11.5"
"18","Zay Flowers",BAL,"vs. NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.5"
"19","Rome Odunze",CHI,"vs. PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.1"
"20","Michael Wilson",ARI,"vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A-","11.0"
"21","Wan'Dale Robinson",NYG,"at DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.0"
"22","Michael Pittman Jr.",IND,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.2"
"23","DK Metcalf",PIT,"at CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.1"
"24","Jauan Jennings",SF,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.8"
"25","Alec Pierce",IND,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.8"
"26","Romeo Doubs",GB,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.6"
""
"27","Christian Watson",GB,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.2"
"28","Khalil Shakir",BUF,"at HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","8.9"
"29","Ricky Pearsall",SF,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.7"
