"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Christian McCaffrey",SF,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","21.6"
"2","De'Von Achane",MIA,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","21.4"
"3","Bijan Robinson",ATL,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","19.2"
"4","Josh Jacobs",GB,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","17.6"
"5","Rico Dowdle",CAR,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","16.0"
"6","Javonte Williams",DAL,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","15.8"
"7","Ashton Jeanty",LV,"vs. DAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","15.7"
"8","Jahmyr Gibbs",DET,"at PHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","15.3"
"9","James Cook III",BUF,"vs. TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","15.2"
"10","TreVeyon Henderson",NE,"vs. NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","14.5"
"11","Jaylen Warren",PIT,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","14.2"
"12","Saquon Barkley",PHI,"vs. DET","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","13.5"
"13","Chase Brown",CIN,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","12.9"
"14","Derrick Henry",BAL,"at CLE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B+","12.6"
"15","Kyren Williams",LAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","12.3"
"16","Travis Etienne Jr.",JAC,"vs. LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.3"
"17","Kimani Vidal",LAC,"at JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.1"
"18","Aaron Jones Sr.",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.0"
"19","Quinshon Judkins",CLE,"vs. BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","12.0"
"20","D'Andre Swift",CHI,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.9"
"21","Breece Hall",NYJ,"at NE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","11.2"
"22","RJ Harvey",DEN,"vs. KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","11.2"
"23","Woody Marks",HOU,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","10.9"
"24","Rachaad White",TB,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","10.7"
"25","David Montgomery",DET,"at PHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","9.5"
"26","Tyrone Tracy Jr.",NYG,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.5"
""
"27","Kenneth Walker III",SEA,"at LAR","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C+","8.7"
"28","Kareem Hunt",KC,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.5"
"29","Zach Charbonnet",SEA,"at LAR","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C","8.3"
"30","Kyle Monangai",CHI,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.2"
"31","Tony Pollard",TEN,"vs. HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
"32","Emari Demercado",ARI,"vs. SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.1"
"33","Tyjae Spears",TEN,"vs. HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.6"
"34","Tyler Allgeier",ATL,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.5"
"35","Sean Tucker",TB,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.3"
"36","Jacory Croskey-Merritt",WAS,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","7.2"
"37","Nick Chubb",HOU,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","7.2"
"38","Jordan Mason",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.0"
"39","Kenneth Gainwell",PIT,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D+","6.7"
"40","Devin Singletary",NYG,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.4"
"41","Blake Corum",LAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","6.4"
"42","Chris Rodriguez Jr.",WAS,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D+","6.2"
"43","Brian Robinson Jr.",SF,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","5.7"
"44","Chuba Hubbard",CAR,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","5.3"
"45","Bhayshul Tuten",JAC,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.2"
"46","Emanuel Wilson",GB,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","4.9"
"47","Isaiah Davis",NYJ,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","4.6"
