"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jonathan Taylor",IND,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","22.0"
"2","Bijan Robinson",ATL,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","21.8"
"3","Christian McCaffrey",SF,"at HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","18.6"
"4","De'Von Achane",MIA,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","17.0"
"5","Josh Jacobs",GB,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","16.9"
"6","James Cook III",BUF,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","15.0"
"7","Saquon Barkley",PHI,"vs. NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.8"
"8","Derrick Henry",BAL,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.5"
"9","Rachaad White",TB,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.5"
"10","Javonte Williams",DAL,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","14.2"
"11","Quinshon Judkins",CLE,"at NE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","13.3"
"12","Breece Hall",NYJ,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","13.2"
"13","Cam Skattebo",NYG,"at PHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","13.2"
"14","Jaylen Warren",PIT,"vs. GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","12.7"
"15","J.K. Dobbins",DEN,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","12.3"
"16","Chase Brown",CIN,"vs. NYJ","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","11.8"
"17","D'Andre Swift",CHI,"at BAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","11.6"
"18","Kimani Vidal",LAC,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.6"
"19","Alvin Kamara",NO,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.9"
"20","Rico Dowdle",CAR,"vs. BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.8"
"21","Jordan Mason",MIN,"at LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.8"
""
"22","Rhamondre Stevenson",NE,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","10.3"
"23","Isiah Pacheco",KC,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","10.2"
"24","Jacory Croskey-Merritt",WAS,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","9.7"
"25","Tyler Allgeier",ATL,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","9.3"
"26","Chuba Hubbard",CAR,"vs. BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","9.1"
"27","Tony Pollard",TEN,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","9.0"
"28","Woody Marks",HOU,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","7.7"
"29","Tyjae Spears",TEN,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.2"
"30","Nick Chubb",HOU,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.0"
"31","Kyle Monangai",CHI,"at BAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C","6.6"
"32","Aaron Jones Sr.",MIN,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C","6.4"
"33","RJ Harvey",DEN,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","6.2"
"34","Kenneth Gainwell",PIT,"vs. GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","5.9"
"35","Brashard Smith",KC,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","5.8"
"36","Justice Hill",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C","5.5"
"37","Isaiah Davis",NYJ,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","5.5"
"38","TreVeyon Henderson",NE,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","4.7"
"39","Tyrone Tracy Jr.",NYG,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C-","4.6"
"40","Samaje Perine",CIN,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C-","4.5"
"41","Sean Tucker",TB,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D+","4.2"
"42","Jeremy McNichols",WAS,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","4.1"
"43","Kareem Hunt",KC,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","4.0"
"44","Brian Robinson Jr.",SF,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","3.9"
"45","Emanuel Wilson",GB,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","3.7"
"46","Ollie Gordon II",MIA,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","3.5"
"47","Jerome Ford",CLE,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","3.1"
"48","Jaydon Blue",DAL,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","3.0"
"49","Devin Neal",NO,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","2.9"
"50","Chris Rodriguez Jr.",WAS,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","2.8"
"51","Dylan Sampson",CLE,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.7"
"52","Ty Johnson",BUF,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.5"
"53","Nyheim Hines",LAC,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.4"
"54","Ray Davis",BUF,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.2"
"55","Tyler Badie",DEN,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.1"
"56","Will Shipley",PHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.1"
"57","Kyle Juszczyk",SF,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.9"
"58","Kaleb Johnson",PIT,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.8"
"59","Tank Bigsby",PHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.8"
"60","Devin Singletary",NYG,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"61","DJ Giddens",IND,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"62","Chris Brooks",GB,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.4"
"63","Keaton Mitchell",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.3"
"64","Alec Ingold",MIA,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.2"
