"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jayden Daniels",WAS,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A+","22.5"
"2","Patrick Mahomes II",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A+","22.1"
"3","Dak Prescott",DAL,"vs. WAS","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","21.3"
"4","Jalen Hurts",PHI,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","20.6"
"5","Drake Maye",NE,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","20.0"
"6","Baker Mayfield",TB,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.4"
"7","Caleb Williams",CHI,"vs. NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","19.1"
"8","Justin Herbert",LAC,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.8"
"9","Jared Goff",DET,"vs. TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.5"
"10","Jordan Love",GB,"at ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","18.3"
"11","Bo Nix",DEN,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","18.1"
"12","Daniel Jones",IND,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","17.7"
"13","Justin Fields",NYJ,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","17.3"
"14","Matthew Stafford",LAR,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","16.9"
"15","Trevor Lawrence",JAC,"vs. LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","16.5"
"16","Jaxson Dart",NYG,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","16.0"
"17","Mac Jones",SF,"vs. ATL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","15.7"
"18","Aaron Rodgers",PIT,"at CIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","15.4"
"19","C.J. Stroud",HOU,"at SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","15.2"
"20","Sam Darnold",SEA,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","15.0"
"21","Michael Penix Jr.",ATL,"at SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","14.9"
"22","Spencer Rattler",NO,"at CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","14.8"
"23","Bryce Young",CAR,"at NYJ","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D-","14.7"
"24","Carson Wentz",MIN,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","14.3"
"25","Joe Flacco",CIN,"vs. PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","13.9"
"26","Jacoby Brissett",ARI,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","13.5"
"27","Dillon Gabriel",CLE,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","13.0"
"28","Tua Tagovailoa",MIA,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","12.5"
"29","Geno Smith",LV,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","12.2"
"30","Cam Ward",TEN,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","11.8"
"31","Tyrod Taylor",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.9"
"32","Marcus Mariota",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.8"
"33","Shedeur Sanders",CLE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"34","Andy Dalton",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.5"
"35","Jalen Milroe",SEA,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.5"
"36","Joe Milton III",DAL,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.5"
"37","Jimmy Garoppolo",LAR,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"38","Zach Wilson",MIA,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"39","Russell Wilson",NYG,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"40","Jake Browning",CIN,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"41","Tyler Shough",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.4"
