"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Joe Burrow",CIN,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","22.1"
"2","Drake Maye",NE,"at NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","21.3"
"3","Dak Prescott",DAL,"at WAS","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","20.5"
"4","Trevor Lawrence",JAC,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","19.9"
"5","Josh Allen",BUF,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","19.6"
"6","Matthew Stafford",LAR,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","19.3"
"7","Brock Purdy",SF,"vs. CHI","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B+","19.1"
"8","Jacoby Brissett",ARI,"at CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.9"
"9","Jalen Hurts",PHI,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","18.5"
"10","Caleb Williams",CHI,"at SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.1"
"11","Bo Nix",DEN,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","17.7"
"12","Baker Mayfield",TB,"at MIA","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B-","17.4"
"13","Tyler Shough",NO,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","17.1"
"14","Jared Goff",DET,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","17.0"
"15","Jaxson Dart",NYG,"at LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","16.8"
"16","Sam Darnold",SEA,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","16.7"
"17","Justin Herbert",LAC,"vs. HOU","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C-","16.3"
"18","C.J. Stroud",HOU,"at LAC","Coach Upside rating","Coach Bust rating","1 out of 5 stars","D+","15.8"
"19","Malik Willis",GB,"vs. BAL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.4"
"20","Kirk Cousins",ATL,"vs. LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","14.9"
"21","Geno Smith",LV,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","14.4"
"22","Bryce Young",CAR,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","14.0"
"23","Philip Rivers",IND,"vs. JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","13.8"
"24","Josh Johnson",WAS,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","F","13.5"
"25","Quinn Ewers",MIA,"vs. TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","13.5"
"26","Cam Ward",TEN,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","13.4"
""
"27","Aaron Rodgers",PIT,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","13.2"
"28","Shedeur Sanders",CLE,"vs. PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","12.7"
"29","Max Brosmer",MIN,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","12.2"
"30","Brady Cook",NYJ,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","11.2"
"31","Tyler Huntley",BAL,"at GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","10.1"
