"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"vs. JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","14.9"
"2","George Kittle",SF,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","12.6"
"3","Brock Bowers",LV,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.4"
"4","Tyler Warren",IND,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.4"
"5","Travis Kelce",KC,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.3"
"6","Hunter Henry",NE,"at CIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","9.5"
"7","Kyle Pitts Sr.",ATL,"at NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.8"
"8","Dallas Goedert",PHI,"at DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","8.7"
"9","Mark Andrews",BAL,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.4"
"10","Jake Ferguson",DAL,"vs. PHI","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C+","8.1"
"11","Theo Johnson",NYG,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.1"
"12","Cade Otton",TB,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.9"
"13","Juwan Johnson",NO,"vs. ATL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","7.8"
"14","Dalton Schultz",HOU,"vs. BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","7.7"
"15","Colston Loveland",CHI,"vs. PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","7.5"
"16","Harold Fannin Jr.",CLE,"at LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","7.2"
"17","AJ Barner",SEA,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.3"
"18","Mason Taylor",NYJ,"at BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.0"
"19","Noah Fant",CIN,"vs. NE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","5.9"
"20","T.J. Hockenson",MIN,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","5.9"
