"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Ja'Marr Chase",CIN,"at PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","17.2"
"2","Jaxon Smith-Njigba",SEA,"at LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","16.7"
"3","Puka Nacua",LAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","15.8"
"4","CeeDee Lamb",DAL,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","15.0"
"5","Drake London",ATL,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","15.0"
"6","Amon-Ra St. Brown",DET,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","14.6"
"7","Rashee Rice",KC,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","14.0"
"8","Justin Jefferson",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.6"
"9","Emeka Egbuka",TB,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.4"
"10","Nico Collins",HOU,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.1"
"11","Jaylen Waddle",MIA,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.0"
"12","Davante Adams",LAR,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","13.0"
"13","George Pickens",DAL,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A","12.5"
"14","Ladd McConkey",LAC,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.5"
"15","DeVonta Smith",PHI,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.8"
"16","A.J. Brown",PHI,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.7"
"17","Tee Higgins",CIN,"at PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.7"
"18","Stefon Diggs",NE,"vs. NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.4"
"19","Zay Flowers",BAL,"at CLE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.4"
"20","Rome Odunze",CHI,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","11.3"
"21","DK Metcalf",PIT,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","11.2"
"22","Romeo Doubs",GB,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.7"
"23","Wan'Dale Robinson",NYG,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.6"
"24","Jauan Jennings",SF,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.5"
"25","Deebo Samuel Sr.",WAS,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.3"
"26","Jameson Williams",DET,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","10.1"
""
"27","Jordan Addison",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.0"
"28","Tetairoa McMillan",CAR,"at ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.9"
"29","Khalil Shakir",BUF,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.8"
"30","Quentin Johnston",LAC,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.8"
"31","Courtland Sutton",DEN,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","9.7"
"32","Tre Tucker",LV,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B-","9.5"
"33","Parker Washington",JAC,"vs. LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.3"
"34","Troy Franklin",DEN,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","8.8"
"35","Xavier Worthy",KC,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.7"
"36","Tez Johnson",TB,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.7"
"37","Keenan Allen",LAC,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.6"
