"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Tyler Warren",IND,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","11.1"
"2","Tucker Kraft",GB,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","9.8"
"3","George Kittle",SF,"at HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","9.3"
"4","Jake Ferguson",DAL,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","9.2"
"5","Dallas Goedert",PHI,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","9.1"
"6","Travis Kelce",KC,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.0"
"7","Oronde Gadsden II",LAC,"vs. MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.5"
"8","Kyle Pitts Sr.",ATL,"vs. MIA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","8.3"
"9","Dalton Kincaid",BUF,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.1"
"10","Dalton Schultz",HOU,"vs. SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.0"
"11","Harold Fannin Jr.",CLE,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.7"
"12","Mason Taylor",NYJ,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.6"
"13","Cade Otton",TB,"at NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.5"
"14","Hunter Henry",NE,"vs. CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.4"
"15","Mark Andrews",BAL,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.3"
"16","Zach Ertz",WAS,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","7.2"
"17","Evan Engram",DEN,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D+","7.2"
"18","T.J. Hockenson",MIN,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","7.1"
"19","Theo Johnson",NYG,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","7.1"
"20","Juwan Johnson",NO,"vs. TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.9"
"21","Jonnu Smith",PIT,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","6.4"
""
"22","Colston Loveland",CHI,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.8"
"23","Noah Fant",CIN,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.4"
"24","Isaiah Likely",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.3"
"25","Chig Okonkwo",TEN,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.1"
"26","Pat Freiermuth",PIT,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.8"
"27","Darnell Washington",PIT,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.4"
"28","Taysom Hill",NO,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"29","Gunnar Helm",TEN,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.9"
"30","Ja'Tavion Sanders",CAR,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"31","Tommy Tremble",CAR,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.7"
"32","Daniel Bellinger",NYG,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.3"
"33","Dawson Knox",BUF,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.2"
"34","Tanner Conner",MIA,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","3.0"
"35","Austin Hooper",NE,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.7"
"36","Noah Gray",KC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.7"
"37","David Njoku",CLE,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.7"
"38","Julian Hill",MIA,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","2.7"
"39","Mitchell Evans",CAR,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.7"
"40","Nate Adkins",DEN,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.7"
"41","Josh Oliver",MIN,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.7"
"42","Luke Musgrave",GB,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.4"
"43","Luke Schoonmaker",DAL,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.3"
"44","Drew Sample",CIN,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.2"
"45","Jeremy Ruckert",NYJ,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.2"
"46","Mo Alie-Cox",IND,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.1"
"47","Cole Kmet",CHI,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.0"
"48","Adam Trautman",DEN,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.9"
"49","Harrison Bryant",HOU,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.9"
"50","John Bates",WAS,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.8"
"51","Charlie Kolar",BAL,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.8"
"52","Jackson Hawes",BUF,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"53","Foster Moreau",NO,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.6"
"54","Blake Whiteheart",CLE,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"55","Durham Smythe",CHI,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.4"
"56","John FitzPatrick",GB,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.4"
"57","Charlie Woerner",ATL,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.3"
"58","Kylen Granson",PHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.2"
"59","Jake Tonges",SF,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.1"
"60","Luke Farrell",SF,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.1"
"61","Tyler Conklin",LAC,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.1"
"62","Ben Sinnott",WAS,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.0"
"63","Tanner Hudson",CIN,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.0"
"64","Connor Heyward",PIT,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.0"
"65","Greg Dulcich",MIA,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","0.9"
"66","Drew Ogletree",IND,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"67","Tucker Fisk",LAC,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"68","Payne Durham",TB,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"69","Cam Grandy",CIN,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"70","Brevyn Spann-Ford",DAL,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.8"
""
"71","Jack Stoll",NO,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.7"
"72","Grant Calcaterra",PHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.7"
"73","Andrew Beck",NYJ,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.7"
"74","Chris Manhertz",NYG,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.6"
"75","Stephen Carlson",CHI,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"76","Brenden Bates",HOU,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.6"
"77","Robert Tonyan",KC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"78","David Martin-Robinson",TEN,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"79","Jack Westover",NE,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"80","Devin Culp",TB,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"81","Thomas Fidone II",NYG,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"82","Teagan Quitoriano",ATL,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.3"
"83","Ben Yurosek",MIN,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.3"
"84","Colson Yankoff",WAS,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"85","Zaire Mitchell-Paden",NO,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"86","Cameron Latu",PHI,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"87","Jelani Woods",NYJ,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
