"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","15.1"
"2","Brock Bowers",LV,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.7"
"3","George Kittle",SF,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.3"
"4","Oronde Gadsden II",LAC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","9.6"
"5","Jake Ferguson",DAL,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B+","9.0"
"6","Dallas Goedert",PHI,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B","8.8"
"7","Cade Otton",TB,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.7"
"8","Travis Kelce",KC,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.6"
"9","Kyle Pitts Sr.",ATL,"vs. CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.5"
"10","Hunter Henry",NE,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C+","8.4"
"11","Theo Johnson",NYG,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.1"
"12","Mark Andrews",BAL,"at CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.1"
"13","Dalton Schultz",HOU,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.8"
"14","Zach Ertz",WAS,"at MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.6"
"15","Harold Fannin Jr.",CLE,"vs. BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","7.6"
"16","Colston Loveland",CHI,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.7"
"17","Mason Taylor",NYJ,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","6.2"
"18","Luke Musgrave",GB,"at NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","6.0"
"19","David Njoku",CLE,"vs. BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","5.8"
"20","Pat Freiermuth",PIT,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.8"
"21","Evan Engram",DEN,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.7"
"22","T.J. Hockenson",MIN,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","5.6"
"23","Jonnu Smith",PIT,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.6"
"24","Noah Fant",CIN,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.6"
"25","Isaiah Likely",BAL,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.6"
"26","AJ Barner",SEA,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.5"
""
"27","Michael Mayer",LV,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.4"
"28","Greg Dulcich",MIA,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.3"
"29","Dawson Knox",BUF,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.9"
"30","Chig Okonkwo",TEN,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.8"
"31","Tyler Higbee",LAR,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.4"
"32","Elijah Arroyo",SEA,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"33","Darnell Washington",PIT,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.2"
"34","Ja'Tavion Sanders",CAR,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","4.0"
"35","Terrance Ferguson",LAR,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.9"
"36","Gunnar Helm",TEN,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.7"
"37","Jackson Hawes",BUF,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.6"
"38","Elijah Higgins",ARI,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.3"
"39","Daniel Bellinger",NYG,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.1"
"40","Cole Kmet",CHI,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"41","Colby Parkinson",LAR,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"42","Davis Allen",LAR,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"43","Johnny Mundt",JAC,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","2.8"
