"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","14.5"
"2","George Kittle",SF,"vs. SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.5"
"3","Kyle Pitts Sr.",ATL,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","9.9"
"4","Juwan Johnson",NO,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A","9.1"
"5","Hunter Henry",NE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A-","9.0"
"6","Colston Loveland",CHI,"vs. DET","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","8.9"
"7","Brenton Strange",JAC,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B","8.4"
"8","Dalton Schultz",HOU,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B","8.0"
"9","Michael Mayer",LV,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","7.8"
"10","Travis Kelce",KC,"at LV","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","7.7"
"11","AJ Barner",SEA,"at SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","7.6"
"12","Tyler Warren",IND,"at HOU","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.3"
"13","Chig Okonkwo",TEN,"at JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.2"
"14","Mark Andrews",BAL,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C-","7.0"
"15","Colby Parkinson",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D+","6.8"
"16","Greg Dulcich",MIA,"at NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","6.1"
"17","Pat Freiermuth",PIT,"vs. BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.0"
"18","Oronde Gadsden II",LAC,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.9"
"19","Jake Ferguson",DAL,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D","5.8"
"20","Isaiah Likely",BAL,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","5.5"
"21","Dawson Knox",BUF,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.0"
"22","Mike Gesicki",CIN,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.9"
"23","Evan Engram",DEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.7"
"24","Cade Otton",TB,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.6"
"25","Taysom Hill",NO,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.5"
"26","Jonnu Smith",PIT,"vs. BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.4"
""
"27","Cole Kmet",CHI,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.4"
"28","Grant Calcaterra",PHI,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","4.3"
"29","Josh Oliver",MIN,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"30","Daniel Bellinger",NYG,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.2"
"31","Terrance Ferguson",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.2"
"32","Jake Tonges",SF,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.0"
"33","Luke Musgrave",GB,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.0"
"34","Elijah Higgins",ARI,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.8"
"35","Dalton Kincaid",BUF,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.8"
"36","Ben Sinnott",WAS,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.7"
"37","Davis Allen",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.5"
"38","Tyler Higbee",LAR,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.4"
"39","Tommy Tremble",CAR,"at TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.4"
"40","Sal Cannella",CLE,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.4"
"41","Austin Hooper",NE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.4"
"42","Blake Whiteheart",CLE,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.3"
"43","Stone Smartt",NYJ,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.2"
"44","Shane Zylstra",DET,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.2"
"45","Mitchell Evans",CAR,"at TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.1"
"46","Jackson Hawes",BUF,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.0"
"47","Jeremy Ruckert",NYJ,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"48","Luke Schoonmaker",DAL,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.9"
"49","Kylen Granson",PHI,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","2.8"
