"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cameron Dicker",LAC,"vs. PIT","4 out of 5 stars","A","8.8"
"2","Chase McLaughlin",TB,"vs. NE","2 out of 5 stars","B+","8.6"
"3","Chris Boswell",PIT,"at LAC","3 out of 5 stars","B","8.6"
"4","Jake Bates",DET,"at WAS","3 out of 5 stars","B","8.3"
"5","Michael Badgley",IND,"vs. ATL","4 out of 5 stars","B-","8.3"
"6","Matt Prater",BUF,"at MIA","4 out of 5 stars","C+","8.1"
"7","Tyler Loop",BAL,"at MIN","2 out of 5 stars","C+","8.0"
"8","Cairo Santos",CHI,"vs. NYG","4 out of 5 stars","C+","7.5"
"9","Eddy Pineiro",SF,"vs. LAR","3 out of 5 stars","C","7.5"
"10","Jason Myers",SEA,"vs. ARI","3 out of 5 stars","C","7.5"
"11","Will Reichard",MIN,"vs. BAL","4 out of 5 stars","C","7.4"
"12","Wil Lutz",DEN,"vs. LV","4 out of 5 stars","C","7.4"
"13","Brandon McManus",GB,"vs. PHI","5 out of 5 stars","C","7.4"
"14","Andy Borregales",NE,"at TB","3 out of 5 stars","C","7.3"
"15","Cam Little",JAC,"at HOU","1 out of 5 stars","C","7.3"
"16","Joshua Karty",LAR,"at SF","2 out of 5 stars","C-","7.0"
"17","Ryan Fitzgerald",CAR,"vs. NO","3 out of 5 stars","C-","6.9"
"18","Jake Elliott",PHI,"at GB","3 out of 5 stars","C-","6.9"
"19","Chad Ryland",ARI,"at SEA","1 out of 5 stars","D+","6.9"
"20","Matt Gay",WAS,"vs. DET","2 out of 5 stars","D+","6.9"
"21","Graham Gano",NYG,"at CHI","3 out of 5 stars","D","6.8"
"22","Daniel Carlson",LV,"at DEN","4 out of 5 stars","D","6.7"
"23","Nick Folk",NYJ,"vs. CLE","3 out of 5 stars","D","6.7"
"24","Zane Gonzalez",ATL,"at IND","2 out of 5 stars","D","6.6"
"25","Riley Patterson",MIA,"vs. BUF","2 out of 5 stars","D","6.4"
"26","Matthew Wright",HOU,"vs. JAC","1 out of 5 stars","D","6.4"
""
"27","Harrison Mevis",LAR,"at SF","2 out of 5 stars","D-","6.1"
"28","Blake Grupe",NO,"at CAR","3 out of 5 stars","D-","6.1"
"29","Andre Szmyt",CLE,"at NYJ","5 out of 5 stars","D-","3.8"
"30","Younghoe Koo",NYG,"at CHI","3 out of 5 stars","D-","0.0"
