"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"at NYJ","4 out of 5 stars","A+","23.7"
"2","Lamar Jackson",BAL,"vs. CLE","4 out of 5 stars","A","22.5"
"3","Jalen Hurts",PHI,"at KC","2 out of 5 stars","A","21.9"
"4","Joe Burrow",CIN,"vs. JAC","5 out of 5 stars","A","21.1"
"5","Jayden Daniels",WAS,"at GB","3 out of 5 stars","A","20.2"
"6","Justin Herbert",LAC,"at LV","3 out of 5 stars","B+","19.7"
"7","Justin Fields",NYJ,"vs. BUF","3 out of 5 stars","B+","19.3"
"8","Kyler Murray",ARI,"vs. CAR","5 out of 5 stars","B","18.8"
"9","Patrick Mahomes II",KC,"vs. PHI","1 out of 5 stars","B","18.5"
"10","Drake Maye",NE,"at MIA","4 out of 5 stars","B","18.4"
"11","Baker Mayfield",TB,"at HOU","2 out of 5 stars","B-","18.2"
"12","Dak Prescott",DAL,"vs. NYG","4 out of 5 stars","B-","18.1"
"13","Bo Nix",DEN,"at IND","4 out of 5 stars","C+","18.0"
"14","Trevor Lawrence",JAC,"at CIN","4 out of 5 stars","C","17.9"
"15","Jordan Love",GB,"vs. WAS","4 out of 5 stars","C","17.8"
"16","J.J. McCarthy",MIN,"vs. ATL","4 out of 5 stars","C","17.7"
"17","Caleb Williams",CHI,"at DET","3 out of 5 stars","C","17.5"
"18","Jared Goff",DET,"vs. CHI","2 out of 5 stars","C-","17.3"
"19","C.J. Stroud",HOU,"vs. TB","4 out of 5 stars","D+","17.0"
"20","Michael Penix Jr.",ATL,"at MIN","2 out of 5 stars","D+","16.8"
"21","Geno Smith",LV,"vs. LAC","3 out of 5 stars","D","16.6"
"22","Aaron Rodgers",PIT,"vs. SEA","2 out of 5 stars","D-","16.5"
"23","Matthew Stafford",LAR,"at TEN","3 out of 5 stars","F","16.3"
"24","Daniel Jones",IND,"vs. DEN","2 out of 5 stars","F","16.0"
"25","Bryce Young",CAR,"at ARI","3 out of 5 stars","F","15.6"
"26","Joe Flacco",CLE,"at BAL","3 out of 5 stars","F","15.3"
"27","Tua Tagovailoa",MIA,"vs. NE","4 out of 5 stars","F","14.9"
"28","Brock Purdy",SF,"at NO","2 out of 5 stars","D","14.5"
"29","Sam Darnold",SEA,"at PIT","2 out of 5 stars","F","14.2"
"30","Cam Ward",TEN,"vs. LAR","3 out of 5 stars","F","13.7"
"31","Spencer Rattler",NO,"vs. SF","2 out of 5 stars","F","12.5"
"32","Russell Wilson",NYG,"at DAL","3 out of 5 stars","F","11.5"
"33","Jaxson Dart",NYG,"at DAL","3 out of 5 stars","F","8.7"
"34","Jalen Milroe",SEA,"at PIT","2 out of 5 stars","F","1.4"
"35","Mac Jones",SF,"at NO","2 out of 5 stars","F","1.3"
"36","Anthony Richardson Sr.",IND,"vs. DEN","2 out of 5 stars","F","0.5"
"37","Tyler Shough",NO,"vs. SF","2 out of 5 stars","F","0.5"
"38","Jimmy Garoppolo",LAR,"at TEN","3 out of 5 stars","F","0.5"
"39","Zach Wilson",MIA,"vs. NE","4 out of 5 stars","F","0.5"
"40","Dillon Gabriel",CLE,"at BAL","3 out of 5 stars","F","0.5"
"41","Joe Milton III",DAL,"vs. NYG","4 out of 5 stars","F","0.5"
"42","Kirk Cousins",ATL,"at MIN","2 out of 5 stars","F","0.5"
"43","Tyrod Taylor",NYJ,"vs. BUF","3 out of 5 stars","F","0.5"
"44","Kenny Pickett",LV,"vs. LAC","3 out of 5 stars","F","0.5"
"45","Mason Rudolph",PIT,"vs. SEA","2 out of 5 stars","F","0.5"
"46","Malik Willis",GB,"vs. WAS","4 out of 5 stars","F","0.5"
"47","Jake Browning",CIN,"vs. JAC","5 out of 5 stars","F","0.4"
"48","Marcus Mariota",WAS,"at GB","3 out of 5 stars","F","0.4"
"49","Mitchell Trubisky",BUF,"at NYJ","4 out of 5 stars","F","0.4"
"50","Jarrett Stidham",DEN,"at IND","4 out of 5 stars","F","0.4"
"51","Cooper Rush",BAL,"vs. CLE","4 out of 5 stars","F","0.4"
"52","Trey Lance",LAC,"at LV","3 out of 5 stars","F","0.4"
"53","Andy Dalton",CAR,"at ARI","3 out of 5 stars","F","0.4"
"54","Sam Howell",PHI,"at KC","2 out of 5 stars","F","0.4"
"55","Joshua Dobbs",NE,"at MIA","4 out of 5 stars","F","0.4"
"56","Tyson Bagent",CHI,"at DET","3 out of 5 stars","F","0.4"
"57","Nick Mullens",JAC,"at CIN","4 out of 5 stars","F","0.4"
"58","Drew Lock",SEA,"at PIT","2 out of 5 stars","F","0.4"
"59","Brandon Allen",TEN,"vs. LAR","3 out of 5 stars","F","0.4"
"60","Gardner Minshew II",KC,"vs. PHI","1 out of 5 stars","F","0.3"
"61","Jacoby Brissett",ARI,"vs. CAR","5 out of 5 stars","F","0.2"
"62","Davis Mills",HOU,"vs. TB","4 out of 5 stars","F","0.2"
"63","Riley Leonard",IND,"vs. DEN","2 out of 5 stars","F","0.0"
