"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Christian McCaffrey",SF,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","20.0"
"2","Jahmyr Gibbs",DET,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","19.8"
"3","Bijan Robinson",ATL,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","18.7"
"4","James Cook III",BUF,"vs. PHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","18.3"
"5","Saquon Barkley",PHI,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","16.8"
"6","De'Von Achane",MIA,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A","16.4"
"7","Ashton Jeanty",LV,"vs. NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","16.0"
"8","Jonathan Taylor",IND,"vs. JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","15.5"
"9","Chase Brown",CIN,"vs. ARI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.4"
"10","Travis Etienne Jr.",JAC,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","14.1"
"11","Javonte Williams",DAL,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","14.0"
"12","Kyren Williams",LAR,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A-","13.9"
"13","RJ Harvey",DEN,"at KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","13.8"
"14","Derrick Henry",BAL,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","13.6"
"15","Bucky Irving",TB,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","13.4"
"16","Omarion Hampton",LAC,"vs. HOU","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","13.4"
"17","Kenneth Gainwell",PIT,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","13.3"
