"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","11.5"
"2","Jake Ferguson",DAL,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","10.8"
"3","Tyler Warren",IND,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","9.9"
"4","Tucker Kraft",GB,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","9.5"
"5","Sam LaPorta",DET,"at KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","9.1"
"6","Hunter Henry",NE,"at NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.9"
"7","Travis Kelce",KC,"vs. DET","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","8.7"
"8","Dalton Kincaid",BUF,"at ATL","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B","8.6"
"9","Darren Waller",MIA,"vs. LAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.1"
"10","Kyle Pitts Sr.",ATL,"vs. BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.0"
"11","Dallas Goedert",PHI,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C+","7.9"
"12","David Njoku",CLE,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.9"
"13","Jake Tonges",SF,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","7.5"
"14","Zach Ertz",WAS,"vs. CHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","7.3"
"15","Mason Taylor",NYJ,"vs. DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.3"
"16","Theo Johnson",NYG,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","7.2"
"17","Juwan Johnson",NO,"vs. NE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.9"
"18","Harold Fannin Jr.",CLE,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","6.6"
"19","Mark Andrews",BAL,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","6.3"
"20","Evan Engram",DEN,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","6.2"
"21","AJ Barner",SEA,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","6.0"
"22","Cade Otton",TB,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","5.9"
"23","Jonnu Smith",PIT,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.7"
"24","Chig Okonkwo",TEN,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.0"
"25","Colston Loveland",CHI,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.6"
"26","Taysom Hill",NO,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.4"
"27","Oronde Gadsden II",LAC,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.4"
