"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jaxon Smith-Njigba",SEA,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.7"
"2","Ja'Marr Chase",CIN,"vs. BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","17.4"
"3","Puka Nacua",LAR,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","16.1"
"4","Amon-Ra St. Brown",DET,"at LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","15.1"
"5","Davante Adams",LAR,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","14.1"
"6","Rashee Rice",KC,"vs. LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","14.1"
"7","Nico Collins",HOU,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","14.1"
"8","George Pickens",DAL,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","14.0"
"9","A.J. Brown",PHI,"vs. LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.9"
"10","Jaylen Waddle",MIA,"at PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","13.4"
"11","Jameson Williams",DET,"at LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","12.7"
"12","Michael Wilson",ARI,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A","12.4"
"13","Tetairoa McMillan",CAR,"at NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.8"
"14","Justin Jefferson",MIN,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","11.5"
"15","Wan'Dale Robinson",NYG,"vs. WAS","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","11.4"
"16","Chris Olave",NO,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.3"
"17","Zay Flowers",BAL,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.2"
"18","Terry McLaurin",WAS,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","11.1"
"19","DK Metcalf",PIT,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","10.9"
"20","Jakobi Meyers",JAC,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","10.6"
"21","DeVonta Smith",PHI,"vs. LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","10.6"
"22","Jauan Jennings",SF,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.6"
"23","Emeka Egbuka",TB,"vs. ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.5"
"24","Christian Watson",GB,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","10.4"
"25","Stefon Diggs",NE,"vs. BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","10.4"
"26","Ladd McConkey",LAC,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.3"
""
"27","CeeDee Lamb",DAL,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","10.3"
"28","Courtland Sutton",DEN,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.3"
"29","Deebo Samuel Sr.",WAS,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.5"
"30","Brian Thomas Jr.",JAC,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.3"
"31","Chris Godwin Jr.",TB,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B-","9.1"
"32","Jordan Addison",MIN,"at DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B-","9.0"
"33","Khalil Shakir",BUF,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","8.8"
"34","Mike Evans",TB,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B-","8.6"
"35","Michael Pittman Jr.",IND,"at SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.6"
"36","Luther Burden III",CHI,"vs. CLE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.4"
"37","Jayden Reed",GB,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","8.4"
