"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"vs. SEA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","11.6"
"2","Brock Bowers",LV,"vs. CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","10.9"
"3","Tucker Kraft",GB,"at DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","10.0"
"4","Tyler Warren",IND,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A-","9.5"
"5","Jake Ferguson",DAL,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B+","9.4"
"6","Sam LaPorta",DET,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B","9.2"
"7","Hunter Henry",NE,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","8.5"
"8","Dalton Kincaid",BUF,"vs. NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","8.5"
"9","Travis Kelce",KC,"vs. BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","8.5"
"10","Juwan Johnson",NO,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.3"
"11","T.J. Hockenson",MIN,"at PIT","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
"12","Zach Ertz",WAS,"at ATL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C","8.0"
"13","Mark Andrews",BAL,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.8"
"14","Kyle Pitts Sr.",ATL,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.5"
"15","David Njoku",CLE,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.1"
"16","Dallas Goedert",PHI,"at TB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.9"
"17","Harold Fannin Jr.",CLE,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","6.9"
"18","Brenton Strange",JAC,"at SF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","6.8"
"19","Chig Okonkwo",TEN,"at HOU","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","6.3"
"20","Jonnu Smith",PIT,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","6.2"
"21","Dalton Schultz",HOU,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","6.0"
"22","Cade Otton",TB,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","5.7"
"23","Pat Freiermuth",PIT,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.2"
"24","Jake Tonges",SF,"vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.1"
"25","Cole Kmet",CHI,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.5"
"26","Mike Gesicki",CIN,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.4"
"27","Theo Johnson",NYG,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.3"
