"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"28","DeVonta Smith",PHI,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.9"
"29","Jordan Addison",MIN,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.9"
"30","Kendrick Bourne",SF,"vs. ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.7"
"31","Tee Higgins",CIN,"vs. PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.7"
"32","Wan'Dale Robinson",NYG,"at DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","9.2"
"33","Matthew Golden",GB,"at ARI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","9.1"
"34","Jakobi Meyers",LV,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.0"
"35","Tre Tucker",LV,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.9"
"36","Rashid Shaheed",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C+","8.6"
"37","Jerry Jeudy",CLE,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.5"
"38","Cooper Kupp",SEA,"vs. HOU","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.4"
"39","Sterling Shepard",TB,"at DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.0"
"40","Jordan Whittington",LAR,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.0"
"41","Jauan Jennings",SF,"vs. ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.0"
"42","Travis Hunter",JAC,"vs. LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.0"
"43","Elic Ayomanor",TEN,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.8"
"44","Tez Johnson",TB,"at DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.6"
"45","DJ Moore",CHI,"vs. NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.5"
"46","Troy Franklin",DEN,"vs. NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.4"
"47","Alec Pierce",IND,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","7.2"
"48","Kayshon Boutte",NE,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.2"
"49","Marquise Brown",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C-","7.2"
"50","Isaiah Bond",CLE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C-","7.1"
"51","Josh Reynolds",NYJ,"vs. CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","7.0"
"52","Marvin Mims Jr.",DEN,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","7.0"
"53","Luther Burden III",CHI,"vs. NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D+","6.7"
"54","Olamide Zaccheaus",CHI,"vs. NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","6.7"
"55","Tutu Atwell",LAR,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D+","6.6"
"56","Malik Washington",MIA,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","6.6"
"57","Jalen Coker",CAR,"at NYJ","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","6.5"
"58","Michael Wilson",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","6.3"
"59","Dyami Brown",JAC,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","6.1"
"60","Luke McCaffrey",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.9"
"61","Lil'Jordan Humphrey",NYG,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","5.8"
"62","Tory Horton",SEA,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","5.8"
"63","Jaylin Lane",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","5.7"
"64","Chris Moore",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.6"
"65","Xavier Legette",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","5.5"
"66","Zay Jones",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.2"
"67","Van Jefferson",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.2"
"68","Kameron Johnson",TB,"at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.1"
"69","Marvin Harrison Jr.",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","4.9"
"70","DeMario Douglas",NE,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.9"
"71","Jayden Higgins",HOU,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.9"
"72","Jalin Hyatt",NYG,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.9"
"73","Dontayvion Wicks",GB,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.9"
"74","Parker Washington",JAC,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.8"
"75","KaVontae Turpin",DAL,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.8"
"76","Ryan Flournoy",DAL,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.8"
"77","Greg Dortch",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.7"
"78","Jalen Nailor",MIN,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.5"
"79","Chimere Dike",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.5"
"80","Jack Bech",LV,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.4"
"81","Darnell Mooney",ATL,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"82","Isaac TeSlaa",DET,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"83","Xavier Hutchinson",HOU,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.2"
"84","Andrei Iosivas",CIN,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.2"
"85","Christian Kirk",HOU,"at SEA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","4.2"
"86","JuJu Smith-Schuster",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.2"
"87","Tyquan Thornton",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.2"
"88","Demarcus Robinson",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.0"
"89","Casey Washington",ATL,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.0"
"90","Mack Hollins",NE,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"91","Arian Smith",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.6"
"92","Jalen Tolbert",DAL,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.5"
"93","Brandin Cooks",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.5"
"94","Allen Lazard",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.4"
"95","Pat Bryant",DEN,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.4"
"96","Tyler Lockett",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.3"
"97","Tre Harris",LAC,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.2"
"98","Nick Westbrook-Ikhine",MIA,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"99","Tyler Johnson",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"100","Jaylin Noel",HOU,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.0"
"101","Jahan Dotson",PHI,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.0"
"102","Jimmy Horn Jr.",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.0"
"103","Malik Heath",GB,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.9"
"104","Dont'e Thornton Jr.",LV,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.8"
"105","Adonai Mitchell",IND,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.8"
"106","Jamari Thrash",CLE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.7"
"107","Savion Williams",GB,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.7"
"108","Roman Wilson",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.7"
"109","Devaughn Vele",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.6"
"110","Scotty Miller",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.6"
"111","Adam Thielen",MIN,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.6"
"112","Kalif Raymond",DET,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.5"
"113","Konata Mumpfield",LAR,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.5"
"114","Kyle Williams",NE,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.2"
"115","Hunter Renfrow",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.2"
"116","Tim Patrick",JAC,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.9"
"117","Ben Skowronek",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.6"
"118","KeAndre Lambert-Smith",LAC,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"119","Ryan Miller",TB,"at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.5"
"120","Emeka Egbuka",TB,"at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.4"
"121","David Sills V",ATL,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.4"
"122","Brycen Tremayne",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.4"
"123","Dee Eskridge",MIA,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.3"
"124","Xavier Smith",LAR,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.2"
"125","Anthony Gould",IND,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.2"
"126","Beaux Collins",NYG,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.1"
"127","Malachi Corley",CLE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.9"
"128","Jake Bobo",SEA,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.8"
"129","John Metchie III",PHI,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.8"
"130","Garrett Wilson",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"131","Mitch Tinsley",CIN,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"132","Dareke Young",SEA,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"133","KhaDarel Hodge",ATL,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"134","Xavier Weaver",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"135","Gage Larvadain",CLE,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"136","Trent Sherfield Sr.",DEN,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"137","Alex Bachman",LV,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"138","Simi Fehoko",ARI,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"139","Tahj Washington",MIA,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"140","Robbie Chosen",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"141","Skyy Moore",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"142","Gunner Olszewski",NYG,"at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"143","Braxton Berrios",HOU,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"144","Jalen Royals",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"145","Bo Melton",GB,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"146","Tai Felton",MIN,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"147","Charlie Jones",CIN,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"148","Dominic Lovett",DET,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"149","Brandon Smith",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"150","Mason Tipton",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"151","Malik Turner",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"152","Laquon Treadwell",IND,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"153","Ja'Corey Brooks",WAS,"at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"154","Efton Chism III",NE,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"155","Derius Davis",LAC,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"156","Ke'Shawn Williams",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"157","Xavier Restrepo",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"158","James Proche II",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"159","Russell Gage Jr.",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"160","Bryce Oliver",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"161","Devin Duvernay",CHI,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"162","Xavier Gipson",PHI,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"163","Jordan Watkins",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"164","Myles Price",MIN,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"165","Nikko Remigio",KC,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"166","Isaiah Williams",NYJ,"vs. CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"167","Jamal Agnew",ATL,"at SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
