"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jahmyr Gibbs",DET,"vs. DAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","19.5"
"2","De'Von Achane",MIA,"at NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","19.5"
"3","Jonathan Taylor",IND,"at JAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","19.0"
"4","James Cook III",BUF,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","17.8"
"5","Bijan Robinson",ATL,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","17.5"
"6","Josh Jacobs",GB,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","17.0"
"7","Bucky Irving",TB,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","14.9"
"8","Derrick Henry",BAL,"vs. PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","14.5"
"9","Breece Hall",NYJ,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.1"
"10","Chase Brown",CIN,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","13.6"
"11","Quinshon Judkins",CLE,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","13.4"
"12","Saquon Barkley",PHI,"at LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","13.4"
"13","Kyren Williams",LAR,"at ARI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","13.2"
"14","Javonte Williams",DAL,"at DET","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","13.0"
"15","RJ Harvey",DEN,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","12.7"
"16","Ashton Jeanty",LV,"vs. DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.4"
"17","Kenneth Walker III",SEA,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.5"
"18","Travis Etienne Jr.",JAC,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.4"
"19","Jaylen Warren",PIT,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","11.4"
"20","D'Andre Swift",CHI,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","10.4"
"21","Woody Marks",HOU,"at KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","10.1"
"22","David Montgomery",DET,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B-","10.1"
"23","Kyle Monangai",CHI,"at GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.5"
"24","Devin Neal",NO,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","9.4"
"25","Kareem Hunt",KC,"vs. HOU","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","9.3"
"26","Zonovan Knight",ARI,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.8"
""
"27","Chris Rodriguez Jr.",WAS,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.7"
"28","Jordan Mason",MIN,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.7"
"29","Kenneth Gainwell",PIT,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.7"
"30","Zach Charbonnet",SEA,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.6"
"31","Aaron Jones Sr.",MIN,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
"32","Kimani Vidal",LAC,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C","7.9"
"33","Tony Pollard",TEN,"at CLE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C","7.7"
"34","Omarion Hampton",LAC,"vs. PHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.5"
"35","Blake Corum",LAR,"at ARI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","6.9"
"36","Bhayshul Tuten",JAC,"vs. IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","C-","6.5"
"37","Tyjae Spears",TEN,"at CLE","Coach Upside rating","Coach Bust rating","1 out of 5 stars","C-","6.3"
"38","Samaje Perine",CIN,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C-","6.1"
"39","Tyler Allgeier",ATL,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","6.1"
"40","Michael Carter",ARI,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","6.0"
"41","Isiah Pacheco",KC,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D+","5.6"
"42","Emanuel Wilson",GB,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D","5.5"
"43","Rachaad White",TB,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.5"
"44","Keaton Mitchell",BAL,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","5.3"
"45","Jaleel McLaughlin",DEN,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D","4.7"
"46","Ty Johnson",BUF,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","D-","4.6"
"47","Nick Chubb",HOU,"at KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","4.5"
"48","Jeremy McNichols",WAS,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.3"
"49","Ollie Gordon II",MIA,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","4.2"
"50","Jacory Croskey-Merritt",WAS,"at MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.2"
"51","Sean Tucker",TB,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"52","Jerome Ford",CLE,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.4"
"53","Isaiah Davis",NYJ,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.3"
"54","Ray Davis",BUF,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.9"
"55","Brashard Smith",KC,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.8"
"56","Malik Davis",DAL,"at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.7"
