"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jonathan Taylor",IND,"vs. LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","18.9"
"2","Christian McCaffrey",SF,"at LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","18.7"
"3","Jahmyr Gibbs",DET,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","18.3"
"4","De'Von Achane",MIA,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","17.3"
"5","James Cook III",BUF,"vs. NE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","16.6"
"6","Saquon Barkley",PHI,"vs. DEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","16.1"
"7","Omarion Hampton",LAC,"vs. WAS","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","15.6"
"8","Breece Hall",NYJ,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.8"
"9","Derrick Henry",BAL,"vs. HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","14.7"
"10","Javonte Williams",DAL,"at NYJ","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","14.0"
"11","Ashton Jeanty",LV,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","14.0"
"12","Kyren Williams",LAR,"vs. SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","13.9"
"13","Cam Skattebo",NYG,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","13.1"
"14","Quinshon Judkins",CLE,"vs. MIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","13.1"
"15","Alvin Kamara",NO,"vs. NYG","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","12.7"
"16","Travis Etienne Jr.",JAC,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.5"
"17","Jordan Mason",MIN,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","12.3"
"18","Kenneth Walker III",SEA,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","11.8"
"19","David Montgomery",DET,"at CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","11.7"
"20","Rachaad White",TB,"at SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","11.4"
"21","Woody Marks",HOU,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","11.3"
"22","Tony Pollard",TEN,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","11.3"
"23","Chase Brown",CIN,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","11.0"
"24","J.K. Dobbins",DEN,"at PHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","10.7"
"25","TreVeyon Henderson",NE,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","10.4"
"26","Rhamondre Stevenson",NE,"at BUF","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","9.3"
"27","Zach Charbonnet",SEA,"vs. TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","9.0"
"28","Michael Carter",ARI,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.6"
"29","Rico Dowdle",CAR,"vs. MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.0"
"30","RJ Harvey",DEN,"at PHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","8.0"
"31","Jacory Croskey-Merritt",WAS,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","8.0"
"32","Nick Chubb",HOU,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.8"
"33","Emari Demercado",ARI,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","7.1"
"34","Isiah Pacheco",KC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","6.6"
"35","Kareem Hunt",KC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","6.5"
"36","Justice Hill",BAL,"vs. HOU","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","6.1"
"37","Kendre Miller",NO,"vs. NYG","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","5.5"
"38","Chris Rodriguez Jr.",WAS,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","5.5"
"39","Blake Corum",LAR,"vs. SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","5.5"
"40","Bhayshul Tuten",JAC,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D+","5.3"
"41","Ollie Gordon II",MIA,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","5.3"
"42","Sean Tucker",TB,"at SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","5.2"
"43","Zavier Scott",MIN,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","5.1"
"44","Isaiah Davis",NYJ,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D-","4.9"
"45","Brian Robinson Jr.",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","4.6"
"46","Jeremy McNichols",WAS,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","D-","4.6"
"47","Devin Singletary",NYG,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","4.4"
"48","Brashard Smith",KC,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","4.3"
"49","Jerome Ford",CLE,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.8"
"50","Antonio Gibson",NE,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","3.8"
"51","Ty Johnson",BUF,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.7"
"52","Miles Sanders",DAL,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.7"
"53","Ray Davis",BUF,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.3"
"54","Raheem Mostert",LV,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","3.2"
"55","Samaje Perine",CIN,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.0"
"56","Dylan Sampson",CLE,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","2.5"
"57","Chuba Hubbard",CAR,"vs. MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","2.4"
"58","Kyle Juszczyk",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.2"
"59","LeQuint Allen Jr.",JAC,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","2.2"
"60","DJ Giddens",IND,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","2.0"
"61","Tyjae Spears",TEN,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.9"
"62","Trevor Etienne",CAR,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.8"
"63","Tyler Badie",DEN,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.6"
"64","A.J. Dillon",PHI,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"65","Hassan Haskins",LAC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.6"
"66","Zonovan Knight",ARI,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.6"
"67","Julius Chestnut",TEN,"at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.4"
"68","Jaydon Blue",DAL,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.3"
"69","Will Shipley",PHI,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.3"
"70","Dylan Laube",LV,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.2"
"71","Kimani Vidal",LAC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.2"
"72","Cam Akers",MIN,"at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","1.1"
"73","Alec Ingold",MIA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","1.0"
"74","Tahj Brooks",CIN,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","1.0"
"75","Dare Ogunbowale",HOU,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.9"
"76","Hunter Luepke",DAL,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.9"
"77","George Holani",SEA,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.9"
"78","Zamir White",LV,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.8"
"79","Isaac Guerendo",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.8"
"80","Jaylen Wright",MIA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"81","Tank Bigsby",PHI,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"82","Jarquez Hunter",LAR,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.7"
"83","Rasheen Ali",BAL,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"84","Keaton Mitchell",BAL,"vs. HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"85","Tyler Goodson",IND,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.6"
"86","Adam Prentice",DEN,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.6"
"87","Craig Reynolds",DET,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.6"
"88","Jaleel McLaughlin",DEN,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"89","Devin Neal",NO,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.5"
"90","Reggie Gilliam",BUF,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"91","Josh Williams",TB,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"92","Sincere McCormick",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"93","Donovan Edwards",WAS,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"94","Dante Miller",NYG,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.3"
"95","Audric Estime",PHI,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.2"
"96","Khalil Herbert",NYJ,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.1"
"97","DeeJay Dallas",CAR,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"98","Jacob Saylors",DET,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"99","Tyrone Tracy Jr.",NYG,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"100","D'Ernest Johnson",ARI,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"101","Jakob Johnson",HOU,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"102","Ja'Quinden Jackson",JAC,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"103","Elijah Mitchell",KC,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"104","Dameon Pierce",HOU,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"105","Jeff Wilson Jr.",MIA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
