"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"at ATL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","23.0"
"2","Jayden Daniels",WAS,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","22.2"
"3","Patrick Mahomes II",KC,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","21.4"
"4","Jalen Hurts",PHI,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","20.7"
"5","Drake Maye",NE,"at NO","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A-","20.2"
"6","Baker Mayfield",TB,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.7"
"7","Justin Herbert",LAC,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","19.3"
"8","Dak Prescott",DAL,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","19.1"
"9","Caleb Williams",CHI,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.9"
"10","Jordan Love",GB,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.7"
"11","Daniel Jones",IND,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","18.6"
"12","Bo Nix",DEN,"at NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","18.3"
"13","Matthew Stafford",LAR,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","18.0"
"14","Justin Fields",NYJ,"vs. DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","17.7"
"15","Jared Goff",DET,"at KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","17.4"
"16","Sam Darnold",SEA,"at JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","17.0"
"17","Trevor Lawrence",JAC,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C-","16.8"
"18","Bryce Young",CAR,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","D+","16.5"
"19","Mac Jones",SF,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D+","16.3"
"20","Kyler Murray",ARI,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","16.0"
"21","Jaxson Dart",NYG,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.7"
"22","Michael Penix Jr.",ATL,"vs. BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","15.4"
"23","Geno Smith",LV,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","15.0"
"24","Tua Tagovailoa",MIA,"vs. LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","14.6"
"25","Spencer Rattler",NO,"vs. NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","14.1"
"26","Aaron Rodgers",PIT,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","13.5"
"27","Cam Ward",TEN,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","13.0"
"28","Dillon Gabriel",CLE,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","12.4"
"29","Cooper Rush",BAL,"vs. LAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","12.0"
"30","Joe Flacco",CIN,"at GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","11.7"
"31","Jalen Milroe",SEA,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.9"
"32","Jake Browning",CIN,"at GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.8"
"33","Jacoby Brissett",ARI,"at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.7"
"34","Tyler Huntley",BAL,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"35","Marcus Mariota",WAS,"vs. CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.6"
"36","Tyler Shough",NO,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"37","Tyrod Taylor",NYJ,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.5"
"38","Anthony Richardson Sr.",IND,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"39","Russell Wilson",NYG,"vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.5"
"40","Zach Wilson",MIA,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.5"
"41","Andy Dalton",CAR,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.5"
"42","Joe Milton III",DAL,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"43","Mitchell Trubisky",BUF,"at ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"44","Malik Willis",GB,"vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"45","Jimmy Garoppolo",LAR,"at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"46","Jarrett Stidham",DEN,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"47","Joshua Dobbs",NE,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.4"
"48","Tyson Bagent",CHI,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.4"
"49","Tanner McKee",PHI,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"50","Nick Mullens",JAC,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"51","Mason Rudolph",PIT,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.3"
"52","Shedeur Sanders",CLE,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.2"
"53","Brandon Allen",TEN,"at LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.2"
"54","Kirk Cousins",ATL,"vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.2"
"55","Drew Lock",SEA,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.2"
"56","Gardner Minshew II",KC,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.1"
"57","Teddy Bridgewater",TB,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"58","Trey Lance",LAC,"at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
