"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Lamar Jackson",BAL,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","24.0"
"2","Josh Allen",BUF,"vs. MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","22.8"
"3","Jalen Hurts",PHI,"vs. LAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A-","21.6"
"4","Patrick Mahomes II",KC,"at NYG","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","20.7"
"5","Dak Prescott",DAL,"at CHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.8"
"6","Justin Herbert",LAC,"vs. DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","19.3"
"7","Caleb Williams",CHI,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","18.9"
"8","Baker Mayfield",TB,"vs. NYJ","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","18.6"
"9","Drake Maye",NE,"vs. PIT","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","18.4"
"10","Kyler Murray",ARI,"at SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","18.2"
"11","Daniel Jones",IND,"at TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","18.1"
"12","Bo Nix",DEN,"at LAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","17.8"
"13","Jordan Love",GB,"at CLE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","17.5"
"14","Jared Goff",DET,"at BAL","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","17.2"
"15","Jayden Daniels",WAS,"vs. LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C-","16.9"
"16","Trevor Lawrence",JAC,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","16.5"
"17","C.J. Stroud",HOU,"at JAC","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C","16.3"
"18","Geno Smith",LV,"at WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","16.1"
"19","Michael Penix Jr.",ATL,"at CAR","Coach Upside rating","Coach Bust rating","5 out of 5 stars","D+","15.9"
"20","Mac Jones",SF,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","15.8"
"21","Jake Browning",CIN,"at MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.7"
"22","Russell Wilson",NYG,"vs. KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.6"
"23","Sam Darnold",SEA,"vs. NO","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D-","15.5"
"24","Carson Wentz",MIN,"vs. CIN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","15.4"
"25","Aaron Rodgers",PIT,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","15.2"
"26","Matthew Stafford",LAR,"at PHI","Coach Upside rating","Coach Bust rating","1 out of 5 stars","F","15.0"
"27","Tua Tagovailoa",MIA,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","14.8"
"28","Bryce Young",CAR,"vs. ATL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","14.6"
"29","Tyrod Taylor",NYJ,"at TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","14.0"
"30","Spencer Rattler",NO,"at SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","13.6"
"31","Cam Ward",TEN,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","F","13.0"
"32","Joe Flacco",CLE,"vs. GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","12.4"
"33","Marcus Mariota",WAS,"vs. LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","7.9"
"34","Jaxson Dart",NYG,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"35","Jalen Milroe",SEA,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"36","Anthony Richardson Sr.",IND,"at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
"37","Zach Wilson",MIA,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"38","Jimmy Garoppolo",LAR,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","0.0"
"39","Tyler Shough",NO,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"40","Dillon Gabriel",CLE,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.0"
"41","Joe Milton III",DAL,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"42","Brock Purdy",SF,"vs. ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.0"
"43","Kirk Cousins",ATL,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.0"
"44","Kenny Pickett",LV,"at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.0"
