"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jonathan Taylor",IND,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","19.7"
"2","Christian McCaffrey",SF,"at TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A+","19.6"
"3","Bijan Robinson",ATL,"vs. BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","18.1"
"4","Josh Jacobs",GB,"vs. CIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","17.8"
"5","Jahmyr Gibbs",DET,"at KC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","16.5"
"6","Saquon Barkley",PHI,"at NYG","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","16.3"
"7","De'Von Achane",MIA,"vs. LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","16.3"
"8","James Cook III",BUF,"at ATL","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","15.9"
"9","Javonte Williams",DAL,"at CAR","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","15.9"
"10","Ashton Jeanty",LV,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","15.1"
"11","Kyren Williams",LAR,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A-","15.1"
"12","Rico Dowdle",CAR,"vs. DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","15.0"
"13","Breece Hall",NYJ,"vs. DEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","14.0"
"14","Rachaad White",TB,"vs. SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","13.1"
"15","Quinshon Judkins",CLE,"at PIT","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","13.0"
"16","Travis Etienne Jr.",JAC,"vs. SEA","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","12.7"
"17","Jacory Croskey-Merritt",WAS,"vs. CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","12.6"
"18","Derrick Henry",BAL,"vs. LAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.6"
"19","J.K. Dobbins",DEN,"at NYJ","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.5"
"20","D'Andre Swift",CHI,"at WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","12.1"
"21","Cam Skattebo",NYG,"vs. PHI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","11.8"
"22","Kenneth Walker III",SEA,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B-","11.8"
"23","Jaylen Warren",PIT,"vs. CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","11.6"
"24","Michael Carter",ARI,"at IND","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","10.8"
"25","Tony Pollard",TEN,"at LV","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","10.7"
"26","David Montgomery",DET,"at KC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","10.4"
"27","Chase Brown",CIN,"at GB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","10.4"
"28","Rhamondre Stevenson",NE,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","10.2"
"29","Alvin Kamara",NO,"vs. NE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","9.5"
"30","TreVeyon Henderson",NE,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.8"
"31","Zach Charbonnet",SEA,"at JAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
"32","Hassan Haskins",LAC,"at MIA","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","8.2"
